Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value
,Guilherme,Goalkeeper,"Jan 22, 1985 ",39,['Brazil'],Brazil,Nova Lima,"1,90",-
,Leandro,Goalkeeper,"Oct 5, 1985 ",38,['Brazil'],Brazil,São Paulo,"1,93",-
,Rodolfo Romano,Goalkeeper,"May 25, 1985 ",38,['Brazil'],Brazil,Londrina,"1,90",-
,Vitor,Goalkeeper,"Apr 15, 1985 ",38,['Brazil'],Brazil,Rio de Janeiro,"1,90",-
,Saulo,Goalkeeper,"Aug 10, 1985 ",38,"['Brazil', 'Italy']",Brazil,Salto,"1,91",-
,Café,Goalkeeper,"May 16, 1985 ",38,"['Brazil', 'Italy']",Brazil,Curitiba,"1,88",-
,Sérvulo,Goalkeeper,"Dec 21, 1985 ",38,['Brazil'],Brazil,Niterói,"1,87",-
12,Christian Leite,Goalkeeper,"Nov 9, 1985 ",38,['Brazil'],Brazil,Rio de Janeiro,,-
,Flávio,Goalkeeper,"Mar 5, 1985 ",39,['Brazil'],Brazil,Teófilo Otoni,"1,91",-
,Gottardi,Goalkeeper,"Jul 22, 1985 ",38,"['Brazil', 'Portugal']",Brazil,Encantado,"1,93",-
,Vinícius,Goalkeeper,"Jul 19, 1985 ",38,"['Brazil', 'Italy']",Brazil,Marechal Cândido Rondon,"1,92",-
,Renan,Goalkeeper,"Jan 24, 1985 ",39,['Brazil'],Brazil,Viamão,"1,86",-
14,Marcelo Lomba,Goalkeeper,"Dec 18, 1986 ",37,['Brazil'],Brazil,Rio de Janeiro,"1,89",€300k
86,Paulo César,Goalkeeper,"Mar 27, 1986 ",37,"['Hongkong', 'Brazil']",Brazil,Aracaju,"1,92",€100k
1,Vagner,Goalkeeper,"Jun 6, 1986 ",37,['Brazil'],Brazil,Araruna,"1,86",€50k
,Júlio César,Goalkeeper,"Sep 2, 1986 ",37,['Brazil'],Brazil,Guaramirin,"1,91",€50k
,Felipe Paranhos,Goalkeeper,"Oct 11, 1986 ",37,['Brazil'],Brazil,Rio de Janeiro,,-
,Jhones,Goalkeeper,"May 9, 1986 ",37,['Brazil'],Brazil,Fortaleza,"1,87",-
,Matheus Nogueira,Goalkeeper,"Aug 8, 1986 ",37,['Brazil'],Brazil,Taboão da Serra,"1,90",-
,Roque Alan,Goalkeeper,"Apr 28, 1986 ",37,['Brazil'],Brazil,Coruripe,"1,85",-
,Nícolas,Goalkeeper,"Jun 6, 1986 ",37,['Brazil'],Brazil,Campo Bom,"1,92",-
,Célio Gabriel,Goalkeeper,"Feb 8, 1986 ",38,['Brazil'],Brazil,,"1,95",-
,Cléber Alves,Goalkeeper,"Jul 15, 1986 ",37,['Brazil'],Brazil,Limeira,"1,88",-
,Tigre,Goalkeeper,"Jan 25, 1986 ",38,['Brazil'],Brazil,Salvador (BA),"1,90",-
,Anderson Max,Goalkeeper,"Sep 23, 1986 ",37,['Brazil'],Brazil,Estância,"1,89",-
12,Diogo Silva,Goalkeeper,"Jul 8, 1986 ",37,['Brazil'],Brazil,Cuiabá,"1,92",€150k
,Matheus Cavichioli,Goalkeeper,"Jul 27, 1986 ",37,"['Brazil', 'Italy']",Brazil,Caçador,"1,92",€100k
,Dalton,Goalkeeper,"Sep 8, 1986 ",37,['Brazil'],Brazil,Chapecó,"1,98",€50k
1,Guga,Goalkeeper,"Feb 15, 1986 ",38,"['Brazil', 'Portugal']",Brazil,,"2,00",-
,Naldo,Goalkeeper,"Jan 11, 1986 ",38,['Brazil'],Brazil,,"1,86",-
,Rodrigo Calchi,Goalkeeper,"Feb 12, 1986 ",38,['Brazil'],Brazil,,"1,90",-
,Thiago Passos,Goalkeeper,"Jan 30, 1986 ",38,['Brazil'],Brazil,Itabuna,"1,86",-
,Edwin Maria Fanini,Goalkeeper,"May 25, 1986 ",37,['Brazil'],Brazil,Paranà,,-
,Preto,Goalkeeper,"Jan 1, 1986 ",38,['Brazil'],Brazil,,"1,90",-
,Wágner,Goalkeeper,"Apr 30, 1986 ",37,['Brazil'],Brazil,Mogi Mirim,,-
,Juliano,Goalkeeper,"Aug 8, 1986 ",37,['Brazil'],Brazil,Xaxim,"1,87",-
,Jeferson,Goalkeeper,"Jan 9, 1986 ",38,['Brazil'],Brazil,Caratinga,"1,82",-
,André Zuba,Goalkeeper,"Jun 23, 1986 ",37,"['Brazil', 'Portugal']",Brazil,Mirassol,"1,89",-
,Alex Alves,Goalkeeper,"Nov 8, 1986 ",37,['Brazil'],Brazil,Araçatuba,"1,91",-
,Fabrício,Goalkeeper,"Jan 7, 1986 ",38,['Brazil'],Brazil,Paranavaí,"1,93",-
,Jair Lemos,Goalkeeper,"Dec 2, 1986 ",37,['Brazil'],Brazil,Santana do Livramento,"1,84",-
,Wanderson,Goalkeeper,"Nov 18, 1986 ",37,['Brazil'],Brazil,Sinop,"1,93",-
,Ari,Goalkeeper,"Apr 18, 1986 ",37,['Brazil'],Brazil,Curitiba,"1,88",-
,César Luz,Goalkeeper,"Mar 10, 1986 ",38,['Brazil'],Brazil,Guaratinguetá,"1,91",-
,Ricardo,Goalkeeper,"Dec 23, 1986 ",37,['Brazil'],Brazil,Palmitos,"1,88",-
,Renato Piovezan,Goalkeeper,"Apr 24, 1986 ",37,"['Brazil', 'Italy']",Brazil,Cachoeiro de Itapemirim,"1,84",-
,Diego,Goalkeeper,"May 1, 1986 ",37,['Brazil'],Brazil,Valparaíso,"1,87",-
,Leonan,Goalkeeper,"Apr 6, 1986 ",37,['Brazil'],Brazil,,"1,81",-
21,Weverton,Goalkeeper,"Dec 13, 1987 ",36,['Brazil'],Brazil,Rio Branco,"1,89",€2.50m
34,Marcelo Grohe,Goalkeeper,"Jan 13, 1987 ",37,"['Brazil', 'Italy']",Brazil,Campo Bom,"1,88",€500k
1,Denis,Goalkeeper,"Apr 14, 1987 ",36,['Brazil'],Brazil,Jaú,"1,88",€200k
30,Bruno Grassi,Goalkeeper,"Mar 5, 1987 ",37,"['Brazil', 'Italy']",Brazil,Tubarão,"1,92",€100k
,Dida Tucuruí,Goalkeeper,"Nov 1, 1987 ",36,['Brazil'],Brazil,Tucuruí,"1,87",-
,Jaílson,Goalkeeper,"Jul 19, 1987 ",36,['Brazil'],Brazil,Piripiri,"1,83",-
,Felipe Rocha,Goalkeeper,"Feb 11, 1987 ",37,['Brazil'],Brazil,São Paulo,"1,85",-
,Naylson,Goalkeeper,"Jan 19, 1987 ",37,['Brazil'],Brazil,,,-
,Jefferson,Goalkeeper,"Jan 8, 1987 ",37,['Brazil'],Brazil,,,-
,Daniel Guimarães,Goalkeeper,"Apr 18, 1987 ",36,['Brazil'],Brazil,Timoteo,"1,89",-
,Iván Leôncio,Goalkeeper,"Aug 28, 1987 ",36,['Brazil'],Brazil,San José do Campos (SP),"1,93",-
,Pedro Paulo,Goalkeeper,"Nov 5, 1987 ",36,['Brazil'],Brazil,,,-
,Mauro Iguatu,Goalkeeper,"Nov 14, 1987 ",36,['Brazil'],Brazil,Teresina,"1,90",-
12,Cássio,Goalkeeper,"Jun 6, 1987 ",36,['Brazil'],Brazil,Veranópolis,"1,95",€600k
,Walter,Goalkeeper,"Nov 18, 1987 ",36,"['Brazil', 'Italy']",Brazil,Jaú,"1,88",€250k
,Muriel,Goalkeeper,"Feb 14, 1987 ",37,"['Brazil', 'Germany']",Brazil,Novo Hamburgo,"1,89",€200k
48,Paulo Victor,Goalkeeper,"Jan 12, 1987 ",37,"['Brazil', 'Italy']",Brazil,Assis,"1,87",€100k
,Rodolfo,Goalkeeper,"Mar 10, 1987 ",37,['Brazil'],Brazil,Coxim,"1,84",-
,Dida,Goalkeeper,"Aug 12, 1987 ",36,['Brazil'],Brazil,,,-
,Gleibson,Goalkeeper,"Jun 19, 1987 ",36,['Brazil'],Brazil,Recife,"1,85",-
22,Batista,Goalkeeper,"Jul 8, 1987 ",36,['Brazil'],Brazil,Arapiraca,"1,83",-
,Stephan Hilpert,Goalkeeper,"Nov 16, 1987 ",36,['Switzerland'],Brazil,São Paulo,,-
,Lima,Goalkeeper,"Sep 24, 1987 ",36,['Brazil'],Brazil,Riachão do Jacuipe (BA),"1,86",-
,Rafael,Goalkeeper,"Jan 18, 1987 ",37,['Brazil'],Brazil,São Paulo,"1,98",-
,Gideão,Goalkeeper,"Dec 19, 1987 ",36,['Brazil'],Brazil,Vitória,"1,90",-
,André Moretto,Goalkeeper,"Apr 27, 1987 ",36,['Brazil'],Brazil,Sinop,"1,86",-
,Baggio,Goalkeeper,"May 10, 1987 ",36,['Brazil'],Brazil,Almadina,"1,92",-
,Elisson,Goalkeeper,"Mar 26, 1987 ",36,['Brazil'],Brazil,Belo Horizonte,"1,84",-
,Douglas Dias,Goalkeeper,"Oct 13, 1987 ",36,['Brazil'],Brazil,São Paulo,"1,88",-
,Júnior Belliato,Goalkeeper,"Sep 26, 1987 ",36,['Brazil'],Brazil,Londrina,"1,94",-
,Renan Rocha,Goalkeeper,"Mar 25, 1987 ",36,['Brazil'],Brazil,Piracicaba,"1,94",-
,Gabriel Leite,Goalkeeper,"Dec 28, 1987 ",36,['Brazil'],Brazil,Curitiba,"1,87",-
,Luís Cetin,Goalkeeper,"Aug 5, 1987 ",36,['Brazil'],Brazil,Limeira,"1,91",-
,Giovanni,Goalkeeper,"Feb 5, 1987 ",37,['Brazil'],Brazil,Bauru,"1,91",-
,Léo Rodrigues,Goalkeeper,"Mar 30, 1987 ",36,['Brazil'],Brazil,São Paulo,"1,90",-
,Weverton,Goalkeeper,"Sep 2, 1987 ",36,['Brazil'],Brazil,Rondonópolis,"1,90",-
,Jaime,Goalkeeper,"Jul 28, 1987 ",36,['Brazil'],Brazil,Rio de Janeiro,"1,87",-
,André Fellipe,Goalkeeper,"Aug 9, 1987 ",36,['Brazil'],Brazil,Palhoça,"1,91",-
,Luis Carlos,Goalkeeper,"Jul 28, 1987 ",36,['Brazil'],Brazil,Curitiba,"1,90",-
,Bruno,Goalkeeper,"Feb 5, 1987 ",37,['Brazil'],Brazil,Guarapari,"1,94",-
,Alison,Goalkeeper,"Jan 24, 1987 ",37,['Brazil'],Brazil,Amélia Rodrigues,"1,85",-
1,João Ricardo,Goalkeeper,"Sep 6, 1988 ",35,['Brazil'],Brazil,Mariano Moro,"1,86",€350k
1,Nícolas,Goalkeeper,"Apr 12, 1988 ",35,"['Brazil', 'Italy']",Brazil,Colorado do Oeste,"1,90",€300k
27,Felipe Alves,Goalkeeper,"May 21, 1988 ",35,['Brazil'],Brazil,São Paulo,"1,87",€250k
22,Douglas Friedrich,Goalkeeper,"Dec 12, 1988 ",35,['Brazil'],Brazil,Candelária,"1,94",€200k
,Marcelo Rangel,Goalkeeper,"May 17, 1988 ",35,['Brazil'],Brazil,Marechal Cândido Rondon,"1,86",€150k
,Thiago Rodrigues,Goalkeeper,"Oct 20, 1988 ",35,['Brazil'],Brazil,Curitiba,"1,89",€150k
1,Muller,Goalkeeper,"Feb 13, 1988 ",36,['Brazil'],Brazil,São Paulo,"1,83",-
,André Pereira,Goalkeeper,"Jan 2, 1988 ",36,['Brazil'],Brazil,,"1,91",-
,Marcão,Goalkeeper,"Sep 2, 1988 ",35,['Brazil'],Brazil,Granja,"1,88",-
,Geovani,Goalkeeper,"Oct 6, 1988 ",35,['Brazil'],Brazil,,,-
1,Paulo Wanzeler,Goalkeeper,"Feb 19, 1988 ",36,['Brazil'],Brazil,Belém,"1,83",-
,Adilson Júnior,Goalkeeper,"Jul 30, 1988 ",35,['Brazil'],Brazil,Brasília,"1,89",-
,Felipe Gomes,Goalkeeper,"Dec 6, 1988 ",35,['Brazil'],Brazil,Vilhena,"1,98",-
40,Fabiano,Goalkeeper,"Feb 29, 1988 ",36,"['Brazil', 'Portugal']",Brazil,Santo Antônio de Jesus,"1,97",€350k
1,Danilo Fernandes,Goalkeeper,"Apr 3, 1988 ",35,['Brazil'],Brazil,Guarulhos,"1,88",€300k
1,Paulo Vítor,Goalkeeper,"Nov 21, 1988 ",35,['Brazil'],Brazil,São João de Meriti (RJ),"1,95",€200k
,Felipe Garcia,Goalkeeper,"Jan 10, 1988 ",36,['Brazil'],Brazil,São Vicente,"1,93",€200k
90,Ivanildo Rodrigues,Goalkeeper,"Dec 12, 1988 ",35,"['Qatar', 'Brazil']",Brazil,,"1,91",€150k
,João Carlos,Goalkeeper,"Apr 6, 1988 ",35,['Brazil'],Brazil,Paranavaí,"1,91",€100k
,Gil Grando,Goalkeeper,"Feb 10, 1988 ",36,['Brazil'],Brazil,Veranópolis,"1,89",-
,Theo,Goalkeeper,"Apr 20, 1988 ",35,['Brazil'],Brazil,,"1,88",-
,Alan,Goalkeeper,"Dec 1, 1988 ",35,['Brazil'],Brazil,,"1,90",-
22,Daniel Goulart,Goalkeeper,"Nov 23, 1988 ",35,['Brazil'],Brazil,Uberlândia,,-
,Fabrício,Goalkeeper,"Apr 29, 1988 ",35,"['Brazil', 'Portugal']",Brazil,Santo Anastácio,"1,90",-
,Marcão,Goalkeeper,"May 27, 1988 ",35,['Brazil'],Brazil,Serra,"1,92",-
,Dida,Goalkeeper,"Apr 3, 1988 ",35,['Brazil'],Brazil,Belo Horizonte,"1,96",-
,Luiz Fernando,Goalkeeper,"Feb 20, 1988 ",36,['Brazil'],Brazil,São Paulo,"1,86",-
,Silvio,Goalkeeper,"Oct 11, 1988 ",35,['Brazil'],Brazil,Ponta Grossa,"1,96",-
,Glaycon,Goalkeeper,"Sep 7, 1988 ",35,['Brazil'],Brazil,Governador Valadares,"1,92",-
,Lee Oliveira,Goalkeeper,"Mar 9, 1988 ",36,['Brazil'],Brazil,São Paulo,"1,88",-
,Renato,Goalkeeper,"Jun 22, 1988 ",35,['Brazil'],Brazil,Mogi das Cruzes,"1,88",-
,Ismael,Goalkeeper,"Jan 21, 1988 ",36,['Brazil'],Brazil,Porto Alegre,"1,91",-
,Bruno Fuso,Goalkeeper,"Jan 30, 1988 ",36,['Brazil'],Brazil,Limeira,"1,94",-
,Dida,Goalkeeper,"Apr 2, 1988 ",35,['Brazil'],Brazil,São Paulo,"1,90",-
,Caio Venâncio,Goalkeeper,"Feb 17, 1988 ",36,['Brazil'],Brazil,Sananduva,"1,86",-
,Enderson,Goalkeeper,"Jan 16, 1988 ",36,['Brazil'],Brazil,Faxinal,"1,91",-
,León Netto,Goalkeeper,"Sep 15, 1988 ",35,"['Brazil', 'Portugal']",Brazil,Rio de janeiro,"1,82",-
,Alex,Goalkeeper,"Feb 3, 1988 ",36,['Brazil'],Brazil,Piracicaba,"1,90",-
,Patriky Corteletti,Goalkeeper,N/A ,N/A,[],Brazil,N/A,N/A,-
,Raphael Alemão,Goalkeeper,"Aug 17, 1988 ",35,['Brazil'],Brazil,Piracicaba,"1,97",-
,Moreno,Goalkeeper,"Apr 5, 1988 ",35,['Brazil'],Brazil,Rio de Janeiro,"1,90",-
,Olivier Mabille,Goalkeeper,"Mar 1, 1988 ",36,"['Luxembourg', 'Brazil']",Brazil,Cabedelo,"1,85",-
,Alessandro,Goalkeeper,"Mar 30, 1988 ",35,['Brazil'],Brazil,Cascavel,"1,91",-
,Diogo,Goalkeeper,"Mar 22, 1988 ",35,['Brazil'],Brazil,São Borja,"1,89",-
,Luiz Carlos,Goalkeeper,"May 24, 1988 ",35,['Brazil'],Brazil,Porto Alegre,"1,91",-
,David,Goalkeeper,"Aug 25, 1988 ",35,['Brazil'],Brazil,Teresina,"1,88",-
,Jorge Miguel,Goalkeeper,"Feb 16, 1988 ",36,['Brazil'],Brazil,São José do Rio Preto,"1,82",-
1,Neto,Goalkeeper,"Jul 19, 1989 ",34,"['Brazil', 'Italy']",Brazil,Araxá,"1,90",€2.50m
33,Renan,Goalkeeper,"May 18, 1989 ",34,"['Brazil', 'Bulgaria']",Brazil,Rio de Janeiro,"1,90",€300k
,Vladimir,Goalkeeper,"Jul 16, 1989 ",34,['Brazil'],Brazil,Ipiaú,"1,91",€200k
,Darley,Goalkeeper,"Dec 15, 1989 ",34,['Brazil'],Brazil,Pedro Leopoldo,"1,88",€50k
,João Paulo,Goalkeeper,"Jan 20, 1989 ",35,['Brazil'],Brazil,,"1,88",-
,Márcio Fernandes,Goalkeeper,"Sep 21, 1989 ",34,['Brazil'],Brazil,Brasília,"1,90",-
,Rodrigo Dias,Goalkeeper,"Jan 10, 1989 ",35,['Brazil'],Brazil,,"1,90",-
,Fábio Rampi,Goalkeeper,"Jan 23, 1989 ",35,['Brazil'],Brazil,Aratiba,"1,84",-
1,Alex,Goalkeeper,"Sep 11, 1989 ",34,['Brazil'],Brazil,,"1,90",-
,Dheimison,Goalkeeper,"Aug 1, 1989 ",34,['Brazil'],Brazil,São Paulo,"1,84",-
,Wagner,Goalkeeper,"Oct 3, 1989 ",34,['Brazil'],Brazil,Barretos,"1,96",-
,Remerson,Goalkeeper,"Feb 7, 1989 ",35,['Brazil'],Brazil,,"1,88",-
,Rodrigo Viana,Goalkeeper,"Nov 14, 1989 ",34,['Brazil'],Brazil,Rio de Janeiro,"1,82",-
23,Rafael,Goalkeeper,"Jun 23, 1989 ",34,['Brazil'],Brazil,Coronel Fabriciano,"1,92",€600k
,Alex Muralha,Goalkeeper,"Nov 10, 1989 ",34,['Brazil'],Brazil,Três Corações,"1,89",€200k
1,Lucas Frigeri,Goalkeeper,"Jun 15, 1989 ",34,['Brazil'],Brazil,Catanduva,"1,94",€125k
,Luís Paulo,Goalkeeper,"Sep 3, 1989 ",34,['Brazil'],Brazil,,,-
,Fábio,Goalkeeper,"Jun 27, 1989 ",34,['Brazil'],Brazil,,"1,90",-
,Uóston,Goalkeeper,"Dec 8, 1989 ",34,['Brazil'],Brazil,,,-
,Edmar Sucuri,Goalkeeper,"Oct 13, 1989 ",34,['Brazil'],Brazil,Brasília,"1,86",-
,Léo,Goalkeeper,"Jun 15, 1989 ",34,['Brazil'],Brazil,,"1,85",-
,Igor,Goalkeeper,"Apr 1, 1989 ",34,['Brazil'],Brazil,,,-
,Giovani,Goalkeeper,"Feb 28, 1989 ",35,"['Brazil', 'Germany']",Brazil,Marechal Cândido Rondon,"1,93",-
,Arthur,Goalkeeper,"Dec 19, 1989 ",34,['Brazil'],Brazil,,"1,88",-
,Igor Missaggia,Goalkeeper,"Jan 21, 1989 ",35,['Brazil'],Brazil,Cachoeiro de Itapemirim,,-
1,Evandro Rachoni,Goalkeeper,"Nov 24, 1989 ",34,"['Brazil', 'Italy']",Brazil,São Pedro,"1,87",-
,Cley,Goalkeeper,"Nov 10, 1989 ",34,['Brazil'],Brazil,Rio de Janeiro,"1,92",-
,Celio Rocha,Goalkeeper,"Feb 5, 1989 ",35,"['Brazil', 'Italy']",Brazil,Santa Catarina,"1,88",-
,Vagner,Goalkeeper,"Aug 24, 1989 ",34,"['Brazil', 'Italy']",Brazil,Bom Sucesso do Sul,"1,92",-
,Samuel Pires,Goalkeeper,"Jan 17, 1989 ",35,['Brazil'],Brazil,Coaraci,"1,87",-
,Rafael Dida,Goalkeeper,"Apr 25, 1989 ",34,['Brazil'],Brazil,Taubaté,"1,93",-
,Kléver,Goalkeeper,"Jun 20, 1989 ",34,['Brazil'],Brazil,Mirassol,"1,89",-
1,Juan Castro,Goalkeeper,"Feb 14, 1989 ",35,"['Portugal', 'Brazil']",Brazil,Brasília,"1,84",-
,Murilo Da Costa,Goalkeeper,"Mar 1, 1989 ",35,['Brazil'],Brazil,,,-
,Artur,Goalkeeper,"Mar 24, 1989 ",34,['Brazil'],Brazil,Taguatinga,"1,92",-
,Douglas,Goalkeeper,"Jun 20, 1989 ",34,"['Brazil', 'Italy']",Brazil,Campo Grande,"1,88",-
,Edilson Guerra,Goalkeeper,"Feb 18, 1989 ",35,['Brazil'],Brazil,Penápolis,"1,90",-
,Assis,Goalkeeper,"Oct 4, 1989 ",34,"['Brazil', 'Portugal']",Brazil,Garibaldi,"1,87",-
,Fernando Júnior,Goalkeeper,"Dec 20, 1989 ",34,['Brazil'],Brazil,Toledo,"1,96",-
,André Luis,Goalkeeper,"Jan 1, 1989 ",35,['Brazil'],Brazil,Itumbiara,"1,89",-
,Tiago,Goalkeeper,"Jul 13, 1989 ",34,['Brazil'],Brazil,São Paulo,"1,85",-
,Camilo,Goalkeeper,"Mar 6, 1989 ",35,['Brazil'],Brazil,Maceió,"1,93",-
,William Menezes,Goalkeeper,"Apr 5, 1989 ",34,['Brazil'],Brazil,Campanha,"1,92",-
,Juliano,Goalkeeper,"Mar 7, 1989 ",35,['Brazil'],Brazil,Ibati,"1,89",-
,Matheus,Goalkeeper,"May 5, 1989 ",34,['Brazil'],Brazil,Alegrete,"1,85",-
12,Mauricio Viana,Goalkeeper,"Jun 14, 1989 ",34,"['Chile', 'Brazil']",Brazil,São Paulo,"1,83",-
,Tom,Goalkeeper,"Apr 5, 1989 ",34,['Brazil'],Brazil,Guarulhos,"1,95",-
,Omar,Goalkeeper,"Aug 22, 1989 ",34,['Brazil'],Brazil,São Paulo,"1,95",-
12,Marcelo Valverde,Goalkeeper,"Nov 21, 1989 ",34,['Brazil'],Brazil,Rio de Janeiro,"1,85",-
,Rafael Santos,Goalkeeper,"Mar 14, 1989 ",34,['Brazil'],Brazil,São Paulo,"1,91",-
,Agenor,Goalkeeper,"Dec 11, 1989 ",34,['Brazil'],Brazil,Erechim,"1,87",-
,Saulo,Goalkeeper,"Apr 2, 1989 ",34,['Brazil'],Brazil,Piranhas,"1,95",-
,Gustavo,Goalkeeper,"Apr 2, 1989 ",34,['Brazil'],Brazil,Campinas,"1,94",-
22,Everson,Goalkeeper,"Jul 22, 1990 ",33,['Brazil'],Brazil,Pindamonhangaba,"1,92",€2.00m
23,Santos,Goalkeeper,"Mar 17, 1990 ",33,['Brazil'],Brazil,Campina Grande,"1,88",€1.70m
1,Gustavo Busatto,Goalkeeper,"Oct 23, 1990 ",33,"['Brazil', 'Italy']",Brazil,Arroio do Tigre,"1,90",€700k
31,Marcelo Carné,Goalkeeper,"Feb 6, 1990 ",34,['Brazil'],Brazil,Rio de Janeiro,"1,88",€350k
40,Renan Ribeiro,Goalkeeper,"Mar 23, 1990 ",33,['Brazil'],Brazil,Ribeirão Preto,"1,93",€250k
,Douglas Borges,Goalkeeper,"Mar 30, 1990 ",33,"['Brazil', 'Italy']",Brazil,Franca,"1,88",€150k
,Paulo Vitor,Goalkeeper,"Sep 16, 1990 ",33,['Brazil'],Brazil,Muriaé,"1,91",€100k
,Wellington,Goalkeeper,"Apr 21, 1990 ",33,['Brazil'],Brazil,Recife,"1,93",€50k
,Alexandre Silva,Goalkeeper,"Sep 5, 1990 ",33,['Brazil'],Brazil,Maceió,"1,82",-
,Gelson,Goalkeeper,"Jan 17, 1990 ",34,['Brazil'],Brazil,,,-
,Luiz Carlos,Goalkeeper,"Jul 7, 1990 ",33,['Brazil'],Brazil,,,-
,Rafael Mariano,Goalkeeper,"Oct 24, 1990 ",33,['Brazil'],Brazil,Pitangueiras,"1,89",-
12,Rafael Pascoal,Goalkeeper,"Sep 2, 1990 ",33,['Brazil'],Brazil,Taubaté,"1,92",-
1,Tiago Volpi,Goalkeeper,"Dec 19, 1990 ",33,['Brazil'],Brazil,Blumenau,"1,89",€1.80m
1,Helton Leite,Goalkeeper,"Nov 2, 1990 ",33,"['Brazil', 'Portugal']",Brazil,Belo Horizonte,"1,96",€1.20m
1,Rafael Cabral,Goalkeeper,"May 20, 1990 ",33,"['Brazil', 'Portugal']",Brazil,Sorocaba,"1,86",€550k
1,Adilson Maringá,Goalkeeper,"Aug 22, 1990 ",33,['Brazil'],Brazil,Maringá,"1,94",€275k
22,Caio Secco,Goalkeeper,"Dec 22, 1990 ",33,"['Brazil', 'Italy']",Brazil,Cambé,"1,95",€200k
12,Rafael Broetto,Goalkeeper,"Aug 18, 1990 ",33,"['Brazil', 'Portugal']",Brazil,Cianorte,"1,96",€125k
12,Léo Vieira,Goalkeeper,"Sep 22, 1990 ",33,['Brazil'],Brazil,Suzano,"1,93",€100k
,Anderson,Goalkeeper,"Apr 24, 1990 ",33,['Brazil'],Brazil,Chapecó,"1,86",-
,Simão,Goalkeeper,"Mar 29, 1990 ",33,['Brazil'],Brazil,Goiás,"1,90",-
,Moisés,Goalkeeper,"Jul 9, 1990 ",33,['Brazil'],Brazil,,,-
,Danilo,Goalkeeper,"Apr 27, 1990 ",33,['Brazil'],Brazil,,"1,87",-
,Filipão,Goalkeeper,"Apr 3, 1990 ",33,['Brazil'],Brazil,,"1,95",-
,Fernando,Goalkeeper,"Oct 29, 1990 ",33,['Brazil'],Brazil,Ubatuba,"1,86",-
22,Raphael,Goalkeeper,"Jun 7, 1990 ",33,['Brazil'],Brazil,Bauru (SP),"1,89",-
12,Cléber Santana,Goalkeeper,"May 26, 1990 ",33,['Brazil'],Brazil,Salvador,"1,93",-
,Rafael Roballo,Goalkeeper,"Feb 11, 1990 ",34,['Brazil'],Brazil,Curitiba,"1,94",-
1,Ruan Carneiro,Goalkeeper,"Mar 28, 1990 ",33,['Brazil'],Brazil,Balsas,"1,95",-
,Diego Lima,Goalkeeper,"Jun 18, 1990 ",33,['Brazil'],Brazil,Rio de Janeiro,"1,84",-
,Zé Filho,Goalkeeper,"Aug 4, 1990 ",33,['Brazil'],Brazil,Piauí,,-
1,Thomazella,Goalkeeper,"Aug 15, 1990 ",33,"['Brazil', 'Italy']",Brazil,Botucatu,"1,92",-
,Rubão,Goalkeeper,"Apr 10, 1990 ",33,['Brazil'],Brazil,São Caetano do Sul,"1,93",-
