Number,Name,Main Position,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
,Ryan Townsend,Defender,Centre-Back,"Sep 2, 1985 ",38,"['Australia', 'England']",England,Manchester,LB,"1,83",-
,Gary Sawyer,Defender,Centre-Back,"Jul 5, 1985 ",38,['England'],England,London,LB,"1,83",-
,Duane Courtney,Defender,Centre-Back,"Jan 7, 1985 ",39,['England'],England,Oldbury,DM,"1,80",-
,Keith Lowe,Defender,Centre-Back,"Sep 13, 1985 ",38,['England'],England,Wolverhampton,RB,"1,88",-
,Leon Barnett,Defender,Centre-Back,"Nov 30, 1985 ",38,"['England', 'Jamaica']",England,Luton,,"1,85",-
,Gary Cahill,Defender,Centre-Back,"Dec 19, 1985 ",38,['England'],England,Dronfield,,"1,93",-
,Elliott Ward,Defender,Centre-Back,"Jan 19, 1985 ",39,['England'],England,Harrow,,"1,85",-
5,Tony Craig,Defender,Centre-Back,"Apr 20, 1985 ",38,['England'],England,Greenwich,LB,"1,84",-
,Jay McEveley,Defender,Centre-Back,"Feb 11, 1985 ",39,"['Scotland', 'England']",England,Liverpool,LB,"1,86",-
,Luke Chambers,Defender,Centre-Back,"Sep 28, 1985 ",38,"['England', 'Ireland']",England,Kettering,RB,"1,85",-
,David Mirfin,Defender,Centre-Back,"Apr 18, 1985 ",38,['England'],England,Sheffield,,"1,85",-
,Jake Buxton,Defender,Centre-Back,"Mar 4, 1985 ",39,['England'],England,Sutton-in-Ashfield,,"1,80",-
,Leon Crooks,Defender,Centre-Back,"Nov 21, 1985 ",38,['England'],England,London,,"1,88",-
,Robert Cornthwaite,Defender,Centre-Back,"Oct 24, 1985 ",38,"['Australia', 'England']",England,Blackburn,,"1,97",-
,Kelvin Wilson,Defender,Centre-Back,"Sep 3, 1985 ",38,"['England', 'Jamaica']",England,Nottingham,,"1,88",-
,Gary Elphick,Defender,Centre-Back,"Oct 17, 1985 ",38,['England'],England,Brighton,,"1,85",-
,Sam Oji,Defender,Centre-Back,"Oct 9, 1985","Oct 9, 1985","['England', 'Nigeria']",England,London,,"1,85",-
,Robert Watkins,Defender,Centre-Back,"Oct 14, 1985 ",38,['England'],England,Sutton,,"1,81",-
,Scott Mitchell,Defender,Centre-Back,"Sep 2, 1985 ",38,['England'],England,Ely,DM,"1,80",-
,Chris Hogg,Defender,Centre-Back,"Mar 21, 1985 ",39,['England'],England,Middlesbrough,,"1,83",-
,Mat Sadler,Defender,Centre-Back,"Feb 26, 1985 ",39,['England'],England,Birmingham,LB   RB,"1,80",-
,Anton Ferdinand,Defender,Centre-Back,"Feb 18, 1985 ",39,"['England', 'St. Lucia']",England,London,RB,"1,85",-
36,Richard Keogh,Defender,Centre-Back,"Aug 11, 1986 ",37,"['Ireland', 'England']",England,Harlow,RB,"1,88",€100k
,Gary Pinch,Defender,Centre-Back,"Jan 3, 1986 ",38,['England'],England,Birkenhead,,,-
,James Drury,Defender,Centre-Back,"Jul 16, 1986 ",37,"['British Virgin Islands', 'England']",England,Lewisham,,,-
,Ryan Dicker,Defender,Centre-Back,"Sep 22, 1986 ",37,"['British Virgin Islands', 'England']",England,Stoke-on-Trent,,,-
,Nathan Walker,Defender,Centre-Back,"Oct 3, 1986 ",37,['England'],England,Dorchester,CF,"1,91",-
,Jerrome Sobers,Defender,Centre-Back,"Apr 18, 1986 ",37,"['Dominica', 'England']",England,London,,"1,93",-
,Leigh Henry,Defender,Centre-Back,"Sep 29, 1986 ",37,['England'],England,,CM,"1,85",-
,Stuart Jones,Defender,Centre-Back,"Aug 28, 1986 ",37,['England'],England,Birkenhead,,"1,82",-
,Carl Martin,Defender,Centre-Back,"Oct 24, 1986 ",37,['England'],England,London,,"1,73",-
,Gavin Hoyte,Defender,Centre-Back,"Jun 24, 1986 ",37,['England'],England,Bedford,,"1,94",-
,Matt Thorne,Defender,Centre-Back,"Dec 23, 1986 ",37,['England'],England,Bath,DM   AM,,-
,Carl Jones,Defender,Centre-Back,"Sep 3, 1986 ",37,['England'],England,Sunderland,,"1,85",-
,Jake Wright,Defender,Centre-Back,"Mar 11, 1986 ",38,['England'],England,Keighley,LB,"1,80",-
15,Adrian Mariappa,Defender,Centre-Back,"Oct 3, 1986 ",37,"['Jamaica', 'England']",England,London,RB,"1,79",€75k
,Harry John Cull,Defender,Centre-Back,"Jan 1, 1986 ",38,['England'],England,,,,-
,Mark Nisbet,Defender,Centre-Back,"Nov 29, 1986 ",37,['England'],England,Flackwell Heath,,,-
,Chris Gardiner,Defender,Centre-Back,"Dec 22, 1986 ",37,"['Turks- and Caicosinseln', 'England']",England,Blackpool,LB,"1,88",-
,Tom Hamblin,Defender,Centre-Back,"Sep 15, 1986 ",37,['England'],England,Bristol,,"1,86",-
,Linden Dovey,Defender,Centre-Back,"Oct 13, 1986 ",37,['England'],England,Dudley,,"1,90",-
,Adam Clayton,Defender,Centre-Back,"Jul 20, 1986 ",37,['England'],England,Sheffield,DM,"1,83",-
,Danny Pitham,Defender,Centre-Back,"Jan 20, 1986 ",38,['England'],England,Nuneaton,RB,"1,86",-
,Ryan Broadhurst,Defender,Centre-Back,"May 28, 1986 ",37,['England'],England,Bromsgrove,CM   RW,"1,88",-
,Will Salmon,Defender,Centre-Back,"Nov 25, 1986 ",37,['England'],England,Basingstoke,RB,"1,78",-
,Calum Angus,Defender,Centre-Back,"Apr 15, 1986 ",37,"['England', 'Scotland']",England,,RB   LB,"1,85",-
,Leigh Platnauer,Defender,Centre-Back,"Jan 10, 1986 ",38,['England'],England,Coventry,,,-
,Luke Graham,Defender,Centre-Back,"Apr 27, 1986 ",37,"['Wales', 'England']",England,Kettering,,"1,88",-
,Jay Conroy,Defender,Centre-Back,"May 2, 1986 ",37,['England'],England,Redhill,RB,"1,85",-
,Magnus Okuonghae,Defender,Centre-Back,"Feb 16, 1986 ",38,"['England', 'Nigeria']",England,Croydon,,"1,91",-
44,Gary Liddle,Defender,Centre-Back,"Jun 15, 1986 ",37,['England'],England,Middlesbrough,DM   RB,"1,85",-
,Kelvin Trippier,Defender,Centre-Back,"Nov 12, 1986 ",37,['England'],England,Bury,LB   RB,"1,78",-
,Chris Breach,Defender,Centre-Back,"Apr 19, 1986 ",37,['England'],England,Brighton,,"1,78",-
,Phil Doughty,Defender,Centre-Back,"Sep 6, 1986 ",37,['England'],England,Kirkham,,"1,88",-
,Michael Townsend,Defender,Centre-Back,"May 17, 1986 ",37,['England'],England,Walsall,,"1,88",-
,Martin Riley,Defender,Centre-Back,"Dec 5, 1986 ",37,['England'],England,Wolverhampton,,"1,88",-
,Garry Richards,Defender,Centre-Back,"Jun 11, 1986 ",37,['England'],England,Romford,,"1,91",-
,Mark Hughes,Defender,Centre-Back,"Dec 9, 1986 ",37,['England'],England,Liverpool,,"1,90",-
,Ashley Edkins,Defender,Centre-Back,"Dec 23, 1986 ",37,['England'],England,Leicester,,"1,73",-
,Grigoris Kokolakis,Defender,Centre-Back,"Aug 12, 1986 ",37,['Greece'],England,London,LB,"1,80",-
,Ritchie Sutton,Defender,Centre-Back,"Apr 29, 1986 ",37,['England'],England,Stoke-on-Trent,RB,"1,83",-
,Andrew Teague,Defender,Centre-Back,"Feb 5, 1986 ",38,['England'],England,Preston,DM,"1,88",-
,Russell Martin,Defender,Centre-Back,"Jan 4, 1986 ",38,"['Scotland', 'England']",England,Brighton,RB,"1,83",-
19,Hamish Munro,Defender,Centre-Back,"Jan 30, 1986 ",38,['Scotland'],England,Great Yarmouth,RB   LB,,-
,Mat Bailey,Defender,Centre-Back,"Mar 12, 1986 ",38,['England'],England,Crewe,,"1,93",-
,John Mousinho,Defender,Centre-Back,"Apr 30, 1986 ",37,"['England', 'Portugal']",England,London,DM,"1,85",-
,Brian Saah,Defender,Centre-Back,"Dec 16, 1986 ",37,['England'],England,London,,,-
,Mark Howard,Defender,Centre-Back,"Jan 29, 1986 ",38,['England'],England,Salford,,"1,86",-
,John White,Defender,Centre-Back,"Jul 26, 1986 ",37,['England'],England,Colchester,RB   LB,"1,83",-
,Adrian Pettigrew,Defender,Centre-Back,"Nov 12, 1986 ",37,['England'],England,London,CM,"1,83",-
,Danny O'Donnell,Defender,Centre-Back,"Mar 10, 1986 ",38,['England'],England,Liverpool,,"1,85",-
,Glenn Wilson,Defender,Centre-Back,"Mar 16, 1986 ",38,['England'],England,London,RB,"1,85",-
,Matthew Bates,Defender,Centre-Back,"Dec 10, 1986 ",37,['England'],England,Stockton,RB   DM,N/A,-
,Martin Cranie,Defender,Centre-Back,"Sep 26, 1986 ",37,"['England', 'Scotland']",England,Yeovil,RB   DM,"1,83",-
,Matt Mills,Defender,Centre-Back,"Jul 14, 1986 ",37,['England'],England,Swindon,,"1,91",-
,Alex Baptiste,Defender,Centre-Back,"Jan 31, 1986 ",38,['England'],England,Sutton-in-Ashfield,RB   LB,"1,80",-
,Liam Fontaine,Defender,Centre-Back,"Jan 7, 1986 ",38,['England'],England,London,LB,"1,88",-
,Anthony Gerrard,Defender,Centre-Back,"Feb 6, 1986 ",38,"['Ireland', 'England']",England,Liverpool,,"1,88",-
,Steven Taylor,Defender,Centre-Back,"Jan 23, 1986 ",38,['England'],England,London,RB,"1,86",-
,Aidan Collins,Defender,Centre-Back,"Oct 18, 1986 ",37,['England'],England,Chelmsford,,"1,85",-
55,Kyle McFadzean,Defender,Centre-Back,"Feb 20, 1987 ",37,['England'],England,Sheffield,,"1,85",€250k
6,Paul Huntington,Defender,Centre-Back,"Sep 17, 1987 ",36,['England'],England,Carlisle,,"1,91",€75k
,Gary Brown,Defender,Centre-Back,"Jul 19, 1987 ",36,['England'],England,Newcastle,RB,"1,88",-
,Darren Thornton,Defender,Centre-Back,"Nov 3, 1987 ",36,['England'],England,Leeds,DM   LB,,-
,Philip Anderson,Defender,Centre-Back,"Mar 1, 1987 ",37,['England'],England,Upney,LB,,-
,Scott Thomas,Defender,Centre-Back,"Sep 24, 1987 ",36,['England'],England,Bristol,,,-
,Adam Worton,Defender,Centre-Back,"Apr 10, 1987 ",36,"['England', 'Wales']",England,Redditch,,"2,08",-
,Rob Williams,Defender,Centre-Back,"Jul 6, 1987 ",36,"['Wales', 'England']",England,Blackpool,,"1,95",-
,Steve Williams,Defender,Centre-Back,"Apr 24, 1987 ",36,"['England', 'Jamaica']",England,Preston,DM,"1,93",-
30,Nathaniel Knight-Percival,Defender,Centre-Back,"Mar 31, 1987 ",37,['England'],England,Histon and Impington,LB,"1,82",-
,TJ Moncur,Defender,Centre-Back,"Sep 23, 1987 ",36,['England'],England,London,,"1,79",-
,Ben Gill,Defender,Centre-Back,"Oct 9, 1987 ",36,['England'],England,Harrow,CM,"1,85",-
,Ryan Cresswell,Defender,Centre-Back,"Dec 22, 1987 ",36,['England'],England,Rotherham,,"1,75",-
26,Andy Russell,Defender,Centre-Back,"Nov 21, 1987 ",36,"['Hongkong', 'England']",England,Southampton,DM,"1,93",€75k
,Scott Dann,Defender,Centre-Back,"Feb 14, 1987 ",37,['England'],England,Liverpool,,"1,94",€50k
,Ed Brand,Defender,Centre-Back,"Jan 22, 1987 ",37,['England'],England,London,,,-
,Adam Davies,Defender,Centre-Back,"Mar 27, 1987 ",37,"['Wales', 'England']",England,Peterborough,,,-
,Tom Warren,Defender,Centre-Back,"Apr 21, 1987 ",36,['England'],England,Bristol,,,-
,Steve Akrigg,Defender,Centre-Back,"Jan 2, 1987 ",37,['England'],England,Liverpool,,,-
,Tom Marshall,Defender,Centre-Back,"Nov 16, 1987 ",36,['England'],England,Lichfield,,"1,93",-
,Scott Brice,Defender,Centre-Back,"Jan 24, 1987 ",37,['England'],England,Bristol,,,-
,Matthew Holt,Defender,Centre-Back,"Oct 27, 1987 ",36,"['Wales', 'England']",England,Birkenhead,,,-
,Danny Seaborne,Defender,Centre-Back,"Mar 5, 1987 ",37,['England'],England,Barnstaple,LB,"1,83",-
,Michael Raynes,Defender,Centre-Back,"Oct 15, 1987 ",36,['England'],England,Manchester,DM,"1,93",-
,Jack Pelter,Defender,Centre-Back,"Jul 30, 1987 ",36,"['New Zealand', 'England']",England,Barrow-in-Furness,,"1,87",-
17,Byron Webster,Defender,Centre-Back,"Mar 31, 1987 ",37,['England'],England,Leeds,LB,"1,90",-
,Matthew Halliday,Defender,Centre-Back,"Jan 23, 1987 ",37,['England'],England,Norwich,DM,"1,93",-
,Michael Johnston,Defender,Centre-Back,"Dec 16, 1987 ",36,"['Wales', 'England']",England,Birkenhead,LB   RB,"1,78",-
,Christian Smith,Defender,Centre-Back,"Dec 10, 1987 ",36,['England'],England,Crewe,DM,"1,88",-
,Michael Wylde,Defender,Centre-Back,"Jan 6, 1987 ",37,['England'],England,Birmingham,LB,"1,88",-
,Joe Devera,Defender,Centre-Back,"Feb 6, 1987 ",37,"['England', 'Venezuela']",England,London,RB   LB,"1,88",-
,Sam Hird,Defender,Centre-Back,"Sep 7, 1987 ",36,['England'],England,Doncaster,DM   RB,"1,83",-
,Ryan Shawcross,Defender,Centre-Back,"Oct 4, 1987 ",36,"['England', 'Wales']",England,Chester,,"1,91",-
,Neal Trotman,Defender,Centre-Back,"Apr 26, 1987 ",36,['England'],England,Manchester,,"1,88",-
,Joe O'Cearuill,Defender,Centre-Back,"Feb 9, 1987 ",37,"['Ireland', 'England']",England,London,,"1,88",-
,Rory McArdle,Defender,Centre-Back,"May 1, 1987 ",36,"['Northern Ireland', 'England']",England,Sheffield,RB   LB,"1,85",-
,Tommy Elphick,Defender,Centre-Back,"Sep 7, 1987 ",36,['England'],England,Brighton,,"1,88",-
,Matthew Connolly,Defender,Centre-Back,"Sep 24, 1987 ",36,['England'],England,London,RB   LB,"1,88",-
,Chris Wood,Defender,Centre-Back,"Jan 24, 1987 ",37,['England'],England,Worksop,,"1,80",-
,Nicky Ioannou,Defender,Centre-Back,"Jul 3, 1987 ",36,"['Cyprus', 'England']",England,London,,,-
,Theo Streete,Defender,Centre-Back,"Nov 23, 1987 ",36,['England'],England,Birmingham,RB   LB,"1,85",-
19,Liam Dolman,Defender,Centre-Back,"Sep 26, 1987 ",36,['England'],England,Northampton,RB,"1,88",-
,Tom Clarke,Defender,Centre-Back,"Dec 21, 1987 ",36,['England'],England,Halifax,RB,"1,80",-
,Sam Page,Defender,Centre-Back,"Oct 30, 1987 ",36,['England'],England,Croydon,,"1,93",-
,Adam Dugdale,Defender,Centre-Back,"Sep 12, 1987 ",36,['England'],England,Liverpool,DM,"1,91",-
,Jason Pearce,Defender,Centre-Back,"Dec 6, 1987 ",36,['England'],England,London,,"1,85",-
,Michael Byron,Defender,Centre-Back,"Aug 16, 1987 ",36,['England'],England,Liverpool,,"1,89",-
,Rob Atkinson,Defender,Centre-Back,"Apr 29, 1987 ",36,['England'],England,North Ferriby,,"1,85",-
,Darius Charles,Defender,Centre-Back,"Dec 10, 1987 ",36,['England'],England,London,LB   CF,"1,85",-
,Dominic Shimmin,Defender,Centre-Back,"Oct 13, 1987 ",36,['England'],England,Bermondsey,,"1,83",-
19,Richard Stearman,Defender,Centre-Back,"Aug 19, 1987 ",36,"['England', 'Ireland']",England,Wolverhampton,RB,"1,91",-
,Joel Lynch,Defender,Centre-Back,"Oct 3, 1987 ",36,"['Wales', 'England']",England,Eastbourne,,"1,85",-
,David Wheater,Defender,Centre-Back,"Feb 14, 1987 ",37,['England'],England,Redcar,,"1,96",-
,Luke Jones,Defender,Centre-Back,"Apr 10, 1987 ",36,['England'],England,Blackburn,RB,"1,84",-
,Kyle Critchell,Defender,Centre-Back,"Jan 18, 1987 ",37,"['Wales', 'England']",England,Dorchester,,"1,88",-
,Peter Castle,Defender,Centre-Back,"Mar 12, 1987 ",37,['England'],England,Southampton,,"1,83",-
6,Chris Basham,Defender,Centre-Back,"Jul 20, 1988 ",35,['England'],England,Hebburn,DM,"1,90",€300k
19,John-Joe O'Toole,Defender,Centre-Back,"Sep 30, 1988 ",35,"['Ireland', 'England']",England,London,CM   DM,"1,88",€50k
5,Peter Hartley,Defender,Centre-Back,"Apr 3, 1988 ",35,['England'],England,Hartlepool,LB,"1,87",€50k
5,Ben Hutter,Defender,Centre-Back,"Jul 24, 1988 ",35,['England'],England,Oxford,,,-
,Michael Jacklin,Defender,Centre-Back,"Nov 11, 1988 ",35,['England'],England,Lincoln,,,-
,Richard Jones,Defender,Centre-Back,"Nov 15, 1988 ",35,['England'],England,Slough,,"1,96",-
,Sam O'Regan,Defender,Centre-Back,"Jun 7, 1988 ",35,['England'],England,Brighton,,,-
,Onua Obasi,Defender,Centre-Back,"Sep 24, 1988 ",35,"['England', 'United States']",England,Birmingham,LB   DM,"1,93",-
,Richard Orlu,Defender,Centre-Back,"Jul 12, 1988 ",35,['England'],England,London,RB   LB,"1,93",-
,Tom Bonner,Defender,Centre-Back,"Feb 6, 1988 ",36,"['Scotland', 'England']",England,London,,"1,92",-
,Kenny Clark,Defender,Centre-Back,"Aug 12, 1988 ",35,['England'],England,London,,"1,88",-
,Sam Craven,Defender,Centre-Back,"Sep 27, 1988 ",35,['England'],England,Nottingham,LB,"1,85",-
,Robbie James,Defender,Centre-Back,"Dec 20, 1988 ",35,"['Wales', 'England']",England,Oswestry,,"1,80",-
5,Michael Morrison,Defender,Centre-Back,"Mar 3, 1988 ",36,['England'],England,Bury St Edmunds,,"1,87",€100k
15,Alex Pearce,Defender,Centre-Back,"Nov 9, 1988 ",35,"['Ireland', 'Scotland']",England,Oxford,,"1,88",€50k
,Stuart Ainsley,Defender,Centre-Back,"Jan 19, 1988 ",36,['England'],England,Ipswich,,,-
,Joe Ellul,Defender,Centre-Back,"Dec 10, 1988 ",35,"['England', 'Malta']",England,London,,"1,88",-
,Frankie Chappell,Defender,Centre-Back,"Nov 20, 1988 ",35,['England'],England,Greenwich,,,-
,Rob Swaine,Defender,Centre-Back,"Feb 28, 1988 ",36,['England'],England,Basildon,,,-
6,Jerome Okimo,Defender,Centre-Back,"Jun 8, 1988 ",35,['England'],England,London,LB,,-
,Russell Courtney,Defender,Centre-Back,"Oct 11, 1988 ",35,['England'],England,Stockport,CF,,-
,Oli Wilkinson,Defender,Centre-Back,"Feb 2, 1988 ",36,['England'],England,London,,,-
,Jamie Whisken,Defender,Centre-Back,"Sep 6, 1988 ",35,['England'],England,Bournemouth,,"1,86",-
,Curtis Ujah,Defender,Centre-Back,"Aug 22, 1988 ",35,['England'],England,Sheffield,,"1,83",-
,Sam Groombridge,Defender,Centre-Back,"Jan 8, 1988 ",36,['England'],England,Sidcup,CM,,-
,Bobby Aisien,Defender,Centre-Back,"Dec 18, 1988 ",35,"['England', 'Nigeria']",England,London,,"1,83",-
,Sami El-Abd,Defender,Centre-Back,"Jan 1, 1988 ",36,"['Egypt', 'England']",England,Brighton,LB,"1,83",-
,Jonathan Munday,Defender,Centre-Back,"Apr 13, 1988 ",35,['England'],England,London,,"1,90",-
,Clayton McDonald,Defender,Centre-Back,"Dec 6, 1988 ",35,['England'],England,Liverpool,,"1,98",-
4,Tom Hannigan,Defender,Centre-Back,"Jun 30, 1988 ",35,['England'],England,Birkenhead,CM,"1,81",-
,Michael Alaile,Defender,Centre-Back,"Nov 23, 1988 ",35,['England'],England,London,RB,"1,83",-
,Ryan Shotton,Defender,Centre-Back,"Sep 30, 1988 ",35,['England'],England,Fenton,RB,"1,89",-
,Patrece Liburd,Defender,Centre-Back,"Mar 1, 1988 ",36,"['St. Kitts & Nevis', 'England']",England,Leeds,,"1,93",-
5,Michael Bostwick,Defender,Centre-Back,"May 17, 1988 ",35,['England'],England,London,DM   RB,"1,93",-
,Phil Watt,Defender,Centre-Back,"Jan 10, 1988 ",36,['England'],England,Rotherham,,"1,85",-
,Gianluca Havern,Defender,Centre-Back,"Sep 24, 1988 ",35,['England'],England,Manchester,,"1,85",-
,Tom Bryant,Defender,Centre-Back,"Oct 7, 1988 ",35,['England'],England,Chatham,,"1,88",-
,Manny Smith,Defender,Centre-Back,"Nov 8, 1988 ",35,['England'],England,Birmingham,RB,"1,85",-
,Tom Sharpe,Defender,Centre-Back,"Oct 13, 1988 ",35,['England'],England,Nottingham,,"1,88",-
5,Dave Winfield,Defender,Centre-Back,"Mar 24, 1988 ",36,['England'],England,Aldershot,,"1,91",-
23,Ross Draper,Defender,Centre-Back,"Oct 20, 1988 ",35,['England'],England,Wolverhampton,CM   DM,"1,85",-
,Kris Thackray,Defender,Centre-Back,"Apr 27, 1988 ",35,['England'],England,Newcastle,DM,"1,93",-
,Scott Doe,Defender,Centre-Back,"Nov 6, 1988 ",35,['England'],England,Reading,RB,"1,85",-
,Liam Harwood,Defender,Centre-Back,"Mar 10, 1988 ",36,['England'],England,London,,,-
,John Johnson,Defender,Centre-Back,"Sep 16, 1988 ",35,['England'],England,Middlesbrough,RB,"1,83",-
,Ollie Barnes,Defender,Centre-Back,"May 12, 1988 ",35,['England'],England,Bristol,,,-
,Rostyn Griffiths,Defender,Centre-Back,"Mar 10, 1988 ",36,"['Australia', 'England']",England,Stoke-on-Trent,DM   CM,"1,87",-
,Shaun Kelly,Defender,Centre-Back,"Dec 11, 1988 ",35,['England'],England,Liverpool,,"1,86",-
,Tom Cadmore,Defender,Centre-Back,"Jan 26, 1988 ",36,['England'],England,High Wycombe,,"1,84",-
,Sam Smith,Defender,Centre-Back,"Oct 12, 1988 ",35,['England'],England,Stourbridge,,,-
,Alex White,Defender,Centre-Back,"Aug 28, 1988 ",35,['England'],England,Durham,LB,"1,91",-
,Adam Watts,Defender,Centre-Back,"Mar 4, 1988 ",36,['England'],England,London,,"1,88",-
,Marcus Holness,Defender,Centre-Back,"Dec 8, 1988 ",35,['England'],England,Swinton,,"1,83",-
,John Irving,Defender,Centre-Back,"Sep 17, 1988 ",35,['England'],England,Portsmouth,RB,"1,82",-
,Andy Parrish,Defender,Centre-Back,"Jun 22, 1988 ",35,['England'],England,Bolton,RB   LB,"1,83",-
,Luke Prosser,Defender,Centre-Back,"May 28, 1988 ",35,['England'],England,London,LB,"1,91",-
,Simon Ainge,Defender,Centre-Back,"Feb 18, 1988 ",36,['England'],England,Shipley,,"1,85",-
,Kevin Burgess,Defender,Centre-Back,"Jan 8, 1988 ",36,['England'],England,Middlesbrough,,"1,83",-
,Ben Turner,Defender,Centre-Back,"Aug 21, 1988 ",35,"['England', 'Wales']",England,Birmingham,,"1,93",-
,Rossi Jarvis,Defender,Centre-Back,"Mar 11, 1988 ",36,['England'],England,Fakenham,RB   CM,"1,80",-
,Jack Hobbs,Defender,Centre-Back,"Aug 18, 1988 ",35,['England'],England,Portsmouth,,"1,91",-
,Leigh Mills,Defender,Centre-Back,"Feb 8, 1988 ",36,['England'],England,Winchester,,"1,88",-
,Troy Archibald-Henville,Defender,Centre-Back,"Nov 4, 1988 ",35,"['England', 'Jamaica']",England,London,,"1,88",-
36,Olly Lancashire,Defender,Centre-Back,"Dec 13, 1988 ",35,['England'],England,Basingstoke,DM,"1,85",-
,Jonathan Grounds,Defender,Centre-Back,"Feb 2, 1988 ",36,['England'],England,Thornaby-on-Tees,LB,"1,85",-
3,Mark Ellis,Defender,Centre-Back,"Sep 30, 1988 ",35,['England'],England,Kingsbridge,,"1,88",-
,Peter Winn,Defender,Centre-Back,"Dec 19, 1988 ",35,['England'],England,Cleethorpes,LB   LW,"1,83",-
,Karleigh Osborne,Defender,Centre-Back,"Mar 19, 1988 ",36,['England'],England,Southall,RB,"1,88",-
,Seb Hines,Defender,Centre-Back,"May 29, 1988 ",35,"['England', 'United States']",England,Wetherby,,"1,88",-
,Harry Worley,Defender,Centre-Back,"Nov 25, 1988 ",35,['England'],England,Warrington,,"1,93",-
,Michael Mancienne,Defender,Centre-Back,"Jan 8, 1988 ",36,"['Seychelles', 'England']",England,London,RB   DM,"1,84",-
,Lewin Nyatanga,Defender,Centre-Back,"Aug 18, 1988 ",35,"['Wales', 'Zimbabwe']",England,Burton upon Trent,LB,"1,88",-
,Lee Collins,Defender,Centre-Back,"Sep 28, 1988","Sep 28, 1988","['England', 'Ireland']",England,Telford,RB   DM,"1,80",-
,Dan Kirkup,Defender,Centre-Back,"May 19, 1988 ",35,['England'],England,Hexham,CF,"1,93",-
6,Chris Smalling,Defender,Centre-Back,"Nov 22, 1989 ",34,['England'],England,London,RB,"1,94",€3.50m
5,James Tomkins,Defender,Centre-Back,"Mar 29, 1989 ",35,['England'],England,Basildon,RB,"1,92",€700k
