Number,Name,Main Position,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
,Dailos,Midfielder,Central Midfield,"Jun 9, 1987 ",37,['Spain'],Spain,Las Palmas de Gran Canaria,,,-
,Juanqui Núñez,Midfielder,Central Midfield,"Apr 4, 1987 ",37,['Spain'],Spain,Cáceres,,"1,82",-
21,Alberto Montaño,Midfielder,Central Midfield,"Jan 8, 1987 ",37,['Spain'],Spain,Marbella,AM,"1,75",-
,Javier López,Midfielder,Central Midfield,"Nov 13, 1987 ",36,['Spain'],Spain,La Linea de la Concepcion,DM,"1,82",-
,Hamin Buzzian,Midfielder,Central Midfield,"Oct 22, 1987 ",36,"['Morocco', 'Spain']",Spain,Melilla,,,-
,Jaime Boillos,Midfielder,Central Midfield,"Dec 29, 1987 ",36,['Spain'],Spain,Tafalla,,"1,81",-
14,Adrián Cruz,Midfielder,Central Midfield,"Jul 18, 1987 ",37,['Spain'],Spain,Moaña,AM,"1,81",€50k
,Javi Castellano,Midfielder,Central Midfield,"Nov 2, 1987 ",36,['Spain'],Spain,Las Palmas de Gran Canaria,,"1,81",€50k
,Miguel Ángel Cordero,Midfielder,Central Midfield,"Sep 10, 1987 ",36,['Spain'],Spain,Lebrija,,"1,78",€50k
10,Mario Tomé,Midfielder,Central Midfield,"Oct 7, 1987 ",36,['Spain'],Spain,Llerena,,"1,78",€25k
10,Ismael Martínez,Midfielder,Central Midfield,"Aug 16, 1987 ",37,['Spain'],Spain,Logroño,AM,,-
,Amael Jiménez,Midfielder,Central Midfield,"Aug 8, 1987 ",37,['Spain'],Spain,La Linea de la Concepcion,,"1,78",-
14,Carlos Liaño,Midfielder,Central Midfield,"Jun 8, 1987 ",37,['Spain'],Spain,Santander,,"1,87",-
,Jorge Guti,Midfielder,Central Midfield,"Sep 28, 1987 ",36,"['Spain', 'Portugal']",Spain,Santander,,"1,68",-
,Carlos Sánchez,Midfielder,Central Midfield,"Dec 28, 1987 ",36,['Spain'],Spain,Algeciras,AM,"1,79",-
,Samuel Cardo,Midfielder,Central Midfield,"Aug 25, 1987 ",37,['Spain'],Spain,Cuenca,,,-
,Francisco Mejías,Midfielder,Central Midfield,"May 5, 1987 ",37,['Spain'],Spain,Cádiz,,"1,73",-
,Carlos Portela,Midfielder,Central Midfield,"Feb 11, 1987 ",37,['Spain'],Spain,Redondela,AM,"1,76",-
,Dani Albacete,Midfielder,Central Midfield,"Oct 4, 1987 ",36,['Spain'],Spain,Almería,,,-
,Juanito,Midfielder,Central Midfield,"Mar 10, 1987 ",37,['Spain'],Spain,Cádiz,,"1,82",-
,Salvador Gómez,Midfielder,Central Midfield,"Nov 20, 1987 ",36,['Spain'],Spain,Las Cabezas,,"1,79",-
8,Borja Prieto,Midfielder,Central Midfield,"Feb 10, 1987 ",37,['Spain'],Spain,Barakaldo,AM,"1,80",-
,Manu Ortiz,Midfielder,Central Midfield,"May 11, 1987 ",37,['Spain'],Spain,Colindres,RB,"1,76",-
,Sergio Durán,Midfielder,Central Midfield,"Jul 16, 1987 ",37,['Spain'],Spain,Tarragona,,"1,74",-
,Roberto Carlos Fonseca,Midfielder,Central Midfield,"Mar 6, 1987 ",37,['Spain'],Spain,Ponteareas,,"1,86",-
,Tomás Pina,Midfielder,Central Midfield,"Oct 14, 1987 ",36,['Spain'],Spain,Ciudad Real,DM,"1,85",-
,Nico Bezares,Midfielder,Central Midfield,"Aug 2, 1987 ",37,['Spain'],Spain,La Linea de la Concepción,,"1,77",-
,Bernat Alomar,Midfielder,Central Midfield,"Jan 23, 1987 ",37,"['Philippines', 'Spain']",Spain,Palma de Mallorca,,"1,81",-
6,Manuel Parra,Midfielder,Central Midfield,"Jul 29, 1987 ",37,['Spain'],Spain,Arroyo de San Serván,,"1,80",-
,Daniel Espolita,Midfielder,Central Midfield,"Feb 5, 1987 ",37,['Spain'],Spain,Grado,CB,"1,78",-
,Alexander Albístegui,Midfielder,Central Midfield,"Jul 1, 1987 ",37,['Spain'],Spain,Eibar,,"1,87",-
,José Luis Pérez,Midfielder,Central Midfield,"Jan 19, 1987 ",37,['Spain'],Spain,Ibiza,,"1,78",-
,Kiko Fernández,Midfielder,Central Midfield,"Dec 26, 1987 ",36,['Spain'],Spain,Castuera,,"1,66",-
,Yago Pérez,Midfielder,Central Midfield,"Dec 31, 1987 ",36,['Spain'],Spain,Vigo,CB,"1,87",-
,Manuel Moral-Fuster,Midfielder,Central Midfield,N/A ,36,['Spain'],Spain,Barcelona,AM   RW,"1,74",-
,Luis Gómez,Midfielder,Central Midfield,"Aug 18, 1987 ",37,['Spain'],Spain,Santander,,"1,86",-
,Arturo Floristán,Midfielder,Central Midfield,"Apr 5, 1987 ",37,['Spain'],Spain,Arguedas,,,-
,Dani Provencio,Midfielder,Central Midfield,"Oct 7, 1987 ",36,['Spain'],Spain,Madrid,AM,"1,82",-
,Paco Molina,Midfielder,Central Midfield,"Aug 18, 1987 ",37,['Spain'],Spain,Lucena,,"1,76",-
,Álvaro Díez,Midfielder,Central Midfield,"Jul 2, 1987 ",37,['Spain'],Spain,Santander,CB,"1,81",-
,Carlos Cortés,Midfielder,Central Midfield,"Nov 30, 1987 ",36,['Spain'],Spain,Málaga,,"1,68",-
10,Nacho Cases,Midfielder,Central Midfield,"Dec 22, 1987 ",36,['Spain'],Spain,Gijón,DM,"1,75",-
,Iker Rodellar,Midfielder,Central Midfield,"Mar 26, 1987 ",37,['Spain'],Spain,Donostia-San Sebastián,,"1,77",-
,Javi Barranco,Midfielder,Central Midfield,"Feb 3, 1987 ",37,['Spain'],Spain,Utrera,,"1,78",-
,Eloy Robles,Midfielder,Central Midfield,"Jan 21, 1987 ",37,['Spain'],Spain,Murcia,CB,"1,82",-
,Iosu Villar,Midfielder,Central Midfield,"Feb 16, 1987 ",37,['Spain'],Spain,Cangas de Morrazo,AM,"1,83",-
,Jorge Barragán,Midfielder,Central Midfield,"Feb 22, 1987 ",37,['Spain'],Spain,Badajoz,,,-
,Pablo Ozores,Midfielder,Central Midfield,"Mar 10, 1987 ",37,['Spain'],Spain,Vigo,,"1,73",-
,Amado Hernández,Midfielder,Central Midfield,"Jul 8, 1987 ",37,['Spain'],Spain,Telde,CB,"1,81",-
,Eneko Rubio,Midfielder,Central Midfield,"Apr 11, 1987 ",37,['Spain'],Spain,Barakaldo,,"1,81",-
,José Cervera,Midfielder,Central Midfield,"May 15, 1987 ",37,['Spain'],Spain,Granada,,"1,73",-
,Víctor Sánchez,Midfielder,Central Midfield,"Sep 8, 1987 ",36,['Spain'],Spain,Terrassa,DM   RB,"1,74",-
,Gorka Unda,Midfielder,Central Midfield,"Jun 16, 1987 ",37,['Spain'],Spain,Madrid,AM   DM,"1,79",-
,Julio de Dios,Midfielder,Central Midfield,"Feb 26, 1987 ",37,['Spain'],Spain,Linares,AM,"1,71",-
,David Parada,Midfielder,Central Midfield,"Mar 8, 1987 ",37,['Spain'],Spain,Sevilla,CB,"1,86",-
,Esteban Granero,Midfielder,Central Midfield,"Jul 2, 1987 ",37,['Spain'],Spain,Madrid,AM,"1,80",-
,Albert Urrea,Midfielder,Central Midfield,"Mar 1, 1987 ",37,['Spain'],Spain,Tremp,,"1,71",-
,Rubén Brezmes,Midfielder,Central Midfield,"Apr 10, 1987 ",37,['Spain'],Spain,Lleida,,"1,80",-
,Marc Pedraza,Midfielder,Central Midfield,"Feb 6, 1987 ",37,['Spain'],Spain,Barcelona,CB,"1,84",-
,Guille Pérez,Midfielder,Central Midfield,"Jan 11, 1987 ",37,['Spain'],Spain,Murcia,LW,"1,72",-
6,Aitor Monroy,Midfielder,Central Midfield,"Oct 18, 1987 ",36,['Spain'],Spain,Madrid,,"1,81",-
,Roberto Casabella,Midfielder,Central Midfield,"Jan 9, 1987 ",37,['Spain'],Spain,Madrid,,"1,79",-
,Vicente Moscardó,Midfielder,Central Midfield,"Apr 5, 1987 ",37,['Spain'],Spain,Valencia,,"1,70",-
,Fran Rico,Midfielder,Central Midfield,"Aug 3, 1987 ",37,['Spain'],Spain,Portonovo,DM,"1,78",-
,Tasio Abad,Midfielder,Central Midfield,"Oct 31, 1987 ",36,['Spain'],Spain,Alcoy,,"1,78",-
,Marcos Landeira,Midfielder,Central Midfield,"May 12, 1987 ",37,['Spain'],Spain,Gijón,CB,"1,86",-
,Asier Arranz,Midfielder,Central Midfield,"Mar 28, 1987 ",37,['Spain'],Spain,Campo de Cuéllar,RW   RB,"1,79",-
6,Candela,Midfielder,Central Midfield,"Jan 12, 1987 ",37,['Spain'],Spain,La Puebla de Montalbán,,"1,79",-
,Beñat Etxebarria,Midfielder,Central Midfield,"Feb 19, 1987 ",37,['Spain'],Spain,Igorre,DM   AM,"1,76",-
,Cesc Fàbregas,Midfielder,Central Midfield,"May 4, 1987 ",37,['Spain'],Portugal,Arenys de Mar,AM   DM,"1,79",-
,Ángel Montoro,Midfielder,Central Midfield,"Jun 25, 1988 ",36,['Spain'],Spain,Valencia,AM,"1,80",€200k
8,Javier Matilla,Midfielder,Central Midfield,"Aug 16, 1988 ",36,['Spain'],Spain,Quero,DM,"1,78",€125k
16,Quim Araujo,Midfielder,Central Midfield,"Mar 10, 1988 ",36,['Spain'],Spain,Barcelona,AM,"1,83",€50k
10,Míchel Herrero,Midfielder,Central Midfield,"Jul 29, 1988 ",36,['Spain'],Spain,Burjassot,AM,"1,82",€50k
14,Toño Jiménez,Midfielder,Central Midfield,"Jun 13, 1988 ",36,['Spain'],Spain,Zaragoza,CB,"1,83",€25k
16,Alexandre Davos,Midfielder,Central Midfield,"Jun 23, 1988 ",36,['Spain'],Spain,Barcelona,,,-
7,Iván Claver,Midfielder,Central Midfield,"Sep 15, 1988 ",35,['Spain'],Spain,Alsasua,,,-
15,Nacho Gómez,Midfielder,Central Midfield,"Oct 23, 1988 ",35,['Spain'],Spain,Madrid,AM,,-
,Carlos Campo,Midfielder,Central Midfield,"Jul 10, 1988 ",36,['Spain'],Spain,Porriño,,"1,80",-
8,Juan Andrés Montesdeoca,Midfielder,Central Midfield,"Nov 30, 1988 ",35,['Spain'],Spain,Las Palmas de Gran Canaria,,,-
,Ioritz Bilbao,Midfielder,Central Midfield,"May 16, 1988 ",36,['Spain'],Spain,Bilbao,,,-
6,David Batanero,Midfielder,Central Midfield,"Sep 27, 1988 ",35,['Spain'],Spain,Sallent,,"1,85",-
,Miguel Gudiel,Midfielder,Central Midfield,N/A ,36,['Spain'],Spain,Talavera de la Reina,AM,"1,73",-
,Pedro Mosquera,Midfielder,Central Midfield,"Apr 21, 1988 ",36,['Spain'],Spain,A Coruña,,"1,84",€200k
8,Álex López,Midfielder,Central Midfield,"Jan 11, 1988 ",36,['Spain'],Spain,Ferrol,AM,"1,78",€100k
6,Ángel Pajuelo,Midfielder,Central Midfield,"Oct 11, 1988 ",35,['Spain'],Spain,Villanueva de la Serena,,"1,78",€50k
6,Dani Toribio,Midfielder,Central Midfield,"Oct 5, 1988 ",35,['Spain'],Spain,Girona,,"1,75",€50k
,Pachi,Midfielder,Central Midfield,"Nov 6, 1988 ",35,['Spain'],Spain,Oviedo,,,-
8,Manu Garrido,Midfielder,Central Midfield,"Oct 17, 1988 ",35,['Spain'],Spain,Granada,,"1,74",-
,Alejandro Galiana,Midfielder,Central Midfield,"May 21, 1988 ",36,['Spain'],Spain,Madrid,,,-
,Santi García,Midfielder,Central Midfield,"Dec 7, 1988 ",35,['Spain'],Spain,Alcoi,,"1,74",-
,Omar Martínez,Midfielder,Central Midfield,"Jan 13, 1988 ",36,['Spain'],Spain,,CB,,-
,Beni Espinosa,Midfielder,Central Midfield,"May 20, 1988 ",36,['Spain'],Spain,Valencia,,"1,84",-
5,Tore,Midfielder,Central Midfield,"Apr 28, 1988 ",36,['Spain'],Spain,Sevilla,,,-
