Number,Name,Main Position,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
,Dani Benítez,Striker,Left Winger,"Apr 7, 1987 ",37,['Spain'],Spain,Palma de Mallorca,,"1,82",-
,Diego Ramírez,Striker,Left Winger,"Jun 23, 1987 ",37,['Spain'],Spain,Cádiz,,,-
,Vicente Ferrer,Striker,Left Winger,"Oct 19, 1987 ",36,['Spain'],Spain,Eivissa,,"1,77",-
,Isma Quiñones,Striker,Left Winger,"Nov 2, 1987 ",36,['Spain'],Spain,Barcelona,RW,"1,83",-
,Iñigo Marco,Striker,Left Winger,"Dec 2, 1987 ",36,['Spain'],Spain,Pamplona,,"1,80",-
,Rubén Carreras,Striker,Left Winger,"May 12, 1987 ",37,['Spain'],Spain,Mahón,,"1,76",-
5,Juanito de la Cruz,Striker,Left Winger,"Sep 10, 1987 ",37,['Spain'],Spain,Salvatierra de los Barros,,"1,79",-
,Iñaki Toledo,Striker,Left Winger,"Apr 27, 1987 ",37,['Spain'],Spain,Calahorra,,"1,77",-
,Charly,Striker,Left Winger,"Feb 8, 1987 ",37,['Spain'],Spain,Almenara,RW,"1,74",-
,Blas Vílchez,Striker,Left Winger,"Jul 11, 1987 ",37,['Spain'],Spain,Castellbell i el Vilar,RW   CF,"1,80",-
,Herbert,Striker,Left Winger,"Mar 13, 1987 ",37,['Spain'],Spain,Riveira,,"1,69",-
,Jaime Ramírez,Striker,Left Winger,"Jan 15, 1987 ",37,['Spain'],Spain,Vera (Cáceres),,"1,69",-
21,Ivi Vales,Striker,Left Winger,"Oct 25, 1987 ",36,['Spain'],Spain,Ponferrada,CF   RW,"1,76",-
,Ibai Ardanaz,Striker,Left Winger,"Apr 26, 1987 ",37,['Spain'],Spain,Pamplona,RW   AM,"1,75",-
10,Urko Arroyo,Striker,Left Winger,"May 14, 1987 ",37,['Spain'],Spain,Bilbao,RW,"1,70",-
,Dani Gail,Striker,Left Winger,"Jul 18, 1987 ",37,['Spain'],Spain,Sevilla la Nueva,,"1,78",-
7,David Ferreiro,Striker,Left Winger,"Apr 1, 1988 ",36,['Spain'],Spain,Ourense,RW,"1,70",€150k
21,Mario Hidalgo,Striker,Left Winger,"Sep 30, 1988 ",35,['Spain'],Spain,Ávila,,"1,79",-
11,Juan Gómez,Striker,Left Winger,"Feb 15, 1988 ",36,['Spain'],Spain,Aznalcazar,RW,"1,76",-
,Salvi,Striker,Left Winger,"Jul 23, 1988 ",36,['Spain'],Spain,Málaga,AM,"1,72",-
,Ramón Párraga,Striker,Left Winger,"Aug 24, 1988 ",36,['Spain'],Spain,Fuente Camacho,LB   AM,"1,76",-
,Fermín Uriz,Striker,Left Winger,"May 21, 1988 ",36,['Spain'],Spain,Pamplona,,"1,78",-
,Adri Ruiz,Striker,Left Winger,"Aug 21, 1988 ",36,['Spain'],Spain,Málaga,,"1,65",-
,Yosimar González,Striker,Left Winger,"May 31, 1988 ",36,['Spain'],Spain,Tegueste (Tenerife),,"1,78",-
,David López,Striker,Left Winger,"Feb 5, 1988 ",36,['Spain'],Spain,Granollers,LB,"1,78",-
,Cristian Alonso,Striker,Left Winger,"Feb 13, 1988 ",36,['Spain'],Spain,Gijón,,,-
,Tito,Striker,Left Winger,"Jul 2, 1988 ",36,['Spain'],Spain,Alcalá de Henares,,"1,77",-
,Jorge Molino,Striker,Left Winger,"Mar 4, 1988 ",36,['Spain'],Spain,Madrid,SS   RW,"1,82",-
,Jony Lomas,Striker,Left Winger,"Feb 21, 1988 ",36,['Spain'],Spain,Sitges,,"1,74",-
17,David Romo,Striker,Left Winger,"Oct 6, 1988 ",35,['Spain'],Spain,,,,-
,Hugo Sanmartín,Striker,Left Winger,"Nov 7, 1988 ",35,['Spain'],Spain,Vigo,CF   RW,"1,65",-
,Carlos Rodríguez,Striker,Left Winger,"Feb 17, 1988 ",36,['Spain'],Spain,Elche de la Sierra,,,-
,Ferran Giner,Striker,Left Winger,"Sep 27, 1988 ",35,['Spain'],Spain,Alboraya,,"1,76",-
,Perico,Striker,Left Winger,"May 14, 1988 ",36,['Spain'],Spain,Albacete,,"1,70",-
,Aimar Gulín,Striker,Left Winger,"Sep 2, 1988 ",36,['Spain'],Spain,Vitoria-Gasteiz,,"1,75",-
,Rubén Quesada,Striker,Left Winger,"Aug 20, 1988 ",36,['Spain'],Spain,Las Palmas de Gran Canaria,LB,"1,87",-
,Javi Fernández,Striker,Left Winger,"Feb 22, 1988 ",36,['Spain'],Spain,Torre del Mar,AM   RW,"1,71",-
,Xavier Annunziata,Striker,Left Winger,"Aug 31, 1988 ",36,['Spain'],Spain,Santa Cruz de Tenerife,CF,"1,80",-
,Ibon Enziondo,Striker,Left Winger,"Sep 27, 1988 ",35,['Spain'],Spain,Bilbao,RW,"1,79",-
,José Javier Mínguez,Striker,Left Winger,"Mar 31, 1988 ",36,['Spain'],Spain,Alcázar de San Juan,,"1,74",-
8,Óscar Martín,Striker,Left Winger,"Sep 9, 1988 ",36,['Spain'],Spain,Arrecife,,"1,75",-
,Juan Antonio Leiva,Striker,Left Winger,"Jun 4, 1988 ",36,['Spain'],Spain,Jerez de la Frontera,,"1,81",-
,Diego Capel,Striker,Left Winger,"Feb 16, 1988 ",36,['Spain'],Spain,Albox,RW,"1,73",-
,Carles Coto,Striker,Left Winger,"Feb 11, 1988 ",36,['Spain'],Spain,Figueres,RW   CM,"1,73",-
10,Fidel,Striker,Left Winger,"Oct 27, 1989 ",34,['Spain'],Spain,Dehesa de Riotinto,RW   AM,"1,80",€600k
10,Hugo Rodríguez,Striker,Left Winger,"Dec 30, 1989 ",34,['Spain'],Spain,Jerez de la Frontera,RW   AM,"1,81",€150k
,Luis Enrique Ruiz,Striker,Left Winger,"Dec 22, 1989 ",34,['Spain'],Spain,Gijón,,,-
9,Alexandre Rodríguez,Striker,Left Winger,"Jun 27, 1989 ",35,['Spain'],Spain,Castellón,,"1,70",-
,Nils Puchades,Striker,Left Winger,"Dec 24, 1989 ",34,"['Spain', 'Sweden']",Spain,Sant Pol de Mar,RW   LB,,-
,Chema,Striker,Left Winger,"Apr 13, 1989 ",35,['Spain'],Spain,Las Palmas de Gran Canaria,SS   CF,,-
,Luis Ángel Curra,Striker,Left Winger,"Jun 16, 1989 ",35,['Spain'],Spain,Vecindario,,"1,71",-
,Fito Miranda,Striker,Left Winger,"Oct 14, 1989 ",34,['Spain'],Spain,Barcelona,RW   SS,"1,84",-
,Imanol Mentxaka,Striker,Left Winger,"Jan 9, 1989 ",35,['Spain'],Spain,Leioa,LB,"1,72",-
,Omar Monterde,Striker,Left Winger,"Mar 24, 1989 ",35,['Spain'],Spain,Valencia,AM   RW,"1,72",-
,Gerard Badía,Striker,Left Winger,"Oct 18, 1989 ",34,['Spain'],Spain,Horta de Sant Joan,AM   RW,"1,74",-
,Riki Navarro,Striker,Left Winger,"Feb 19, 1989 ",35,['Spain'],Spain,Gijón,RW   SS,"1,70",-
15,Abel Molinero,Striker,Left Winger,"Apr 28, 1989 ",35,['Spain'],Spain,Madrid,SS,"1,79",-
7,Álex González,Striker,Left Winger,"Aug 2, 1989 ",35,['Spain'],Spain,Vernejo,RW   LB,"1,78",€150k
,Vitolo,Striker,Left Winger,"Nov 2, 1989 ",34,['Spain'],Spain,Las Palmas de Gran Canaria,RW,"1,84",€100k
,Rober Fernández,Striker,Left Winger,"Sep 19, 1989 ",35,['Spain'],Spain,O Porriño,,,-
,Daniel González,Striker,Left Winger,"Dec 6, 1989 ",34,['Spain'],Spain,La Línea de la Concepción,LM   LB,,-
,Jorge Fidalgo,Striker,Left Winger,"Apr 8, 1989 ",35,['Spain'],Spain,Gijón,,,-
,Manu Moreira,Striker,Left Winger,"Jun 26, 1989 ",35,['Spain'],Spain,Salamanca,RW,"1,78",-
,Rubén Cosín,Striker,Left Winger,"Jul 2, 1989 ",35,['Spain'],Spain,Valencia,LB,"1,69",-
,Cristian Lobato,Striker,Left Winger,"Mar 7, 1989 ",35,['Spain'],Spain,Esparreguera,RW,"1,74",-
,Ibai Gómez,Striker,Left Winger,"Nov 11, 1989 ",34,['Spain'],Spain,Bilbao,RW,"1,78",-
,Adrián Barba,Striker,Left Winger,"Jan 3, 1989 ",35,['Spain'],Spain,Zaragoza,AM   RW,"1,69",-
,Dani García,Striker,Left Winger,"Mar 25, 1989 ",35,['Spain'],Spain,Dénia,,"1,76",-
,Diego Chamorro,Striker,Left Winger,"Oct 30, 1989 ",34,['Spain'],Spain,Oviedo,,"1,84",-
,Walter Fernández,Striker,Left Winger,"Aug 14, 1989 ",35,['Spain'],Spain,Barcelona,RW,"1,73",-
,Luisma Villa,Striker,Left Winger,"Aug 11, 1989 ",35,['Spain'],Spain,Noja,RW   SS,"1,81",-
21,Rubén Sánchez,Striker,Left Winger,"Jan 21, 1989 ",35,['Spain'],Spain,Albacete,,"1,84",-
,Sergio García,Striker,Left Winger,"Aug 8, 1989 ",35,['Spain'],Spain,Zamora,RW   CF,"1,72",-
14,Elady Zorrilla,Striker,Left Winger,"Jul 13, 1990 ",34,['Spain'],Spain,La Puerta de Segura,CF   RW,"1,76",€500k
7,Héber Pena,Striker,Left Winger,"Jan 16, 1990 ",34,['Spain'],Spain,Ferrol,RW,"1,76",€300k
22,Adrián Sardinero,Striker,Left Winger,"Oct 13, 1990 ",33,['Spain'],Spain,Madrid,RW   CF,"1,75",€100k
,Chepe,Striker,Left Winger,"Jul 16, 1990 ",34,['Spain'],Spain,Castro-Urdiales,,"1,77",-
,Bruju,Striker,Left Winger,"Sep 28, 1990 ",33,['Spain'],Spain,Burgos,,,-
,Alberto Oca,Striker,Left Winger,"Nov 17, 1990 ",33,['Spain'],Spain,Almansa,AM   RW,"1,84",-
,Miguel Soto,Striker,Left Winger,"Oct 22, 1990 ",33,['Spain'],Spain,Córdoba,,,-
14,Jonatan Romero,Striker,Left Winger,"Sep 14, 1990 ",34,['Spain'],Spain,Peñaranda de Bracamonte,RW,"1,70",-
11,Fran Minaya,Striker,Left Winger,"Feb 16, 1990 ",34,['Spain'],Spain,Murcia,AM   RW,,-
,Perico,Striker,Left Winger,"Sep 14, 1990 ",34,['Spain'],Spain,Águilas,RW,"1,65",-
,Álvaro Cano,Striker,Left Winger,"May 8, 1990 ",34,['Spain'],Spain,Madrid,RW   CF,"1,76",-
,Luis Carlos Martín,Striker,Left Winger,"Dec 16, 1990 ",33,['Spain'],Spain,Valladolid,,"1,69",-
,Dani Cara,Striker,Left Winger,"Apr 25, 1990 ",34,['Spain'],Spain,El Ejido,RW,"1,71",-
,Alberto Perea,Striker,Left Winger,"Dec 19, 1990 ",33,['Spain'],Spain,Albacete,RW   AM,"1,80",€450k
11,Marc Fernández,Striker,Left Winger,"Apr 29, 1990 ",34,['Spain'],Spain,Corbera de Llobregat,RW   CF,"1,79",€200k
,Josu Ozkoidi,Striker,Left Winger,"Apr 23, 1990 ",34,['Spain'],Spain,Donostia-San Sebastián,LB,"1,71",€50k
,Paco Collados,Striker,Left Winger,"Apr 22, 1990 ",34,['Spain'],Spain,Albacete,,,-
,Juanjo Gracia,Striker,Left Winger,"Jan 18, 1990 ",34,['Spain'],Spain,Ciudad Real,,,-
,Kike Domínguez,Striker,Left Winger,"Sep 21, 1990 ",33,['Spain'],Spain,Albacete,,"1,78",-
,Isaac Maldonado,Striker,Left Winger,"Jan 11, 1990 ",34,['Spain'],Spain,Granollers,RW,,-
10,Valdivia,Striker,Left Winger,"Jan 27, 1990 ",34,['Spain'],Spain,Puertollano,RW   CF,,-
,Zule,Striker,Left Winger,"Mar 14, 1990 ",34,['Spain'],Spain,Málaga,,"1,90",-
,Adrián Terré,Striker,Left Winger,"Jun 29, 1990 ",34,['Spain'],Spain,Zaragoza,,"1,73",-
,David Infante,Striker,Left Winger,"Nov 9, 1990 ",33,['Spain'],Spain,Barakaldo,RW   AM,"1,77",-
,Carlos Pereira,Striker,Left Winger,"Mar 6, 1990 ",34,['Spain'],Spain,Vigo,AM,,-
,Sergio García,Striker,Left Winger,"Mar 18, 1990 ",34,['Spain'],Spain,Santander,SS   RW,"1,81",-
,Raúl Chueca,Striker,Left Winger,"Nov 29, 1990 ",33,['Spain'],Spain,Buñuel,,"1,88",-
14,Eneko Eizmendi,Striker,Left Winger,"Jun 10, 1990 ",34,['Spain'],Spain,Beasain,RW,"1,74",-
,Andreas Laudrup,Striker,Left Winger,"Nov 10, 1990 ",33,['Denmark'],Spain,Barcelona,RW,"1,75",-
37,Cristian Tello,Striker,Left Winger,"Aug 11, 1991 ",33,['Spain'],Spain,Sabadell,RW   CF,"1,78",€2.30m
17,Jesús Alfaro,Striker,Left Winger,"Jun 24, 1991 ",33,['Spain'],Spain,La Palma del Condado,RW,"1,70",€225k
,Fran Carnicer,Striker,Left Winger,"Mar 30, 1991 ",33,['Spain'],Spain,Linares,RW   AM,"1,78",€150k
7,José Ramón,Striker,Left Winger,"Dec 31, 1991 ",32,['Spain'],Spain,Ciudad Real,RW,"1,80",€50k
,Francisco Nieto,Striker,Left Winger,"Mar 19, 1991 ",33,['Spain'],Spain,La Línea de la Concepción,,,-
,Semi Ramírez,Striker,Left Winger,"Nov 28, 1991 ",32,['Spain'],Spain,Rincón de la Victoria,,"1,74",-
,Jonay López,Striker,Left Winger,"Jan 17, 1991 ",33,['Spain'],Spain,San Roque,,,-
7,Jordi Vidal,Striker,Left Winger,"Feb 7, 1991 ",33,['Spain'],Spain,Arrecife,AM   RW,"1,70",-
,Markel Salgado,Striker,Left Winger,"May 28, 1991 ",33,['Spain'],Spain,Deba,RW   AM,"1,80",-
,Antonio Abenza,Striker,Left Winger,"Mar 20, 1991 ",33,['Spain'],Spain,Murcia,RW   RB,"1,82",-
,Raúl Sintes,Striker,Left Winger,"Apr 11, 1991 ",33,['Spain'],Spain,Mahón,,"1,83",-
,Javi Rodríguez,Striker,Left Winger,"Sep 28, 1991 ",32,['Spain'],Spain,Zamora,RW   AM,"1,75",-
,Richi,Striker,Left Winger,"Jan 27, 1991 ",33,['Spain'],Spain,Monforte de Lemos,,"1,72",-
7,Jorge Félix,Striker,Left Winger,"Aug 22, 1991 ",33,['Spain'],Spain,Madrid,AM   CF,"1,75",€300k
,Jony,Striker,Left Winger,"Jul 9, 1991 ",33,['Spain'],Spain,Cangas de Narcea,,"1,79",€200k
18,Toni García,Striker,Left Winger,"Aug 7, 1991 ",33,['Spain'],Spain,Écija,RW   AM,"1,74",€150k
,Juanjo,Striker,Left Winger,"Jan 5, 1991 ",33,['Spain'],Spain,Guadiaro,,,-
,Cristian Sánchez,Striker,Left Winger,"Nov 11, 1991 ",32,['Spain'],Spain,Crevillente,RW   SS,"1,84",-
,Luis Daniel Lebrero,Striker,Left Winger,"Oct 25, 1991 ",32,['Spain'],Spain,San Fernando,,,-
,Omar,Striker,Left Winger,"Oct 11, 1991 ",32,['Spain'],Spain,"Abanilla, Murcia",LB   RW,"1,72",-
,Dani Ponce,Striker,Left Winger,"May 16, 1991 ",33,['Spain'],Spain,Torrejon de Ardoz,RW   AM,"1,83",-
,Martín González,Striker,Left Winger,"Nov 8, 1991 ",32,['Spain'],Spain,Santiago de Compostela,,"1,82",-
,Daniel Montero,Striker,Left Winger,"Feb 19, 1991 ",33,['Spain'],Spain,Zaragoza,,"1,69",-
,Juanma Barba,Striker,Left Winger,"Jun 8, 1991 ",33,['Spain'],Spain,Sanlúcar de Barrameda,,,-
10,Peter Rios-Pfannenschmidt,Striker,Left Winger,N/A ,33,['Brazil'],Spain,Madrid,AM   RW,"1,84",-
,Rubén Arce,Striker,Left Winger,"Feb 7, 1991 ",33,['Spain'],Spain,Barbadás,,,-
18,Miguel García,Striker,Left Winger,"Apr 17, 1991 ",33,['Spain'],Spain,Huelma (Jaén),RW   AM,"1,78",-
,Moussa Bandeh,Striker,Left Winger,"Aug 2, 1991 ",33,"['Spain', 'The Gambia']",Spain,Mataró,LB,"1,89",-
,Aitor Ramírez,Striker,Left Winger,"May 13, 1991 ",33,['Spain'],Spain,Ibiza,RW,"1,70",-
,Borja Docal,Striker,Left Winger,"Oct 3, 1991 ",32,['Spain'],Spain,Santander,LB,"1,74",-
7,Txomin Barcina,Striker,Left Winger,"Feb 16, 1991 ",33,['Spain'],Spain,Logroño,SS   RW,"1,71",-
,Arnau Tobella,Striker,Left Winger,"Oct 28, 1991 ",32,['Spain'],Spain,Barcelona,LB,,-
,Víctor Armero,Striker,Left Winger,"May 18, 1991 ",33,['Spain'],Spain,Almuñécar,RW   AM,"1,82",-
,Zurdo,Striker,Left Winger,"Jan 23, 1991 ",33,['Spain'],Spain,Burgos,AM   CM,"1,72",-
,Isaac Cuenca,Striker,Left Winger,"Apr 27, 1991 ",33,['Spain'],Spain,Reus,LM   RW,"1,78",-
11,Mario Martos,Striker,Left Winger,"Nov 14, 1991 ",32,['Spain'],Spain,Jaén,RW   SS,"1,75",-
,David Moreno,Striker,Left Winger,"Jan 24, 1991 ",33,['Spain'],Spain,Madrid,RW   AM,"1,73",-
18,Álvaro García,Striker,Left Winger,"Oct 27, 1992 ",31,['Spain'],Spain,Utrera,RW,"1,67",€3.00m
10,Álex Gallar,Striker,Left Winger,"Mar 19, 1992 ",32,['Spain'],Spain,Sabadell,RW,"1,78",€600k
11,Fran Carbià,Striker,Left Winger,"Mar 31, 1992 ",32,['Spain'],Spain,Tarragona,CF   RW,"1,73",€200k
24,Juanma Acevedo,Striker,Left Winger,"Mar 24, 1992 ",32,['Spain'],Spain,Sant Vicent del Raspeig,,"1,78",€100k
20,Álex Poves,Striker,Left Winger,"Mar 9, 1992 ",32,['Spain'],Spain,Pallejà,RW   SS,,€50k
11,Manuel León,Striker,Left Winger,"Dec 22, 1992 ",31,['Spain'],Spain,Hinojosa del Duque,,,-
,Alberto Robles,Striker,Left Winger,"Dec 5, 1992 ",31,['Spain'],Spain,Murcia,,"1,80",-
,Abri Pomares,Striker,Left Winger,"Sep 13, 1992 ",32,['Spain'],Spain,Punta Umbria,SS   RW,,-
,Víctor Martínez,Striker,Left Winger,"Sep 10, 1992 ",32,['Spain'],Spain,Burgos,,,-
,Abraham Arcos,Striker,Left Winger,"Aug 27, 1992 ",32,['Spain'],Spain,Umbrete,RW   SS,"1,78",-
,Joselinho,Striker,Left Winger,"May 10, 1992 ",32,['Spain'],Spain,Málaga,AM   RW,"1,78",-
,Dani Rodríguez,Striker,Left Winger,"Nov 26, 1992 ",31,"['Spain', 'Morocco']",Spain,Huelva,AM   RW,"1,74",-
,Jesús Sánchez,Striker,Left Winger,"Oct 25, 1992 ",31,['Spain'],Spain,Elche,,,-
11,Pere Milla,Striker,Left Winger,"Sep 23, 1992 ",31,['Spain'],Spain,Lleida,CF   SS,"1,80",€2.40m
34,Iker Guarrotxena,Striker,Left Winger,"Dec 6, 1992 ",31,['Spain'],Spain,Bilbao,CF   RW,"1,77",€400k
,José Fran,Striker,Left Winger,"Jun 1, 1992 ",32,['Spain'],Spain,Santa Pola,,"1,77",€100k
18,Dani Pichín,Striker,Left Winger,"Apr 25, 1992 ",32,['Spain'],Spain,Madrid,RW   SS,"1,62",€100k
,Alvarito,Striker,Left Winger,"Aug 23, 1992 ",32,['Spain'],Spain,San Roque,LM   LB,,-
,Adri Domínguez,Striker,Left Winger,"Feb 7, 1992 ",32,['Spain'],Spain,L´Eliana,CF   RW,"1,81",-
23,Vitolo,Striker,Left Winger,"Oct 8, 1992 ",31,['Spain'],Spain,Las Palmas de Gran Canaria,AM,,-
,Mario Garcia Agulla,Striker,Left Winger,"Nov 23, 1992 ",31,"['Switzerland', 'Spain']",Spain,,SS   AM,"1,75",-
,Joan Luque,Striker,Left Winger,"Jun 16, 1992 ",32,['Spain'],Spain,Barcelona,RW,"1,86",-
10,Miguel Blanco,Striker,Left Winger,"Jun 2, 1992 ",32,['Spain'],Spain,Palencia,,"1,80",-
,Samuel Riesco,Striker,Left Winger,"Jun 13, 1992 ",32,['Spain'],Spain,Gijón,,,-
,Nil Paniello,Striker,Left Winger,"Jul 5, 1992 ",32,['Spain'],Spain,Eivissa,,"1,72",-
,Adrián Rojo,Striker,Left Winger,"Feb 23, 1992 ",32,['Spain'],Spain,León,,"1,78",-
,Eric Reverter,Striker,Left Winger,"Jan 7, 1992 ",32,['Spain'],Spain,Sabadell,,"1,77",-
,Jorge Fernández,Striker,Left Winger,"Feb 3, 1992 ",32,['Spain'],Spain,Cuenca,RW,"1,70",-
7,Diego Rey,Striker,Left Winger,"Jul 27, 1992 ",32,['Spain'],Spain,Lugo,,"1,71",-
,Pablo Navas,Striker,Left Winger,"Feb 4, 1992 ",32,['Spain'],Spain,La Carlota,AM   LB,"1,76",-
,Jesús Cañizares,Striker,Left Winger,"Apr 21, 1992 ",32,['Spain'],Spain,As Pontes,SS,"1,76",-
,Adrián Martínez,Striker,Left Winger,"Mar 8, 1992 ",32,['Spain'],Spain,A Coruña,LB   RW,"1,75",-
,Ignasi Dalmedo,Striker,Left Winger,"Dec 4, 1992 ",31,['Spain'],Spain,Maó,,"1,74",-
,Iñaki de Esteban,Striker,Left Winger,"Mar 25, 1992 ",32,['Spain'],Spain,Pamplona,,,-
,Adrià Carmona,Striker,Left Winger,"Feb 8, 1992 ",32,['Spain'],Spain,Igualada,AM,"1,71",-
22,Ayoze Pérez,Striker,Left Winger,"Jul 29, 1993 ",31,['Spain'],Spain,Santa Cruz de Tenerife,CF   SS,"1,78",€7.00m
22,Luis Rioja,Striker,Left Winger,"Oct 16, 1993 ",30,['Spain'],Spain,Sevilla,RW,"1,76",€4.00m
,Jesé,Striker,Left Winger,"Feb 26, 1993 ",31,['Spain'],Spain,Las Palmas de Gran Canaria,CF   RW,"1,78",€700k
