Number,Name,Main Position,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
,Sergi Guilló,Midfielder,Defensive Midfield,"May 23, 1991 ",33,['Spain'],Portugal,Elche,CM,"1,80",-
6,Sergio Álvarez,Midfielder,Defensive Midfield,"Jan 23, 1992 ",32,['Spain'],Spain,Avilés,CM   CB,"1,83",€1.00m
,Luismi Sánchez,Midfielder,Defensive Midfield,"May 5, 1992 ",32,['Spain'],Spain,Puerto Serrano,CB   CM,"1,79",€500k
,Uri Rosell,Midfielder,Defensive Midfield,"Jul 7, 1992 ",32,['Spain'],Spain,Puig-reig,RB   CM,"1,82",€250k
,Álvaro Más,Midfielder,Defensive Midfield,"May 22, 1992 ",32,['Spain'],Spain,Elche,CB,"1,81",-
,Iñigo Eguaras,Midfielder,Defensive Midfield,"Mar 7, 1992 ",32,['Spain'],Portugal,Antsoain,CM,"1,81",€600k
50,Alex Vallejo,Midfielder,Defensive Midfield,"Jan 16, 1992 ",32,['Spain'],Portugal,Vitoria-Gasteiz,CB   CM,"1,91",€300k
,Carles Tena,Midfielder,Defensive Midfield,"Oct 15, 1992 ",31,['Spain'],Portugal,Sant Boi de Llobregat,CB   CM,"1,81",€75k
,Iker Aspiazu,Midfielder,Defensive Midfield,"Jan 21, 1992 ",32,['Spain'],Portugal,Bilbao,,"1,75",-
6,Mikel Vesga,Midfielder,Defensive Midfield,"Apr 8, 1993 ",31,['Spain'],Spain,Vitoria-Gasteiz,CM,"1,91",€4.00m
5,Omar Mascarell,Midfielder,Defensive Midfield,"Feb 2, 1993 ",31,"['Equatorial Guinea', 'Spain']",Spain,Santa Cruz de Tenerife,CM   CB,"1,81",€1.00m
20,Pedro Santos,Midfielder,Defensive Midfield,"Jun 1, 1993 ",31,['Spain'],Spain,Alicante,CM,"1,73",-
8,Jordi Quintillà,Midfielder,Defensive Midfield,"Oct 25, 1993 ",30,['Spain'],Portugal,Lleida,AM   CM,"1,81",€1.00m
,Jordi Lahnalakso,Midfielder,Defensive Midfield,"Oct 12, 1993 ",30,"['Finland', 'Spain']",Portugal,Palma de Mallorca,RB   CM,"1,75",-
6,Lucas Torró,Midfielder,Defensive Midfield,"Jul 19, 1994 ",29,['Spain'],Spain,Cocentaina,CM,"1,90",€4.00m
20,Cristian Salvador,Midfielder,Defensive Midfield,"Nov 20, 1994 ",29,['Spain'],Spain,Zamora,CM   CB,"1,84",€800k
,Tarsi Aguado,Midfielder,Defensive Midfield,"Oct 16, 1994 ",29,['Spain'],Spain,Tudela,CM,"1,79",€200k
20,Julián Uclés,Midfielder,Defensive Midfield,N/A ,29,['Spain'],Spain,Hueclas,CM,"1,71",-
,Gerard Gumbau,Midfielder,Defensive Midfield,"Dec 18, 1994 ",29,['Spain'],Portugal,Campllong,CM   CB,"1,88",€3.00m
8,Marc Carbó,Midfielder,Defensive Midfield,"May 21, 1994 ",30,['Spain'],Portugal,Salt,CM,"1,85",€250k
,Íñigo Celihueta,Midfielder,Defensive Midfield,"Feb 17, 1994 ",30,['Spain'],Portugal,Errentería,CB   CM,"1,86",€50k
,Sergi Samper,Midfielder,Defensive Midfield,"Jan 20, 1995 ",29,['Spain'],Spain,Barcelona,CM,"1,81",€600k
,Roberto Camarasa,Midfielder,Defensive Midfield,"Aug 1, 1995 ",28,['Spain'],Portugal,Rafelbunyol,,"1,80",-
16,Rodri,Midfielder,Defensive Midfield,"Jun 22, 1996 ",28,['Spain'],Spain,Madrid,CM   CB,"1,91",€120.00m
,Ian Soler,Midfielder,Defensive Midfield,"Jan 23, 1996 ",28,['Spain'],Spain,Prats de Lluçanès,CM   CB,"1,87",€175k
8,Alex Serrano,Midfielder,Defensive Midfield,"Jan 1, 1996 ",28,['Spain'],Spain,,,,-
,Marc Roca,Midfielder,Defensive Midfield,"Nov 26, 1996 ",27,['Spain'],Portugal,Vilafranca del Penedès,CM,"1,84",€9.00m
15,Panocha,Midfielder,Defensive Midfield,"May 10, 1996 ",28,['Spain'],Portugal,Villacañas,CM   CB,,-
5,Pedro Chirivella,Midfielder,Defensive Midfield,"May 23, 1997 ",27,['Spain'],Spain,Valencia,CM,"1,78",€7.00m
6,Eder González,Midfielder,Defensive Midfield,"Jan 7, 1997 ",27,['Spain'],Spain,Palma de Mallorca,CM,"1,70",€800k
8,Luis Perea,Midfielder,Defensive Midfield,"Aug 25, 1997 ",26,['Spain'],Spain,Alcalá de Henares,CM,"1,91",€600k
,Marc Bautista,Midfielder,Defensive Midfield,"Jan 5, 1997 ",27,['Spain'],Spain,Parets del Vallès,CB,N/A,-
8,Luis Muñoz,Midfielder,Defensive Midfield,"Feb 23, 1997 ",27,['Spain'],Portugal,Málaga,CM   CB,"1,82",€1.20m
20,Antonio Perera,Midfielder,Defensive Midfield,"Jun 8, 1997 ",27,['Spain'],Portugal,Novelda del Guadiana,CM,"1,86",€600k
5,José Cabrera,Midfielder,Defensive Midfield,"Mar 14, 1997 ",27,['Spain'],Portugal,Madrid,CM   AM,,-
18,Pepelu,Midfielder,Defensive Midfield,"Aug 11, 1998 ",25,['Spain'],Spain,Dénia,CM,"1,86",€22.00m
24,Peru Nolaskoain,Midfielder,Defensive Midfield,"Oct 25, 1998 ",25,['Spain'],Spain,Zumaia,CM   CB,"1,86",€1.00m
5,Miguel López,Midfielder,Defensive Midfield,"Jan 18, 1998 ",26,['Spain'],Spain,Barcelona,RB   LB,"1,78",€250k
20,Oriol Rey,Midfielder,Defensive Midfield,"Feb 25, 1998 ",26,['Spain'],Portugal,Barcelona,CM   CB,"1,77",€1.60m
,Genaro Rodríguez,Midfielder,Defensive Midfield,"Mar 23, 1998 ",26,['Spain'],Portugal,Gerena,CM   CB,"1,85",€500k
,Alexander Toral,Midfielder,Defensive Midfield,"Jul 31, 1998 ",25,['Spain'],Portugal,Castro Urdiales,CB,"1,84",€200k
4,Martín Zubimendi,Midfielder,Defensive Midfield,"Feb 2, 1999 ",25,['Spain'],Spain,Donostia-San Sebastián,CM,"1,81",€50.00m
14,Alonso Coello,Midfielder,Defensive Midfield,"Oct 12, 1999 ",24,['Spain'],Spain,Madrid,CM   AM,"1,85",€600k
,Gonzalo Desio,Midfielder,Defensive Midfield,"Aug 15, 1999 ",24,"['Argentina', 'Spain']",Spain,"Vitoria-Gasteiz, Álava",,"1,77",€50k
6,Artur Viaud,Midfielder,Defensive Midfield,"Jul 21, 1999 ",24,"['France', 'Spain']",Spain,,CM   RB,"1,78",-
23,Ángel Algobia,Midfielder,Defensive Midfield,"Jun 23, 1999 ",25,"['Spain', 'Portugal']",Portugal,Velilla de San Antonio,CM,"1,80",€800k
14,Uri Busquets,Midfielder,Defensive Midfield,"Jan 20, 1999 ",25,['Spain'],Portugal,Sant Feliu de Guíxols,CB   CM,"1,85",€400k
,Christian Mayordomo,Midfielder,Defensive Midfield,"Jan 23, 1999 ",25,['Spain'],Portugal,Guadalajara,RB   CB,,-
,Juan Carlos Sandoval,Midfielder,Defensive Midfield,"Jan 1, 1999 ",25,['Spain'],Portugal,,,"1,75",-
6,Hugo Guillamón,Midfielder,Defensive Midfield,"Jan 31, 2000 ",24,['Spain'],Spain,Donostia-San Sebastián,CB,"1,78",€8.00m
20,Ramón Terrats,Midfielder,Defensive Midfield,"Oct 18, 2000 ",23,['Spain'],Spain,Barcelona,CM   LB,"1,81",€4.00m
,Jandro Orellana,Midfielder,Defensive Midfield,"Aug 7, 2000 ",23,['Spain'],Spain,Gavà,CM,"1,76",€1.00m
16,Juanpe Bonoha,Midfielder,Defensive Midfield,"Apr 26, 2000 ",24,"['Equatorial Guinea', 'Spain']",Spain,Madrid,CM,,-
,Jovan Bajcetic,Midfielder,Defensive Midfield,"Nov 17, 2000 ",23,"['Spain', 'Serbia']",Spain,Vigo,CM   CB,,-
8,Antonio Blanco,Midfielder,Defensive Midfield,"Jul 23, 2000 ",23,['Spain'],Portugal,Montalbán,CM,"1,76",€7.50m
8,Marc Aguado,Midfielder,Defensive Midfield,"Feb 22, 2000 ",24,['Spain'],Portugal,Zaragoza,CM,"1,84",€1.40m
21,Iker Pozo,Midfielder,Defensive Midfield,"Aug 6, 2000 ",23,['Spain'],Portugal,Fuengirola,CM,"1,76",€350k
,Eduard Carrera,Midfielder,Defensive Midfield,"Feb 1, 2000 ",24,"['Spain', 'France']",Portugal,Barcelona,CB   CM,"1,82",-
15,Urko González de Zarate,Midfielder,Defensive Midfield,"Mar 20, 2001 ",23,['Spain'],Spain,Vitoria-Gasteiz,CB   CM,"1,89",€1.20m
21,Enric Llansana,Midfielder,Defensive Midfield,"Apr 12, 2001 ",23,"['Netherlands', 'Spain']",Spain,Tarragona,CB,"1,83",€700k
5,Alex Krakowiak,Midfielder,Defensive Midfield,"Feb 17, 2001 ",23,"['Poland', 'Canada']",Spain,Madrid,,"1,80",-
8,Álvaro Sanz,Midfielder,Defensive Midfield,"Feb 14, 2001 ",23,['Spain'],Portugal,Caspe,RB   CM,"1,70",€800k
3,Iñaki Iribarren,Midfielder,Defensive Midfield,"Jan 1, 2001 ",23,['Spain'],Portugal,Pamplona,,"1,87",-
,Vadim Simutenkov,Midfielder,Defensive Midfield,"Aug 4, 2001 ",22,['Russia'],Portugal,Tenerife,CM,"1,79",-
34,Iker Muñoz,Midfielder,Defensive Midfield,"Sep 5, 2002 ",21,['Spain'],Spain,Villafranca,CM,"1,80",€5.00m
6,Jon Gorrotxategi,Midfielder,Defensive Midfield,"Feb 2, 2002 ",22,['Spain'],Spain,Eibar,CM   CB,"1,77",€500k
,Nacho Domínguez,Midfielder,Defensive Midfield,"Feb 1, 2002 ",22,['Spain'],Spain,Madrid,,,-
,Antonio Miguel,Midfielder,Defensive Midfield,"Feb 24, 2002 ",22,['Spain'],Spain,Ojén,,"1,84",-
28,Gerard Yepes,Midfielder,Defensive Midfield,"Aug 25, 2002 ",21,['Spain'],Portugal,Barcelona,CM,"1,70",€2.30m
,Marley Marshall-Miranda,Midfielder,Defensive Midfield,"Oct 22, 2002 ",21,"['England', 'Spain']",Portugal,Madrid,CM,"1,75",€75k
,Moha Feriani,Midfielder,Defensive Midfield,"Jan 1, 2002 ",22,"['Morocco', 'Spain']",Portugal,Lorca,CM   LW,,-
,Abraham Santiago,Midfielder,Defensive Midfield,"Jan 8, 2002 ",22,['Spain'],Portugal,Madrid,CB,,-
55,Federico Redondo,Midfielder,Defensive Midfield,"Jan 18, 2003 ",21,"['Argentina', 'Spain']",Spain,Madrid,CM,"1,88",€8.00m
,Javi Serrano,Midfielder,Defensive Midfield,"Jan 16, 2003 ",21,['Spain'],Spain,Madrid,CM,"1,78",€450k
,Stefan Djuricic,Midfielder,Defensive Midfield,"Dec 8, 2003 ",20,['Serbia'],Spain,Valencia,,,-
,Jordi Ortega,Midfielder,Defensive Midfield,"Feb 23, 2003 ",21,['Spain'],Spain,Castellón,CM,"1,82",-
,Marc Casadó,Midfielder,Defensive Midfield,"Sep 14, 2003 ",20,['Spain'],Portugal,Sant Pere de Vilamajor,CM   RB,"1,72",€2.50m
8,Xevi Pérez,Midfielder,Defensive Midfield,"Mar 28, 2003 ",21,['Spain'],Portugal,Barcelona,CM,,€25k
,Miguel Sainz,Midfielder,Defensive Midfield,"Mar 10, 2003 ",21,['Spain'],Portugal,,,"1,75",-
43,Stefan Bajcetic,Midfielder,Defensive Midfield,"Oct 22, 2004 ",19,"['Spain', 'Serbia']",Spain,Vigo,CB   CM,"1,85",€11.00m
,Joselito,Midfielder,Defensive Midfield,"Feb 9, 2004 ",20,['Spain'],Spain,Huelva,CM   AM,"1,84",€75k
,Álvaro García,Midfielder,Defensive Midfield,"Jun 11, 2004 ",20,['Spain'],Spain,Almería,,,-
15,Sebastian Kieras,Midfielder,Defensive Midfield,"Apr 2, 2004 ",20,['Poland'],Spain,Valladolid,CB,"1,83",-
6,Mario Martín,Midfielder,Defensive Midfield,"Mar 5, 2004 ",20,['Spain'],Portugal,Sonseca,CM,"1,77",€300k
3,Lamine Diaby,Midfielder,Defensive Midfield,"Sep 23, 2004 ",19,"['Spain', 'Senegal']",Portugal,Lleida,CB,"1,90",-
,Festus Chale,Midfielder,Defensive Midfield,"Dec 5, 2004 ",19,"['Spain', 'Equatorial Guinea']",Portugal,Madrid,,"1,81",-
76,Mahamadou Susoho,Midfielder,Defensive Midfield,"Jan 20, 2005 ",19,"['Spain', 'England']",Spain,Granollers,CB,"1,75",€1.50m
,Denis Quintana,Midfielder,Defensive Midfield,"Jun 7, 2005 ",19,['Spain'],Spain,Telde,CB   CM,"1,87",-
18,Pablo Rosón,Midfielder,Defensive Midfield,"Jun 12, 2005 ",19,['Spain'],Spain,Lugo,CM,"1,73",-
52,David Ozoh,Midfielder,Defensive Midfield,"May 6, 2005 ",19,"['England', 'Spain']",Portugal,Valencia,CM,,€700k
,Alberto Calatrava,Midfielder,Defensive Midfield,"Feb 3, 2005 ",19,['Spain'],Portugal,Quart de Poblet,CB   RB,,-
16,Gerard Hernández,Midfielder,Defensive Midfield,"Mar 31, 2005 ",19,['Spain'],Portugal,Viladecans,CM,,-
