Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value
,Francisco Otero Martín,Goalkeeper,"Nov 3, 1986 ",37,['Spain'],Spain,Santa Cruz de Tenerife,,
1,Francisco Fernández,Goalkeeper,"Aug 28, 1986 ",37,['Spain'],Spain,Tarifa,,"1,78"
,Ayoze Mentado,Goalkeeper,"Mar 15, 1986 ",38,['Spain'],Spain,Las Palmas de Gran Canaria,,
,Nico Monclova,Goalkeeper,"Aug 4, 1986 ",37,['Spain'],Spain,Lora del Río,,
,Javi Ríos,Goalkeeper,"Apr 19, 1986 ",38,['Spain'],Spain,Logroño,,"1,82"
,Fran Martínez,Goalkeeper,"Mar 26, 1986 ",38,['Spain'],Spain,Yecla,,
,Toni Texeira,Goalkeeper,"Jul 27, 1986 ",37,['Spain'],Spain,Barcelona,,"1,76"
,Li,Goalkeeper,"Nov 11, 1986 ",37,['Spain'],Spain,Las Palmas de Gran Canaria,,"1,83"
,José Miguel Márquez,Goalkeeper,"May 19, 1986 ",38,['Spain'],Spain,Tocina,,"1,88"
,Kiko Casilla,Goalkeeper,"Oct 2, 1986 ",37,['Spain'],Spain,Alcover,,"1,91"
13,Ian Mackay,Goalkeeper,"Jul 14, 1986 ",37,"['Spain', 'Scotland']",Spain,A Coruña,,"1,81"
13,Toño,Goalkeeper,"Nov 23, 1986 ",37,['Spain'],Spain,Logroño,,"1,91"
,Chuchi,Goalkeeper,"Oct 4, 1986 ",37,['Spain'],Spain,Murcia,,"1,87"
,Víctor,Goalkeeper,"May 10, 1986 ",38,['Spain'],Spain,Santander,,"1,83"
,Álex Hernández,Goalkeeper,"Jun 4, 1986 ",38,['Spain'],Spain,Valladolid,,"1,88"
,Iván Contreras,Goalkeeper,"Aug 5, 1986 ",37,['Spain'],Spain,Pamplona,,
,Diego García,Goalkeeper,"Mar 1, 1986 ",38,['Spain'],Spain,Santander,,"1,83"
,Lolo Soler,Goalkeeper,"Sep 17, 1986 ",37,['Spain'],Spain,Torremolinos,,"1,88"
1,Fran Sánchez,Goalkeeper,"May 20, 1986 ",38,['Spain'],Spain,Utrera,,"1,81"
,Víctor Bocanegra,Goalkeeper,"Jan 15, 1986 ",38,['Spain'],Spain,Sevilla,,"1,83"
,Iker Arrillaga,Goalkeeper,"Nov 2, 1986 ",37,['Spain'],Spain,Elgoibar,,"1,82"
,Michi,Goalkeeper,"Feb 27, 1986 ",38,['Spain'],Spain,Coles,,"1,86"
,Santi Hidalgo,Goalkeeper,"Aug 17, 1986 ",37,['Spain'],Spain,Las Palmas de Gran Canaria,,"1,79"
,Manu Polo,Goalkeeper,"Jan 31, 1986 ",38,['Spain'],Spain,Madrid,,"1,85"
,Tudela,Goalkeeper,"Aug 23, 1986 ",37,['Spain'],Spain,Murcia,,"1,85"
,Roberto Pérez,Goalkeeper,"Mar 25, 1986 ",38,['Spain'],Spain,El Berrón,,"1,77"
,Xabi Irureta,Goalkeeper,"Mar 21, 1986 ",38,['Spain'],Spain,Berriatua,,"1,79"
,Damián Seijoso,Goalkeeper,"Jan 15, 1986 ",38,['Spain'],Spain,A Coruña,,"1,82"
,Emilio José Hernández,Goalkeeper,"Feb 14, 1986 ",38,['Spain'],Spain,Madrid,,"1,75"
13,Nacho Gil,Goalkeeper,"Nov 6, 1986 ",37,['Spain'],Spain,Madrid,,"1,88"
,David Zamora,Goalkeeper,"Mar 6, 1986 ",38,['Spain'],Spain,Cádiz,,"1,90"
,Berto,Goalkeeper,"Dec 26, 1986 ",37,['Spain'],Spain,Ribadavia,,"1,73"
,Javi López,Goalkeeper,"Mar 4, 1986 ",38,['Spain'],Spain,O Incio,,"1,81"
,Gregorio,Goalkeeper,"May 1, 1986 ",38,['Spain'],Spain,Vilches (Jaén),,"1,81"
,Xavi Ginard,Goalkeeper,"Oct 11, 1986 ",37,['Spain'],Spain,Artà,,"1,86"
,Eladio Fernández,Goalkeeper,"Apr 25, 1986 ",38,['Spain'],Spain,Madrid,,"1,89"
,Diego López,Goalkeeper,"Jun 15, 1986 ",38,['Spain'],Spain,Cambre,,"1,78"
,Gaizka Ruiz,Goalkeeper,"Sep 24, 1986 ",37,['Spain'],Spain,Vitoria,,"1,81"
,Escribano,Goalkeeper,"Mar 26, 1986 ",38,['Spain'],Spain,Madrid,,"1,88"
,Raúl Domínguez,Goalkeeper,"Nov 1, 1986 ",37,['Spain'],Spain,Sarón,,"1,81"
,Arkaitz Crespo,Goalkeeper,"Jan 20, 1986 ",38,['Spain'],Spain,Bilbao,,"1,81"
,Rafa Martínez,Goalkeeper,"Nov 11, 1986 ",37,['Spain'],Spain,Ciudad Real,,"1,85"
,Sergio Aure,Goalkeeper,"Aug 20, 1986 ",37,['Spain'],Spain,Amposta,,"1,86"
,Viuski,Goalkeeper,"Aug 15, 1986 ",37,['Spain'],Spain,Vilalba (Lugo),,"1,82"
,Ibon López,Goalkeeper,"Feb 14, 1986 ",38,['Spain'],Spain,Lekeitio,,"1,89"
,José Campaña,Goalkeeper,"Aug 26, 1986 ",37,['Spain'],Spain,Huétor Tajar,,"1,86"
13,Limones,Goalkeeper,"Oct 17, 1986 ",37,['Spain'],Portugal,Daimiel,,"1,92"
,Lucas Sierra,Goalkeeper,"Jun 19, 1986 ",38,['Spain'],Portugal,Ourense,,"1,86"
1,Miguel Ramos,Goalkeeper,"Oct 5, 1986 ",37,['Spain'],Portugal,Barcelona,,"1,82"
,Roberto,Goalkeeper,"Feb 10, 1986 ",38,['Spain'],Portugal,Madrid,,"1,92"
,Sergio Sánchez,Goalkeeper,"Sep 27, 1986 ",37,['Spain'],Portugal,Madrid,,"1,81"
,Manu Fernández,Goalkeeper,"May 9, 1986 ",38,['Spain'],Portugal,Gijón,,"1,85"
,Sergio Álvarez,Goalkeeper,"Aug 3, 1986 ",37,['Spain'],Portugal,Vilagarcía de Arousa,,"1,79"
25,Vicente Guaita,Goalkeeper,"Jan 10, 1987 ",37,['Spain'],Spain,Torrent,,"1,90"
,Antonio Adán,Goalkeeper,"May 13, 1987 ",37,['Spain'],Spain,Madrid,,"1,90"
12,Elías Hartard,Goalkeeper,"May 18, 1987 ",37,"['Chile', 'Spain']",Spain,Madrid,,"1,85"
1,Alberto Benito,Goalkeeper,"Apr 21, 1987 ",37,['Spain'],Spain,L'Entregu,,"1,90"
31,Vicente Mansanet,Goalkeeper,"Aug 19, 1987 ",36,['Spain'],Spain,Simat de la Valldigna,,"1,96"
,Robi,Goalkeeper,"Aug 18, 1987 ",36,['Spain'],Spain,,,
,Jorge López,Goalkeeper,"Aug 10, 1987 ",36,['Spain'],Spain,Pamplona,,
,Javi Pérez,Goalkeeper,"May 10, 1987 ",37,['Spain'],Spain,Haro,,
,Iván González,Goalkeeper,"Aug 26, 1987 ",36,['Spain'],Spain,Santander,,"1,82"
1,Enol Ordóñez,Goalkeeper,"Oct 19, 1987 ",36,['Spain'],Spain,Gijón,,"1,82"
,Alex Roig,Goalkeeper,"May 21, 1987 ",37,['Spain'],Spain,Valencia,,"1,83"
,José Moragón,Goalkeeper,"Oct 6, 1987 ",36,['Spain'],Spain,Manacor,,"1,89"
,Iván Cabrero,Goalkeeper,"Sep 22, 1987 ",36,['Spain'],Spain,Santander,,"1,90"
,Adrián,Goalkeeper,"Jan 3, 1987 ",37,['Spain'],Spain,Sevilla,,"1,90"
,Fabri,Goalkeeper,"Dec 31, 1987 ",36,"['Spain', 'Uruguay']",Spain,Vecindario,,"1,84"
,Pau Torres,Goalkeeper,"Jun 4, 1987 ",37,['Spain'],Spain,Capellades,,"1,83"
,Aitor Rodríguez,Goalkeeper,"May 8, 1987 ",37,['Spain'],Spain,Mántaras,,
,Cristopher Pallás,Goalkeeper,"Jan 19, 1987 ",37,['Spain'],Spain,Carballo,,
,Alberto Olmedo,Goalkeeper,"Mar 5, 1987 ",37,['Spain'],Spain,Madrid,,
,Javi Porrón,Goalkeeper,"Jun 13, 1987 ",37,['Spain'],Spain,Oviedo,,
,Sergio Lloves,Goalkeeper,"Sep 2, 1987 ",36,['Spain'],Spain,Redondela,,"1,87"
,David González,Goalkeeper,"Jun 15, 1987 ",37,['Spain'],Spain,Ávila,,
,Diego Rivas,Goalkeeper,"May 27, 1987 ",37,['Spain'],Spain,Narón,,"1,82"
,Nélson Cruz,Goalkeeper,"Aug 21, 1987 ",36,"['Cape Verde', 'Spain']",Spain,Madrid,,"1,86"
,Rubén García,Goalkeeper,"Feb 12, 1987 ",37,['Spain'],Spain,Ontinyent,,"1,88"
,Alberto Quintero,Goalkeeper,"Aug 19, 1987 ",36,['Spain'],Portugal,Adeje,,"1,85"
,Óscar Mateo,Goalkeeper,"Sep 1, 1987 ",36,['Spain'],Portugal,Cartagena,,"1,85"
,Dani Barrio,Goalkeeper,"Feb 10, 1987 ",37,['Spain'],Portugal,Gijón,,"1,90"
,Toni Gómez,Goalkeeper,"Oct 17, 1987 ",36,['Spain'],Portugal,El Perelló,,"1,85"
,Miguel Aragón,Goalkeeper,"Jun 1, 1987 ",37,['Spain'],Portugal,Cádiz,,"1,85"
,Marcos Valín,Goalkeeper,"Oct 16, 1987 ",36,['Spain'],Portugal,Guntín,,"1,85"
,David Sánchez,Goalkeeper,"Sep 12, 1987 ",36,['Spain'],Portugal,Málaga,,"1,90"
1,Javi Jiménez,Goalkeeper,"Jun 8, 1987 ",37,['Spain'],Portugal,Logroño,,"1,88"
,Kike Reguero,Goalkeeper,"Feb 19, 1987 ",37,['Spain'],Portugal,Madrid,,"1,85"
,Ioné Puga,Goalkeeper,"Aug 7, 1987 ",36,['Spain'],Portugal,Las Palmas de Gran Canaria,,"1,79"
,Javi Martínez,Goalkeeper,"Jun 27, 1987 ",37,['Spain'],Portugal,Tarancón,,"1,79"
,Juan Carlos,Goalkeeper,"Jul 27, 1987 ",36,['Spain'],Portugal,Calvià,,"1,82"
,José Vives,Goalkeeper,"Sep 23, 1987 ",36,['Spain'],Portugal,Artá,,"1,88"
,Pulpo Romero,Goalkeeper,"Oct 28, 1987 ",36,['Spain'],Portugal,Albacete,,"1,85"
,Javier Mandaluniz,Goalkeeper,"Jan 15, 1987 ",37,['Spain'],Portugal,Bilbao,,"1,87"
,Vicente Flor,Goalkeeper,"Nov 5, 1987 ",36,['Spain'],Portugal,Valencia,,"1,83"
,Álvaro Campos,Goalkeeper,"Apr 1, 1987 ",37,['Spain'],Portugal,Mislata,,"1,87"
,Gerardo Rubio,Goalkeeper,"May 17, 1987 ",37,['Spain'],Portugal,Palma de Mallorca,,"1,92"
,Carlos Alberto,Goalkeeper,"May 22, 1987 ",37,['Spain'],Portugal,Llerena,,"1,85"
,Daniel Planchería,Goalkeeper,"Mar 9, 1987 ",37,['Spain'],Portugal,Barcelona,,"1,81"
,Nacho Zabal,Goalkeeper,"Feb 14, 1987 ",37,['Spain'],Portugal,Logroño,,"1,94"
1,Ángel Bernabé,Goalkeeper,"Aug 11, 1987 ",36,['Spain'],Portugal,Velada,,"1,89"
,José Ramón,Goalkeeper,"Jul 17, 1987 ",36,['Spain'],Portugal,Huelva,,"1,86"
,Yoel Rodríguez,Goalkeeper,"Aug 28, 1988 ",35,['Spain'],Spain,Vigo,,"1,84"
,Jesús Fernández,Goalkeeper,"Jun 11, 1988 ",36,['Spain'],Spain,Madrid,,"1,90"
,Iago Herrerín,Goalkeeper,"Jan 25, 1988 ",36,['Spain'],Spain,Bilbao,,"1,87"
1,Salva de la Cruz,Goalkeeper,"Feb 19, 1988 ",36,['Spain'],Spain,Villarreal,,"1,87"
1,Alberto Domínguez,Goalkeeper,"Feb 11, 1988 ",36,['Spain'],Spain,Santiago de Compostela,,"1,81"
,Kuko,Goalkeeper,"Jun 12, 1988 ",36,['Spain'],Spain,La Linea de la Concepción,,"1,75"
,César Carrasco,Goalkeeper,"Jul 22, 1988 ",35,['Spain'],Spain,Navalmoral de la Mata,,"1,79"
,Paco,Goalkeeper,"Sep 28, 1988 ",35,['Spain'],Spain,Águilas,,"1,74"
,Diego Otniel Marrero Pérez,Goalkeeper,N/A ,35,[],Spain,Las Palmas de Gran Canaria,,N/A
,Ángel Mingo,Goalkeeper,"May 22, 1988 ",36,['Spain'],Spain,Palma de Mallorca,,
,Kike Jiménez,Goalkeeper,"Apr 2, 1988 ",36,['Spain'],Spain,Madrid,,
,Ricardo Mora,Goalkeeper,"Jun 30, 1988 ",36,['Spain'],Spain,Ayamonte,,"1,88"
,Sergio Romeo,Goalkeeper,"Nov 28, 1988 ",35,['Spain'],Spain,Estella-Lizarra,,
1,Juan Carlos,Goalkeeper,"Jan 20, 1988 ",36,['Spain'],Spain,Guadalajara,,"1,87"
,Raúl Fernández,Goalkeeper,"Mar 13, 1988 ",36,['Spain'],Spain,Bilbao,,"1,95"
,Miguel Serna,Goalkeeper,"Jul 9, 1988 ",36,['Spain'],Spain,Murcia,,"1,84"
1,Pablo Carmona,Goalkeeper,"Jun 11, 1988 ",36,['Spain'],Spain,Valladolid,,"1,88"
1,Borja Valadés,Goalkeeper,"Jun 30, 1988 ",36,['Spain'],Spain,La Línea de la Concepción,,"1,84"
,Andrés García,Goalkeeper,"May 17, 1988 ",36,['Spain'],Spain,Nájera,,
,Juan Francisco Terrén,Goalkeeper,"Aug 5, 1988 ",35,['Spain'],Spain,La Linea de la Concepción,,"1,84"
,Alonso Garcia Palma,Goalkeeper,"Jun 18, 1988 ",36,['Spain'],Spain,La Linea de la Concepcion,,"1,90"
,Fernando Sánchez,Goalkeeper,"Mar 24, 1988 ",36,['Spain'],Spain,San Pablo de Buceite,,
,Raúl Poveda,Goalkeeper,"Sep 21, 1988 ",35,['Spain'],Spain,Elda,,"1,84"
,David Borrás,Goalkeeper,"Mar 16, 1988 ",36,['Spain'],Spain,Madrid,,"1,91"
,Pablo Catalán,Goalkeeper,"Oct 18, 1988 ",35,['Spain'],Spain,Teruel,,"1,85"
,Dani Castilla,Goalkeeper,"Dec 1, 1988 ",35,['Spain'],Spain,Tordera,,
,Jorge Palatsí,Goalkeeper,"Feb 18, 1988 ",36,['Spain'],Spain,La Salzadella,,"1,87"
,Adrián Murcia,Goalkeeper,"Jan 23, 1988 ",36,['Spain'],Spain,Elche,,"1,87"
,Jon Larruskain,Goalkeeper,"Jun 13, 1988 ",36,['Spain'],Spain,Durango,,"1,83"
,Fran Marmolejo,Goalkeeper,"Jan 19, 1988 ",36,['Spain'],Spain,Coín,,"1,82"
,Unzué,Goalkeeper,"Feb 4, 1988 ",36,['Spain'],Spain,Marbella,,"1,84"
,Borja Piquero,Goalkeeper,"Apr 6, 1988 ",36,['Spain'],Spain,Avilés,,"1,88"
,Raúl Martínez,Goalkeeper,"Oct 16, 1988 ",35,['Spain'],Spain,Castellón,,
,Josi,Goalkeeper,"Jan 22, 1988 ",36,['Spain'],Spain,Alicante,,"1,86"
,Kevin Ulbrich,Goalkeeper,"Oct 24, 1988 ",35,['Spain'],Spain,Palma de Mallorca,,"1,95"
13,Paco Fernández,Goalkeeper,"Apr 1, 1988 ",36,['Spain'],Spain,Ferrol,,"1,87"
,Iker Alconero,Goalkeeper,"Dec 28, 1988 ",35,['Spain'],Spain,Villarcayo,,"1,90"
,Aitor Arasa,Goalkeeper,"Feb 17, 1988 ",36,['Spain'],Spain,Madrid,,"1,86"
,Iker Ibarra,Goalkeeper,"Jul 22, 1988 ",35,['Spain'],Spain,Bilbao,,
,Miguel Francisco Torres,Goalkeeper,"Mar 15, 1988 ",36,['Spain'],Spain,Ibiza,,"1,82"
13,Ruymán Fernández,Goalkeeper,"Apr 23, 1988 ",36,['Spain'],Spain,Arrecife,,"1,85"
,Diego Pastor,Goalkeeper,"Jan 23, 1988 ",36,['Spain'],Spain,Palencia,,
1,Álvaro García,Goalkeeper,"Aug 16, 1988 ",35,['Spain'],Spain,Almeria,,"1,80"
,Joel Mur,Goalkeeper,"Mar 3, 1988 ",36,['Spain'],Spain,Lleida,,"1,80"
,Urtzi Iturrioz,Goalkeeper,"Jan 12, 1988 ",36,['Spain'],Spain,Bilbao,,"1,82"
,Toni Lechuga,Goalkeeper,"Feb 15, 1988 ",36,['Spain'],Spain,Jerez de la Frontera,,"1,93"
,Asier Ocio,Goalkeeper,"Jul 4, 1988 ",36,['Spain'],Spain,Logroño,,"1,85"
,Efrén Fernández,Goalkeeper,"Mar 22, 1988 ",36,['Spain'],Spain,Ibiza,,"1,87"
,Juan Tejera,Goalkeeper,"Mar 8, 1988 ",36,['Spain'],Spain,Andújar,,"1,87"
,Gonzalo,Goalkeeper,"Jan 10, 1988 ",36,['Spain'],Spain,Madrid,,"1,88"
,Felipe Ramos,Goalkeeper,"Jan 10, 1988 ",36,['Spain'],Portugal,Madrid,,"1,87"
,Isaac Becerra,Goalkeeper,"Jun 18, 1988 ",36,['Spain'],Portugal,Badalona,,"1,83"
,Mario Fernández,Goalkeeper,"Apr 30, 1988 ",36,['Spain'],Portugal,Santander,,"1,85"
,Munir Mohamedi,Goalkeeper,"May 10, 1989 ",35,"['Morocco', 'Spain']",Spain,Melilla,,"1,90"
,Sergio Asenjo,Goalkeeper,"Jun 28, 1989 ",35,['Spain'],Spain,Palencia,,"1,89"
1,Adrián Torre,Goalkeeper,"Aug 24, 1989 ",34,['Spain'],Spain,Oviedo,,
1,Rubén Miño,Goalkeeper,"Jan 18, 1989 ",35,['Spain'],Spain,Cornellà de Llobregat,,"1,91"
13,Oier Olazábal,Goalkeeper,"Sep 14, 1989 ",34,['Spain'],Spain,Irún,,"1,89"
13,Jesús Coca,Goalkeeper,"May 22, 1989 ",35,['Spain'],Spain,Almodóvar del Río,,"1,89"
13,Leandro Montagud,Goalkeeper,"Feb 28, 1989 ",35,['Spain'],Spain,Albalat de la Ribera,,"1,86"
1,Ivanildo Rodrigues,Goalkeeper,"Apr 7, 1989 ",35,"['Spain', 'Cape Verde']",Spain,Bembibre,,
,Daniel Jara,Goalkeeper,"Apr 8, 1989 ",35,['Spain'],Spain,Sevilla,,
,Juanjo,Goalkeeper,"Dec 18, 1989 ",34,['Spain'],Spain,Almería,,"1,79"
,Fran Egea,Goalkeeper,"Feb 10, 1989 ",35,['Spain'],Spain,Hellín,,
,Roberto de las Heras Abad,Goalkeeper,"Sep 25, 1989 ",34,['Spain'],Spain,Madrid,,
1,Alberto Hortal,Goalkeeper,"Jul 7, 1989 ",35,['Spain'],Spain,Murcia,,
,Jordi Masip,Goalkeeper,"Jan 3, 1989 ",35,['Spain'],Spain,Sabadell,,"1,80"
13,Tomeu Nadal,Goalkeeper,"Feb 8, 1989 ",35,['Spain'],Spain,Manacor,,"1,88"
31,Jon Ander Serantes,Goalkeeper,"Oct 24, 1989 ",34,['Spain'],Spain,Barakaldo,,"1,83"
,Tomás Mejías,Goalkeeper,"Jan 30, 1989 ",35,['Spain'],Spain,Madrid,,"1,95"
,Eduardo Loscos,Goalkeeper,"Apr 9, 1989 ",35,['Spain'],Spain,Zaragoza,,"1,90"
21,Víctor Ibáñez,Goalkeeper,"Apr 21, 1989 ",35,['Spain'],Spain,Barcelona,,"1,91"
,David Martínez,Goalkeeper,"Jan 8, 1989 ",35,['Spain'],Spain,Puerto Sagunto,,
,Darío Cotelo,Goalkeeper,"Jun 29, 1989 ",35,['Spain'],Spain,A Coruña,,
,Pablo Arboniés,Goalkeeper,"Jul 5, 1989 ",35,['Spain'],Spain,Pamplona,,
,Isco Suárez,Goalkeeper,"Aug 2, 1989 ",34,['Spain'],Spain,Coria del Río,,"1,80"
,Alberto,Goalkeeper,"Jan 20, 1989 ",35,['Spain'],Spain,Las Palmas de Gran Canaria,,
,Álex Caro,Goalkeeper,"Dec 15, 1989 ",34,['Spain'],Spain,Málaga,,"1,90"
,Ismael Acosta,Goalkeeper,"Apr 21, 1989 ",35,['Spain'],Spain,El Puerto de Santa María,,"1,83"
,Francisco García,Goalkeeper,"Jun 16, 1989 ",35,['Spain'],Spain,Candás,,
1,Cristian Martínez,Goalkeeper,"May 2, 1989 ",35,['Spain'],Spain,Xàtiva,,
,Tomás Trigo,Goalkeeper,"Jun 8, 1989 ",35,"['Philippines', 'Spain']",Spain,Pamplona,,"1,85"
,Fernando Molero,Goalkeeper,"Mar 29, 1989 ",35,['Spain'],Spain,Fernán Núñez,,"1,85"
,Diego dos Santos,Goalkeeper,"Mar 13, 1989 ",35,['Spain'],Spain,Trabada,,"1,86"
1,Unai Calavia,Goalkeeper,"Feb 17, 1989 ",35,['Spain'],Spain,Zaragoza,,
,Dani Culiáñez,Goalkeeper,"Jun 2, 1989 ",35,['Spain'],Spain,Crevillente,,
,Alberto Montávez,Goalkeeper,"Apr 7, 1989 ",35,['Spain'],Spain,Córdoba,,"1,87"
,Dani Vaello,Goalkeeper,"Dec 30, 1989 ",34,['Spain'],Spain,Gandía,,
,Hugo Cantero,Goalkeeper,"Jul 9, 1989 ",35,['Spain'],Spain,Churriana de la Vega,,"1,87"
,Álex Berenguer,Goalkeeper,"Jun 18, 1989 ",35,['Spain'],Spain,Alicante,,"1,82"
,Ernesto Machuca,Goalkeeper,"Apr 10, 1989 ",35,['Spain'],Spain,Talavera de la Reina,,"1,83"
,Iñaki Olaizola,Goalkeeper,"Apr 8, 1989 ",35,['Spain'],Spain,San Sebastián,,
,Kilian Pérez,Goalkeeper,"Aug 18, 1989 ",34,['Spain'],Spain,Santa Cruz de La Palma,,
,Jesús Sáez,Goalkeeper,"Jan 1, 1989 ",35,['Spain'],Spain,,,
,Dela,Goalkeeper,"Feb 23, 1989 ",35,['Spain'],Spain,Segovia,,
,Alex Cobaleda,Goalkeeper,"Jun 23, 1989 ",35,['Spain'],Spain,,,"1,89"
,Corti,Goalkeeper,"May 30, 1989 ",35,['Spain'],Spain,Loja,,"1,85"
,José Luis Alfaro,Goalkeeper,"Dec 2, 1989 ",34,['Spain'],Spain,Aldaia,,"1,83"
,Ibai Santisteban,Goalkeeper,"Aug 30, 1989 ",34,['Spain'],Spain,Laudio/Llodio,,"1,95"
,Cristian Agredano,Goalkeeper,"Sep 1, 1989 ",34,['Spain'],Spain,El Carpio,,"1,85"
,Mario Guillén,Goalkeeper,"Sep 12, 1989 ",34,['Spain'],Spain,Picaña,,"1,88"
,Antonio Ayala,Goalkeeper,"Feb 8, 1989 ",35,['Spain'],Spain,Sevilla,,"1,85"
1,Isma Gil,Goalkeeper,"Jan 23, 1989 ",35,['Spain'],Spain,Madrid,,"1,82"
,Saúl Figueroa,Goalkeeper,"Jul 11, 1989 ",35,['Spain'],Portugal,La Laguna,,"1,84"
,Pablo Alcolea,Goalkeeper,"Mar 23, 1989 ",35,['Spain'],Portugal,Zaragoza,,"1,84"
,Sergio Arenas,Goalkeeper,"Mar 11, 1989 ",35,['Spain'],Portugal,Albacete,,"1,88"
