Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Height,Market Value,Other Positions,Nationality 1,Nationality 2,Position 2,Position 3
,Danilo Lerda,Goalkeeper,"Mar 30, 1987 ",36,"Argentina, Uruguay",Argentina,Arias,"1,90",€25k,,Argentina, Uruguay,,
,Lucas Rodríguez,Goalkeeper,"Jun 1, 1987 ",36,Argentina,Argentina,Salta,"1,87",-,,Argentina,,,
,Julian Lovera,Goalkeeper,"Mar 9, 1987 ",37,Argentina,Argentina,Santa Fe de Cordoba,,-,,Argentina,,,
1.0,Maximiliano Cossa,Goalkeeper,"Sep 28, 1987 ",36,"Argentina, Italy",Argentina,Rafaela,,-,,Argentina, Italy,,
,Mauro Ruggiero,Goalkeeper,"May 16, 1987 ",36,Argentina,Argentina,Rio Cuarto,,-,,Argentina,,,
,Adrián Arias,Goalkeeper,"Jan 21, 1987","Jan 21, 1987",Argentina,Argentina,Resistencia,"1,80",-,,Argentina,,,
,Iván Noy,Goalkeeper,"Jun 18, 1987 ",36,Argentina,Argentina,Moron,,-,,Argentina,,,
,Matías Piñal,Goalkeeper,"Jan 30, 1987 ",37,Argentina,Argentina,Rio Cuarto,"1,82",-,,Argentina,,,
13.0,Matías Dituro,Goalkeeper,"May 8, 1987 ",36,"Argentina, Chile",Argentina,Bigand,"1,91",€550k,,Argentina, Chile,,
1.0,Hernán Galíndez,Goalkeeper,"Mar 30, 1987 ",36,"Ecuador, Argentina",Argentina,Rosario,"1,89",€350k,,Ecuador, Argentina,,
19.0,Jonathan Rougier,Goalkeeper,"Oct 29, 1987 ",36,"Honduras, Argentina",Argentina,Villa Elisa,"1,91",€100k,,Honduras, Argentina,,
22.0,Leandro Requena,Goalkeeper,"Sep 11, 1987 ",36,Argentina,Argentina,Malagueno,"1,86",€75k,,Argentina,,,
13.0,Javier García,Goalkeeper,"Jan 29, 1987 ",37,Argentina,Argentina,Buenos Aires,"1,80",€50k,,Argentina,,,
,Federico Cosentino,Goalkeeper,"Sep 1, 1987 ",36,"Argentina, Italy",Argentina,Rosario,"1,86",€10k,,Argentina, Italy,,
,Pablo Morata,Goalkeeper,"Jun 2, 1987 ",36,Argentina,Argentina,Mar del Plata,"1,86",-,,Argentina,,,
,Alejandro Calabria,Goalkeeper,"Aug 11, 1987 ",36,Argentina,Argentina,Jauregui,,-,,Argentina,,,
,Ezequiel Viola,Goalkeeper,"Sep 1, 1987 ",36,"Argentina, Italy",Argentina,Bahia Blanca,"1,80",-,,Argentina, Italy,,
,Martin Herman,Goalkeeper,"Oct 9, 1987 ",36,Argentina,Argentina,Buenos Aires,"1,92",-,,Argentina,,,
,Martín Perafán,Goalkeeper,"Jan 31, 1987 ",37,Argentina,Argentina,La Plata,"1,93",-,,Argentina,,,
,Carlos Morel,Goalkeeper,"Feb 2, 1987 ",37,Argentina,Argentina,Barranqueras,"1,85",-,,Argentina,,,
,José Alcaín,Goalkeeper,"Jul 20, 1987 ",36,Argentina,Argentina,General Pico,"1,86",-,,Argentina,,,
,Flavio Biglia,Goalkeeper,"Feb 16, 1987 ",37,Argentina,Argentina,Morteros,"1,83",-,,Argentina,,,
,Pedro Fernández,Goalkeeper,"Apr 5, 1987 ",36,Argentina,Argentina,Villa Adelina,"1,90",-,,Argentina,,,
,Gastón Monzón,Goalkeeper,"May 13, 1987 ",36,Argentina,Argentina,Buenos Aires,"1,84",-,,Argentina,,,
,Guillermo Sara,Goalkeeper,"Sep 30, 1987 ",36,"Argentina, Italy",Argentina,Rafaela,"1,84",-,,Argentina, Italy,,
,Agustín Vistarop,Goalkeeper,"Oct 24, 1987 ",36,Argentina,Argentina,Santa Rosa,"1,84",-,,Argentina,,,
,Cristian Aracena,Goalkeeper,"Feb 8, 1987 ",37,Argentina,Argentina,Mendoza,"1,78",-,,Argentina,,,
1.0,Agustín Marchesín,Goalkeeper,"Mar 16, 1988 ",36,"Argentina, Italy",Argentina,San Cayetano,"1,88",€1.00m,,Argentina, Italy,,
,Darío Sand,Goalkeeper,"Feb 4, 1988 ",36,Argentina,Argentina,Bella Vista,"1,80",€100k,,Argentina,,,
,Matías Quinteros,Goalkeeper,"Oct 3, 1988 ",35,Argentina,Argentina,Necochea,"1,92",€75k,,Argentina,,,
22.0,Luis Ferreiro,Goalkeeper,"Oct 28, 1988 ",35,Argentina,Argentina,Ituzaingo,,€10k,,Argentina,,,
,Germán Salort,Goalkeeper,"Oct 14, 1988 ",35,Argentina,Argentina,Cordoba,"1,82",€10k,,Argentina,,,
,Julio Arias,Goalkeeper,"Nov 1, 1988 ",35,Argentina,Argentina,Bahia Blanca,"1,88",-,,Argentina,,,
,Damián González,Goalkeeper,"Aug 10, 1988 ",35,Argentina,Argentina,Resistencia,"1,88",-,,Argentina,,,
,Diego Maidana,Goalkeeper,"Apr 29, 1988 ",35,Argentina,Argentina,,,-,,Argentina,,,
,Federico Costa,Goalkeeper,"Oct 8, 1988 ",35,Argentina,Argentina,Rio Cuarto,"1,88",-,,Argentina,,,
,Leandro De Bortoli,Goalkeeper,"Aug 3, 1988 ",35,Argentina,Argentina,,"1,84",-,,Argentina,,,
,Juan Pablo Ferreyra,Goalkeeper,"Feb 29, 1988 ",36,Argentina,Argentina,Lomas de Zamora,"1,82",-,,Argentina,,,
,Luciano Molini,Goalkeeper,"Aug 18, 1988 ",35,"Argentina, Italy",Argentina,Neuquen,"1,86",-,,Argentina, Italy,,
,Marcos Forgiarini,Goalkeeper,"Mar 1, 1988 ",36,Argentina,Argentina,Buenos Aires,,-,,Argentina,,,
,Francisco Rago,Goalkeeper,"Oct 31, 1988 ",35,Argentina,Argentina,Mar del Plata,"1,85",€100k,,Argentina,,,
16.0,Manuel García,Goalkeeper,"Jul 8, 1988 ",35,Argentina,Argentina,Rosario,"1,88",€100k,,Argentina,,,
1.0,Christian Fraiz,Goalkeeper,"Feb 22, 1988 ",36,"Argentina, Spain",Argentina,Buenos Aires,"1,79",€25k,,Argentina, Spain,,
,Gastón Canuto,Goalkeeper,"Jul 28, 1988 ",35,Argentina,Argentina,Rosario,"1,78",€10k,,Argentina,,,
,Emiliano Molina,Goalkeeper,"Jan 5, 1988","Jan 5, 1988",Argentina,Argentina,Buenos Aires,,-,,Argentina,,,
,Mauricio Pegini,Goalkeeper,"Sep 3, 1988 ",35,Argentina,Argentina,Salta,"1,78",-,,Argentina,,,
,Federico Taborda,Goalkeeper,"Nov 1, 1988 ",35,"Argentina, Italy",Argentina,Pergamino,"1,84",-,,Argentina, Italy,,
,Sebastián Gambetta,Goalkeeper,"Mar 25, 1988 ",35,Argentina,Argentina,Buenos Aires,"1,80",-,,Argentina,,,
,Lucas Serrano,Goalkeeper,"Nov 7, 1988 ",35,Argentina,Argentina,Ingeniero Maschwitz,,-,,Argentina,,,
,Gonzalo Mottura,Goalkeeper,"Jan 5, 1988 ",36,Argentina,Argentina,,,-,,Argentina,,,
,Emanuel Vargas,Goalkeeper,"Feb 13, 1988 ",36,"Chile, Argentina",Argentina,Buenos Aires,"1,85",-,,Chile, Argentina,,
,Andrés Bailo,Goalkeeper,"Sep 6, 1988 ",35,Argentina,Argentina,Santa Fe,"1,90",-,,Argentina,,,
,Ezequiel Bergese,Goalkeeper,"Jun 27, 1988 ",35,Argentina,Argentina,Sunchales,,-,,Argentina,,,
,Bruno Centeno,Goalkeeper,"Aug 8, 1988 ",35,Argentina,Argentina,Pinamar,"1,81",-,,Argentina,,,
,Josué Ayala,Goalkeeper,"May 30, 1988 ",35,Argentina,Argentina,Buenos Aires,"1,84",-,,Argentina,,,
25.0,Milton Álvarez,Goalkeeper,"Jan 26, 1989 ",35,Argentina,Argentina,Munro,"1,85",€350k,,Argentina,,,
50.0,Diego Rodríguez,Goalkeeper,"Jun 25, 1989 ",34,"Argentina, Spain",Argentina,Buenos Aires,"1,84",€300k,,Argentina, Spain,,
1.0,Mariano Monllor,Goalkeeper,"Feb 28, 1989 ",35,Argentina,Argentina,Buenos Aires,"1,85",€100k,,Argentina,,,
23.0,Emanuel Bilbao,Goalkeeper,"Nov 3, 1989 ",34,Argentina,Argentina,Pringles,"1,93",€50k,,Argentina,,,
,Adrián Peralta,Goalkeeper,"May 18, 1989 ",34,"Argentina, Italy",Argentina,Cordoba,"1,81",€10k,,Argentina, Italy,,
,Darío Alemán,Goalkeeper,"Jan 6, 1989 ",35,Argentina,Argentina,,,-,,Argentina,,,
,Damián Cebreiro,Goalkeeper,"Apr 20, 1989 ",34,Argentina,Argentina,Tandil,"1,90",-,,Argentina,,,
,Emmanuel Becerra,Goalkeeper,"Jan 3, 1989 ",35,Argentina,Argentina,Justo Daract,"1,85",-,,Argentina,,,
,Jonathan Ivanoff,Goalkeeper,"May 14, 1989 ",34,Argentina,Argentina,Charata,"1,92",-,,Argentina,,,
,Gastón Giaccaglia,Goalkeeper,"Nov 30, 1989 ",34,Argentina,Argentina,Buenos Aires,,-,,Argentina,,,
,Agustín Silva,Goalkeeper,"Jun 28, 1989 ",34,Argentina,Argentina,Bragado,"1,91",-,,Argentina,,,
,Diego Pérez,Goalkeeper,"Nov 22, 1989 ",34,Argentina,Argentina,San Juan,,-,,Argentina,,,
,Maximiliano Scapparoni,Goalkeeper,"Jan 13, 1989 ",35,"Argentina, Italy",Argentina,Caseros,"1,86",-,,Argentina, Italy,,
1.0,Lucas Hoyos,Goalkeeper,"Apr 29, 1989 ",34,Argentina,Argentina,Guaymallen,"1,83",€350k,,Argentina,,,
32.0,Gonzalo Marinelli,Goalkeeper,"Feb 7, 1989 ",35,"Argentina, Italy",Argentina,Jose Clemente Paz,"1,79",€275k,,Argentina, Italy,,
22.0,Fernando Monetti,Goalkeeper,"Feb 21, 1989 ",35,"Argentina, Italy",Argentina,La Plata,"1,84",€100k,,Argentina, Italy,,
,Joaquín Ledesma,Goalkeeper,"Jun 7, 1989 ",34,Argentina,Argentina,Santiago del Estero,"1,87",€10k,,Argentina,,,
,Walter Santillán,Goalkeeper,"Feb 12, 1989 ",35,Argentina,Argentina,,,-,,Argentina,,,
,Iván Gorosito,Goalkeeper,"Jan 18, 1989 ",35,Argentina,Argentina,San Javier,"1,90",-,,Argentina,,,
,Lucas Petrich,Goalkeeper,"May 14, 1989 ",34,Argentina,Argentina,,,-,,Argentina,,,
,Emiliano Bovero,Goalkeeper,"Apr 2, 1989 ",34,Argentina,Argentina,San Francisco,,-,,Argentina,,,
,Fernando Tantoni,Goalkeeper,"Jun 29, 1989 ",34,Argentina,Argentina,Pergamino,"1,90",-,,Argentina,,,
,Ramiro Biscardi,Goalkeeper,"Apr 6, 1989 ",34,Argentina,Argentina,Bolivar,"1,82",-,,Argentina,,,
,Emilio Crusat,Goalkeeper,"Feb 9, 1989 ",35,"Argentina, Italy",Argentina,Buenos Aires,"1,84",-,,Argentina, Italy,,
,Nicolás Caprio,Goalkeeper,"May 26, 1989 ",34,Argentina,Argentina,Santa Fe,"1,86",-,,Argentina,,,
,Sebastián D’Angelo,Goalkeeper,"Jan 14, 1989 ",35,"Argentina, Italy",Argentina,San Carlos de Bariloche,"1,85",-,,Argentina, Italy,,
,Gabriel Frandino,Goalkeeper,"Nov 8, 1989 ",34,Argentina,Argentina,Villa Maria,"1,91",-,,Argentina,,,
,Diego Quirós,Goalkeeper,"Jan 12, 1989 ",35,Argentina,Argentina,Buenos Aires,"1,79",-,,Argentina,,,
,Facundo Lupardo,Goalkeeper,"Apr 3, 1989 ",34,Argentina,Argentina,Salto,"1,89",-,,Argentina,,,
1.0,Javier Burrai,Goalkeeper,"Oct 9, 1990 ",33,"Ecuador, Argentina",Argentina,San Nicolas,"1,88",€700k,,Ecuador, Argentina,,
1.0,Leandro Chichizola,Goalkeeper,"Mar 27, 1990 ",33,"Argentina, Italy",Argentina,San Justo,"1,85",€400k,,Argentina, Italy,,
12.0,Andrés Desábato,Goalkeeper,"Mar 30, 1990 ",33,Argentina,Argentina,Murphy,"1,83",€200k,,Argentina,,,
,Federico Nicosia,Goalkeeper,"Feb 5, 1990 ",34,"Argentina, Peru",Argentina,Rosario,"1,88",€125k,,Argentina, Peru,,
1.0,Agustín Cousillas,Goalkeeper,"Apr 19, 1990 ",33,"Argentina, Italy",Argentina,Corrientes,"1,82",€100k,,Argentina, Italy,,
,Luis Ojeda,Goalkeeper,"Mar 21, 1990 ",34,Argentina,Argentina,Romang,"1,83",€100k,,Argentina,,,
,Fabricio Henricot,Goalkeeper,"Apr 26, 1990 ",33,Argentina,Argentina,Zarate,"1,78",€25k,,Argentina,,,
,Sebastián Domínguez,Goalkeeper,"Dec 20, 1990 ",33,Argentina,Argentina,Pocito,"1,86",-,,Argentina,,,
,César Horst,Goalkeeper,"May 4, 1990 ",33,Argentina,Argentina,,"1,89",-,,Argentina,,,
,Gustavo Vergara,Goalkeeper,"Jul 19, 1990 ",33,Argentina,Argentina,Parana,"1,81",-,,Argentina,,,
30.0,Sebastián Uranga,Goalkeeper,"Sep 16, 1990 ",33,"Puerto Rico, Argentina",Argentina,Rosario,,-,,Puerto Rico, Argentina,,
,Germán Oviedo,Goalkeeper,"Dec 30, 1990 ",33,Argentina,Argentina,San Fernando,"1,85",-,,Argentina,,,
,Fernando Presedo,Goalkeeper,"Oct 1, 1990 ",33,Argentina,Argentina,Buenos Aires,"1,92",-,,Argentina,,,
25.0,Sebastián Moyano,Goalkeeper,"Aug 26, 1990 ",33,Argentina,Argentina,Mendoza,"1,88",€450k,,Argentina,,,
,Manuel Vicentini,Goalkeeper,"Aug 29, 1990 ",33,"Argentina, Italy",Argentina,Sanford,"1,87",€225k,,Argentina, Italy,,
1.0,Alan Aguerre,Goalkeeper,"Aug 23, 1990 ",33,Argentina,Argentina,Buenos Aires,"1,84",€200k,,Argentina,,,
,Sebastián Giovini,Goalkeeper,"Sep 28, 1990 ",33,Argentina,Argentina,La Laguna,"1,87",€100k,,Argentina,,,
,Yair Bonnín,Goalkeeper,"Sep 20, 1990 ",33,Argentina,Argentina,Villa Elisa,"1,87",€100k,,Argentina,,,
,Pablo Heredia,Goalkeeper,"Jun 11, 1990 ",33,"Argentina, Chile",Argentina,,"1,87",€75k,,Argentina, Chile,,
20.0,Juan Manuel Lago,Goalkeeper,"Jun 16, 1990 ",33,Argentina,Argentina,Buenos Aires,"1,83",-,,Argentina,,,
,Lucas Partal,Goalkeeper,"Feb 20, 1990 ",34,Argentina,Argentina,,"1,90",-,,Argentina,,,
,Exequiel Damiano,Goalkeeper,"Jul 16, 1990 ",33,Argentina,Argentina,,"1,86",-,,Argentina,,,
,Alejandro Dianda,Goalkeeper,"Apr 27, 1990 ",33,"Argentina, Italy",Argentina,Coronel Bogado,"1,89",-,,Argentina, Italy,,
,Marcos Jara,Goalkeeper,"Aug 17, 1990 ",33,Argentina,Argentina,Gualeguaychu,"1,84",-,,Argentina,,,
,Augusto Vantomme,Goalkeeper,"Jun 23, 1990 ",33,Argentina,Argentina,,,-,,Argentina,,,
,Maximiliano Díaz,Goalkeeper,"May 28, 1990 ",33,Argentina,Argentina,Merlo,"1,94",-,,Argentina,,,
,Emir Basabe,Goalkeeper,"Oct 27, 1990 ",33,Argentina,Argentina,Mendoza,"1,83",-,,Argentina,,,
1.0,Martín Moyano,Goalkeeper,"Dec 22, 1990 ",33,"Argentina, Italy",Argentina,Buenos Aires,"1,80",-,,Argentina, Italy,,
,Pablo Varela,Goalkeeper,"Jan 10, 1990 ",34,"Argentina, Spain",Argentina,San Carlos de Bolivar,"1,82",-,,Argentina, Spain,,
,Germán Vouilloud,Goalkeeper,"Sep 12, 1990 ",33,Argentina,Argentina,General Alvear,"1,94",-,,Argentina,,,
,José Cornalo,Goalkeeper,"Jan 3, 1990 ",34,Argentina,Argentina,Monte Caseros,"1,82",-,,Argentina,,,
,Leonel Caffaratti,Goalkeeper,"Jan 30, 1990 ",34,Argentina,Argentina,General Baldissera,"1,82",-,,Argentina,,,
,Lucas De León,Goalkeeper,"Aug 2, 1990 ",33,Argentina,Argentina,General Arenales,"1,79",-,,Argentina,,,
,Facundo Daffonchio,Goalkeeper,"Feb 2, 1990 ",34,Argentina,Argentina,Junin,"1,87",-,,Argentina,,,
,Lucas Vicentín,Goalkeeper,"Jul 6, 1990 ",33,"Argentina, Germany",Argentina,San Lorenzo,"1,90",-,,Argentina, Germany,,
,Pablo Lencina,Goalkeeper,"Feb 9, 1990 ",34,Argentina,Argentina,Aguilares,"1,86",-,,Argentina,,,
1.0,Esteban Andrada,Goalkeeper,"Jan 26, 1991 ",33,Argentina,Argentina,San Martin,"1,94",€2.50m,,Argentina,,,
30.0,Fernando de Paul,Goalkeeper,"Apr 25, 1991 ",32,"Chile, Argentina",Argentina,Alvarez,"1,83",€800k,,Chile, Argentina,,
,Ramiro Martínez,Goalkeeper,"Apr 18, 1991 ",32,Argentina,Argentina,Buenos Aires,"1,82",€250k,,Argentina,,,
,Ignacio Pietrobono,Goalkeeper,"Jun 29, 1991 ",32,Argentina,Argentina,Olavarria,"1,76",€200k,,Argentina,,,
1.0,Agustín Staropoli,Goalkeeper,"Jan 14, 1991 ",33,"Argentina, Italy",Argentina,Buenos Aires,"1,81",€50k,,Argentina, Italy,,
,Luis Rodriguez,Goalkeeper,"Jul 1, 1991 ",32,Argentina,Argentina,Juan Jose Castelli,"1,85",€10k,,Argentina,,,
,Juan Fernández,Goalkeeper,"Apr 13, 1991 ",32,Argentina,Argentina,Quiroga,,-,,Argentina,,,
,Nicolás Rodríguez,Goalkeeper,"Jan 11, 1991 ",33,Argentina,Argentina,,"1,86",-,,Argentina,,,
,Branko De Tellería,Goalkeeper,"Nov 12, 1991 ",32,Argentina,Argentina,Lomas de Zamora,"1,98",-,,Argentina,,,
,Adrián Domínguez,Goalkeeper,"Apr 11, 1991 ",32,Argentina,Argentina,Cordoba,,-,,Argentina,,,
,Sebastián Anchoverri,Goalkeeper,"Apr 26, 1991 ",32,Argentina,Argentina,Lomas de Zamora,"1,81",-,,Argentina,,,
,Federico Urraburo,Goalkeeper,"Apr 5, 1991 ",32,Argentina,Argentina,Roldan,"1,89",-,,Argentina,,,
1.0,Javier Colli,Goalkeeper,"Nov 3, 1991 ",32,Argentina,Argentina,Buenos Aires,"1,87",-,,Argentina,,,
33.0,Rodrigo Rey,Goalkeeper,"Mar 8, 1991 ",33,"Argentina, Italy",Argentina,Las Parejas,"1,90",€1.80m,,Argentina, Italy,,
29.0,Christian Limousin,Goalkeeper,"Nov 29, 1991 ",32,Argentina,Argentina,Buenos Aires,"1,85",€275k,,Argentina,,,
1.0,Ezequiel Mastrolía,Goalkeeper,"Mar 25, 1991 ",32,Argentina,Argentina,La Tablada,"1,90",€250k,,Argentina,,,
1.0,Cristian Correa,Goalkeeper,"May 25, 1991 ",32,"Argentina, Italy",Argentina,,"1,86",€100k,,Argentina, Italy,,
,Nicolás Carrizo,Goalkeeper,"Jul 4, 1991 ",32,Argentina,Argentina,Aguilares,"1,83",€25k,,Argentina,,,
,Matías Llanos,Goalkeeper,"Jun 30, 1991 ",32,Argentina,Argentina,Rio Colorado,"1,84",-,,Argentina,,,
,Federico Tursi,Goalkeeper,"Oct 28, 1991 ",32,Argentina,Argentina,Coronel Moldes,"1,87",-,,Argentina,,,
,Gonzalo Chaves,Goalkeeper,"Feb 3, 1991 ",33,Argentina,Argentina,Gobernador Crespo,"1,87",-,,Argentina,,,
,Nahuel Astutti,Goalkeeper,"Jul 21, 1991 ",32,Argentina,Argentina,Viedma,,-,,Argentina,,,
