Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
20,Yann Goueguel,Attacking Midfield,"Dec 12, 1986 ",37,['France'],France,Corbeil-Essonnes,CF   RW,"1,83",-
,Quentin Boesso,Attacking Midfield,"Jan 18, 1986 ",38,"['Réunion', 'France']",France,Bagnols-sur-Cèze,LW   RW,"1,77",-
,Jonathan Tokplé,Attacking Midfield,"Jul 29, 1986 ",37,"['Togo', 'France']",France,Sarcelles,,"1,75",-
,Johnny Nguyen,Attacking Midfield,"Jan 27, 1986 ",38,"['France', 'Vietnam']",France,Reims,,"1,79",-
,Rachid Aliaoui,Attacking Midfield,"Aug 14, 1986 ",37,"['France', 'Algeria']",France,Arles,,"1,74",-
,Abdelmalik Bellaredj,Attacking Midfield,"Dec 27, 1986 ",37,"['Algeria', 'France']",France,Lens,LW   RW,"1,70",-
,Nabil Guelsifi,Attacking Midfield,"Nov 27, 1986 ",37,['France'],France,Lille,CF,"1,71",-
,Aatif Chahechouhe,Attacking Midfield,"Jul 2, 1986 ",37,"['Morocco', 'France']",France,Fontenay-aux-Roses,LW   CF,"1,76",-
,Pascal Stelletta,Attacking Midfield,"Mar 21, 1986 ",37,"['France', 'Italy']",France,Forbach,RM   LM,N/A,-
,Sylvain Marveaux,Attacking Midfield,"Apr 15, 1986 ",37,"['France', 'Martinique']",France,Vannes,LW   RW,"1,72",-
,Yoann Gourcuff,Attacking Midfield,"Jul 11, 1986 ",37,['France'],France,Ploemeur,CM   LW,"1,85",-
,Hatem Ben Arfa,Attacking Midfield,"Mar 7, 1987 ",36,"['France', 'Tunisia']",France,Clamart,LW   RW,"1,79",€200k
,Romain Blerard,Attacking Midfield,"May 12, 1987 ",36,['France'],France,Calais,,,-
,Romain Jeanjean,Attacking Midfield,"May 18, 1987 ",36,['France'],France,Abbeville,,"1,76",-
,Laurent Carbonne,Attacking Midfield,"Jul 29, 1987 ",36,['France'],France,Perpignan,,,-
,Vianney Schermann,Attacking Midfield,"Apr 16, 1987 ",36,['France'],France,Saverne,,,-
,Kevin Portales,Attacking Midfield,"Sep 20, 1987 ",36,['France'],France,Le Mans,,"1,80",-
,Dimitri Boudaud,Attacking Midfield,"Feb 10, 1987 ",37,['France'],France,Charleville-Mézières,LW   RW,"1,73",-
,Yacine Saandi,Attacking Midfield,"Apr 2, 1987 ",36,"['Comoros', 'France']",France,Marseille,,"1,71",-
,Romain Choplin,Attacking Midfield,"May 7, 1987 ",36,['France'],France,Le Mans,,"1,75",-
,Franck Dufrennes,Attacking Midfield,"Nov 29, 1987 ",36,['France'],France,Les Ulis,LW   RW,,-
9,Tommy de Jong,Attacking Midfield,"Feb 6, 1987 ",37,['France'],France,Straßburg,RM,"1,75",-
,Elliot Grandin,Attacking Midfield,"Oct 17, 1987 ",36,"['France', 'DR Congo']",France,Caen,SS   RW,"1,80",-
,Irélé Apo,Attacking Midfield,"Jan 16, 1987 ",37,"['Benin', 'France']",France,Paris,LW   RW,"1,69",-
,Tijani Belaid,Attacking Midfield,"Sep 6, 1987 ",36,"['Tunisia', 'France']",France,Paris,LW,"1,80",€25k
,Fabien Saive,Attacking Midfield,"Jun 10, 1987 ",36,['France'],France,Brest,RM,"1,83",-
,Johan Milleliri,Attacking Midfield,"Apr 1, 1987 ",36,['France'],France,Bastia,,"1,74",-
8,Maxime Oliveri,Attacking Midfield,"Dec 2, 1987 ",36,['France'],France,Aix-en-Provence,LM   SS,"1,75",-
,Sébastien Etiemble,Attacking Midfield,"Oct 22, 1987 ",36,['France'],France,Rennes,,"1,74",-
,Benjamin Corgnet,Attacking Midfield,"Apr 6, 1987 ",36,['France'],France,Thionville,CM   RW,"1,79",-
,Soufyane Belhaj,Attacking Midfield,"Sep 30, 1987 ",36,"['France', 'Algeria']",France,Vesoul,,"1,83",-
,Otman Djellilahine,Attacking Midfield,"Feb 12, 1987 ",37,"['Algeria', 'France']",France,Carcassone,LW   RW,"1,74",-
,Mathias Degache,Attacking Midfield,"Jun 23, 1987 ",36,['France'],France,Tournon-sur-Rhône,,"1,75",-
,Damien Mozika,Attacking Midfield,"Apr 15, 1987 ",36,['France'],France,Corbeil-Essonnes,,"1,84",-
,Benjamin Laurant,Attacking Midfield,"Jan 28, 1987 ",37,['France'],France,Paris,,"1,77",-
,Robin Previtali,Attacking Midfield,"Jun 5, 1987 ",36,['France'],France,Besancon,LW   RW,"1,85",-
,Romain Gasmi,Attacking Midfield,"Feb 15, 1987 ",37,"['France', 'Algeria']",France,Lyon,SS,"1,73",-
,Samir Nasri,Attacking Midfield,"Jun 26, 1987 ",36,"['France', 'Algeria']",France,Marseille,LW   RW,"1,77",-
,Ludovic Genest,Attacking Midfield,"Sep 18, 1987 ",36,['France'],France,Thiers,RW   LW,"1,76",-
,Romain Grange,Attacking Midfield,"Jul 21, 1988 ",35,['France'],France,Châteauroux,RM   LM,"1,77",€150k
,Thibaud Evesque,Attacking Midfield,"Jun 17, 1988 ",35,['France'],France,Alès,,"1,76",-
,Baïdy Sall,Attacking Midfield,"Jan 7, 1988 ",36,"['France', 'Senegal']",France,Le Havre,LW   RW,"1,75",-
,Thomas Zerbini,Attacking Midfield,"Feb 13, 1988 ",36,['France'],France,Mulhouse,,"1,70",-
,Gabriel Marena,Attacking Midfield,"Apr 11, 1988 ",35,['France'],France,Gisors,,"1,83",-
,Samuel Gomariz,Attacking Midfield,"Apr 24, 1988 ",35,['France'],France,Épernay,,"1,80",-
,Khalid Leghzal,Attacking Midfield,"Aug 9, 1988 ",35,['France'],France,Tours,LM   CF,,-
,Karim Boudjema,Attacking Midfield,"Sep 8, 1988 ",35,"['France', 'Algeria']",France,Lyon,,"1,80",-
,Gary Bourhis,Attacking Midfield,"Aug 15, 1988 ",35,['France'],France,Bergerac,LW,"1,74",-
,Antoine Grellier,Attacking Midfield,"Feb 4, 1988 ",36,['France'],France,La Roche-sur-Yon,,"1,75",-
,Nicolas Marti,Attacking Midfield,"Apr 9, 1988 ",35,['France'],France,Perpignan,CF,"1,80",-
,Caner Metin,Attacking Midfield,"Oct 11, 1988 ",35,"['France', 'Türkiye']",France,Saint-Avold,RM   CM,"1,79",-
,Brian Obino,Attacking Midfield,"Jan 30, 1988 ",36,"['France', 'Italy']",France,Hazebrouck,,"1,68",-
,Anthony Pessoa,Attacking Midfield,"May 12, 1988 ",35,['France'],France,Gien,RM,"1,70",-
,Kévin Garel,Attacking Midfield,"Aug 6, 1988 ",35,['France'],France,Rueil-Malmaison,,"1,89",-
,Cyril Caron,Attacking Midfield,"Jul 23, 1988 ",35,['France'],France,Aubagne,CM   RM,"1,83",-
,Nicolas Vieux,Attacking Midfield,"Dec 18, 1988 ",35,['France'],France,Viriat,,,-
,Nicolas Chalmet,Attacking Midfield,"Sep 12, 1988 ",35,"['Saint-Martin', 'France']",France,Nîmes,,"1,82",-
,Samy Derras,Attacking Midfield,"Jun 7, 1988 ",35,"['Algeria', 'France']",France,Paris,RW,"1,79",-
,Adrien Baur,Attacking Midfield,"May 20, 1988 ",35,['France'],France,Mulhouse,,"1,73",-
33,Mustafa Durak,Attacking Midfield,"Aug 13, 1988 ",35,"['Türkiye', 'France']",France,Straßburg,RW   LW,"1,80",-
,Martin Garot,Attacking Midfield,"Mar 21, 1988 ",35,['France'],France,Le Mans,SS   CF,"1,83",-
,Romain Andres,Attacking Midfield,"Jan 20, 1988 ",36,['France'],France,Metz,DM,"1,75",-
,Mickaël Bergueira,Attacking Midfield,"Aug 8, 1988 ",35,['France'],France,Obernai,,"1,81",-
,Marvin Martin,Attacking Midfield,"Jan 10, 1988 ",36,['France'],France,Paris,CM,"1,70",-
,Yoann Tribeau,Attacking Midfield,"Feb 26, 1988 ",36,['France'],France,Villeneuve-Saint-Georges,RW,"1,80",-
,Selim Bouadla,Attacking Midfield,"Aug 26, 1988 ",35,"['France', 'Algeria']",France,Rosny-sous-Bois,LM,"1,71",-
,Yohan M'Vila,Attacking Midfield,"Oct 8, 1988 ",35,"['France', 'Congo']",France,Amiens,,"1,83",-
,Steve Pinau,Attacking Midfield,"Mar 11, 1988 ",35,"['France', 'Guadeloupe']",France,Le Mans,LW   RW,"1,81",-
,Anthony Abou Deraa,Attacking Midfield,"Jun 25, 1988 ",35,"['Lebanon', 'France']",France,Marseille,LW   RW,"1,80",-
,Jonathan Famery,Attacking Midfield,"Jul 13, 1988 ",35,['France'],France,Villeurbanne,,"1,75",-
,Yassin Chadili,Attacking Midfield,"Aug 10, 1988 ",35,"['France', 'Morocco']",France,Dunkerque,LW   RW,"1,78",-
30,Xavier Mercier,Attacking Midfield,"Jul 25, 1989 ",34,['France'],France,Alès,CM,"1,74",€400k
,Romain Guitard,Attacking Midfield,"May 15, 1989 ",34,['France'],France,Albi,,"1,77",-
,Jérémy Fernandez,Attacking Midfield,"May 25, 1989 ",34,['France'],France,Chambéry,,,-
,Marco Francescoli,Attacking Midfield,"Feb 11, 1989 ",35,"['Uruguay', 'France']",France,Paris,CF,"1,78",-
,Ismaël Benhamed,Attacking Midfield,"Feb 20, 1989 ",35,"['France', 'Algeria']",France,Ploërmel,SS   CF,"1,85",-
,Emmanuel Thibault,Attacking Midfield,"Jan 4, 1989 ",35,['France'],France,Bourgoin-Jallieu,LW   RW,"1,71",-
,Mustapha Ait Bouhou,Attacking Midfield,"Nov 20, 1989 ",34,"['France', 'Morocco']",France,Lens,,"1,75",-
,Hakeem Achour,Attacking Midfield,"May 31, 1989 ",34,"['France', 'Algeria']",France,Le Blanc-Mesnil,RW   LB,"1,80",-
,Camille Dobelle,Attacking Midfield,"Jul 29, 1989 ",34,['France'],France,Amiens,,"1,74",-
,Rédouane Zerzouri,Attacking Midfield,"Apr 27, 1989 ",34,"['France', 'Morocco']",France,Colombes,LW   RW,"1,80",-
,Abdelaziz Barrada,Attacking Midfield,"Jun 19, 1989 ",34,"['Morocco', 'France']",France,Provins,RW   CM,"1,79",-
10,Marc Lewandowski,Attacking Midfield,"Jun 10, 1989 ",34,"['France', 'Italy']",France,Marseille,RW   LW,"1,82",-
,Yohann Lasimant,Attacking Midfield,"Sep 4, 1989 ",34,['France'],France,Besançon,RW   LW,"1,82",-
7,Florin Bérenguer,Attacking Midfield,"Apr 1, 1989 ",34,['France'],France,Montbéliard,LM   CM,"1,82",€350k
,Pierre Maubaret,Attacking Midfield,"Jul 7, 1989 ",34,['France'],France,Saint-Palais-sur-Mer,,"1,70",-
,Jonathan Portillo,Attacking Midfield,"Feb 18, 1989 ",35,['France'],France,Lormont,,"1,83",-
8,Guillaume Heinry,Attacking Midfield,"Dec 3, 1989 ",34,['France'],France,Paris,CM   DM,"1,87",-
,Elias Taguelmint,Attacking Midfield,"Apr 8, 1989 ",34,"['Algeria', 'France']",France,Rognac,,"1,87",-
,Thomas Guerbert,Attacking Midfield,"Apr 6, 1989 ",34,['France'],France,Meaux,RM   LM,"1,72",-
,Jean-Manuel Ferreira,Attacking Midfield,"Jan 11, 1989 ",35,['France'],France,Rouen,,"1,74",-
,Youcef Touati,Attacking Midfield,"Mar 29, 1989","Mar 29, 1989","['Algeria', 'France']",France,Saint-Denis,LW   RW,"1,66",-
,Listner Pierre-Louis,Attacking Midfield,"Jan 31, 1989 ",35,"['Haiti', 'France']",France,Montfermeil,,"1,82",-
,Ludovic Gasparotto,Attacking Midfield,"Jun 24, 1989 ",34,"['France', 'Italy']",France,Bordeaux,CM,"1,76",-
,Baris Serbest,Attacking Midfield,"Nov 27, 1989 ",34,['Türkiye'],France,,LW   RW,,-
,Axel Bossekota Bofunda,Attacking Midfield,"Apr 19, 1989 ",34,"['DR Congo', 'Belgium']",France,Versailles,RW   CF,"1,75",-
,Romain Dedola,Attacking Midfield,"Jan 2, 1989 ",35,['France'],France,Rillieux-la-Pape,CM,"1,67",-
10,Rémy Cabella,Attacking Midfield,"Mar 8, 1990 ",33,"['France', 'Italy']",France,Ajaccio,RW   LW,"1,72",€4.00m
10,Ryad Boudebouz,Attacking Midfield,"Feb 19, 1990 ",34,"['Algeria', 'France']",France,Colmar,CM   RW,"1,77",€1.00m
15,Jason Berthomier,Attacking Midfield,"Jan 6, 1990 ",34,['France'],France,Montluçon,CM   LM,"1,77",€400k
,Teddy Gaudiche,Attacking Midfield,"Aug 20, 1990 ",33,['France'],France,Caen,CF,,-
,Azdine Batta,Attacking Midfield,"Nov 27, 1990 ",33,"['France', 'Morocco']",France,Bordeaux,,,-
,Alexandre Tabillon,Attacking Midfield,"Oct 11, 1990 ",33,['France'],France,Roanne,SS,"1,79",-
,Steeve Talvin,Attacking Midfield,"Nov 11, 1990","Nov 11, 1990",['France'],France,Lyon,,,-
,Nicolas Barthélémy,Attacking Midfield,"Sep 7, 1990 ",33,['France'],France,Évreux,,"1,73",-
,Pierre Omanga,Attacking Midfield,"Jan 2, 1990 ",34,['France'],France,Paris,,"1,88",-
,Dewi Laot,Attacking Midfield,"Apr 3, 1990 ",33,['France'],France,Saint-Renan,,,-
,Cédric Sanches,Attacking Midfield,"Apr 5, 1990 ",33,['France'],France,Meudon-la-Forêt,SS,"1,87",-
,Steven Creac'h,Attacking Midfield,"Jul 13, 1990 ",33,['France'],France,Morlaix,LW   RW,,-
,Mickaël Zami,Attacking Midfield,"Mar 9, 1990 ",33,"['France', 'Guadeloupe']",France,Créteil,,,-
10,Younès Belhanda,Attacking Midfield,"Feb 25, 1990 ",34,"['Morocco', 'France']",France,Avignon,LW   RW,"1,75",€1.70m
10,Youssouf M'Changama,Attacking Midfield,"Aug 29, 1990 ",33,"['Comoros', 'France']",France,Marseille,LM   CM,"1,75",€500k
,Yoann Court,Attacking Midfield,"Jan 14, 1990 ",34,['France'],France,Carpentras,RM   LM,"1,72",€300k
,Killian Meddour,Attacking Midfield,"Dec 21, 1990 ",33,['France'],France,Marseille,,,-
,Mickaël Despois,Attacking Midfield,"Feb 21, 1990 ",34,['France'],France,Amiens,,"1,83",-
,Jeremy Funes,Attacking Midfield,"Jun 23, 1990 ",33,"['Armenia', 'France']",France,Lyon,CF   RM,"1,70",-
,Mathieu Duféal,Attacking Midfield,"May 15, 1990 ",33,['France'],France,Pontoise,LW   RW,"1,72",-
2,Jordane Stark,Attacking Midfield,"Dec 18, 1990 ",33,"['France', 'Guadeloupe']",France,Metz,RW   LB,"1,70",-
,Mehdi Bousbaa,Attacking Midfield,"Jul 19, 1990 ",33,"['Algeria', 'France']",France,Nancy,RB,"1,82",-
,Christopher Schwindt,Attacking Midfield,"May 6, 1990 ",33,['France'],France,Cannes,CF,,-
,Hakim Hendaoui,Attacking Midfield,"Jun 17, 1990 ",33,"['Tunisia', 'France']",France,,,"1,80",-
,Rachid Housni,Attacking Midfield,"May 2, 1990 ",33,"['Morocco', 'France']",France,Sarcelles,CM   LM,"1,77",-
,Hicham Aït-Ahmed,Attacking Midfield,"Feb 2, 1990 ",34,"['France', 'Morocco']",France,Montpellier,RM,"1,71",-
,Farez Brahmia,Attacking Midfield,"Jan 24, 1990 ",34,"['France', 'Algeria']",France,Saint-Louis,RW   LW,"1,73",-
10,Hicham M'Laab,Attacking Midfield,"Feb 27, 1990 ",34,"['France', 'Morocco']",France,Pau,LW   RW,"1,78",-
,Benjamin Leclerc,Attacking Midfield,"Jun 3, 1990 ",33,['France'],France,Tourcoing,CM,"1,81",-
94,Sofiane Hanni,Attacking Midfield,"Dec 29, 1990 ",33,"['Algeria', 'France']",France,Ivry-sur-Seine,LW   RW,"1,78",-
,Sebahattin Usta,Attacking Midfield,"Jun 9, 1990 ",33,['Türkiye'],France,Montbeliard,LW   RW,"1,75",-
,Sofiane Choubani,Attacking Midfield,"Mar 29, 1990 ",33,"['Algeria', 'France']",France,Argenteuil,RW   LW,"1,79",-
,Adrien Coulomb,Attacking Midfield,"Oct 4, 1990 ",33,['France'],France,Marseille,LW   RW,"1,77",-
,Michel Sanchez,Attacking Midfield,"Apr 9, 1990 ",33,"['France', 'Spain']",France,Niort,SS,"1,82",-
,Sony Dubeaux,Attacking Midfield,"Jan 12, 1990 ",34,['France'],France,Levallois-Perret,,"1,68",-
,Maxime Partouche,Attacking Midfield,"Jun 5, 1990 ",33,['France'],France,Vélizy-Villacoublay,RW,"1,72",-
11,Téji Savanier,Attacking Midfield,"Dec 22, 1991 ",32,"['France', 'Algeria']",France,Montpellier,CM   DM,"1,72",€9.00m
10,Gaël Kakuta,Attacking Midfield,"Jun 21, 1991 ",32,"['DR Congo', 'France']",France,Lille,RW   LW,"1,73",€1.50m
4,Michaël Barreto,Attacking Midfield,"Jan 18, 1991 ",33,"['France', 'Portugal']",France,Paris,LM   RM,"1,75",€400k
11,Adrien Regattin,Attacking Midfield,"Aug 22, 1991 ",32,"['Morocco', 'France']",France,Paris,RW   LW,"1,68",€275k
24,Aurélien Tertereau,Attacking Midfield,"Jul 24, 1991 ",32,['France'],France,Le Mans,,"1,82",€150k
10,Jérémy Manzorro,Attacking Midfield,"Nov 11, 1991 ",32,['France'],France,Villeurbanne,LW   CM,"1,73",€50k
23,Maxime Agnoly,Attacking Midfield,"Mar 17, 1991 ",32,['France'],France,Paris,CF   SS,"1,85",€10k
,Fabien Lenoir,Attacking Midfield,"Mar 16, 1991 ",32,['France'],France,Saint-Saulve,,"1,82",-
,Jonathan Rémond,Attacking Midfield,"Mar 6, 1991 ",32,['France'],France,Pacé,,"1,83",-
,Jérôme Tenaud,Attacking Midfield,"Aug 12, 1991 ",32,['France'],France,La Roche-sur-Yon,,,-
,Diakaria Dembélé,Attacking Midfield,"Jun 9, 1991 ",32,"['France', 'Mali']",France,Mantes-la-Jolie,LW   RW,"1,80",-
,Jeremy Buch,Attacking Midfield,N/A ,33,['France'],France,Bitche,,"1,71",-
,Adil Lebrun,Attacking Midfield,"Sep 20, 1991 ",32,"['France', 'Morocco']",France,Amiens,LW   RW,"1,85",-
25,Florent Mollet,Attacking Midfield,"Nov 19, 1991 ",32,['France'],France,Fontaine-lès-Dijon,CM   RM,"1,75",€2.00m
23,Mathias Autret,Attacking Midfield,"Mar 1, 1991 ",33,"['France', 'Portugal']",France,Saint-Thégonnec,LW   RW,"1,79",€600k
8,Kevin Hoggas,Attacking Midfield,"Nov 16, 1991 ",32,['France'],France,Besançon,SS   CM,"1,83",€350k
,Gilles Sunu,Attacking Midfield,"Mar 30, 1991 ",32,"['Togo', 'France']",France,Châteauroux,SS   CF,"1,83",€200k
19,El Hadi Belameiri,Attacking Midfield,"Apr 24, 1991 ",32,"['France', 'Algeria']",France,Florange,RW,"1,66",€50k
11,Kader Bourtal,Attacking Midfield,"Oct 8, 1991 ",32,"['France', 'Morocco']",France,Metz,RM   LM,"1,77",€25k
,Abdelhakim Omrani,Attacking Midfield,"Feb 18, 1991 ",33,"['France', 'Algeria']",France,Freyming-Merlebach,CM   LW,"1,88",€10k
,Anthony Couly,Attacking Midfield,"Nov 8, 1991 ",32,['France'],France,Cahors,,"1,82",-
,Lamine Amar Koob,Attacking Midfield,"Sep 11, 1991 ",32,['France'],France,Mazamet,CF,"1,87",-
,Abdoul Koné,Attacking Midfield,"Jan 21, 1991 ",33,['France'],France,Rouen,CF,"1,75",-
,Matthieu Bouyer,Attacking Midfield,"Oct 5, 1991 ",32,['France'],France,Nantes,,,-
5,Abdelaziz Kebbal,Attacking Midfield,"Nov 4, 1991 ",32,"['Algeria', 'France']",France,Cannes,CM   DM,"1,84",-
,Mathias Serin,Attacking Midfield,"Aug 1, 1991 ",32,['France'],France,Pessac,CM   LW,"1,77",-
10,Fares Hassani,Attacking Midfield,"Sep 2, 1991 ",32,"['France', 'Algeria']",France,Tourcoing,CF,,-
,Nicolas Di Fraya,Attacking Midfield,"Feb 14, 1991 ",33,['France'],France,Dijon,LW   RW,"1,70",-
27,Saad Trabelsi,Attacking Midfield,"Dec 20, 1991 ",32,"['Tunisia', 'France']",France,Saint-Amand-Montrond,LW   RW,"1,77",-
,Hamza Trasim,Attacking Midfield,"Aug 13, 1991 ",32,"['Morocco', 'France']",France,Mulhouse,,"1,69",-
,Yéro Diop,Attacking Midfield,"Jan 8, 1991 ",33,"['France', 'Senegal']",France,Mantes-la-Jolie,,"1,78",-
,Tarik Bengelloun,Attacking Midfield,"Aug 2, 1991 ",32,"['Morocco', 'France']",France,Paris,LW   RW,"1,70",-
,Lilian Bochet,Attacking Midfield,"Mar 4, 1991 ",33,['France'],France,Maubeuge,,,-
,Fayçal Chaouki,Attacking Midfield,"Jan 13, 1991 ",33,"['France', 'Morocco']",France,Tours,CF,"1,73",-
,Anthony Palmieri,Attacking Midfield,"Jan 30, 1991 ",33,['France'],France,Roubaix,,"1,80",-
,Ridha Kamel Lahoussine,Attacking Midfield,"Jan 10, 1991 ",33,"['France', 'Algeria']",France,Metz,DM,"1,83",-
,Dorian Rebolloso,Attacking Midfield,"Mar 5, 1991 ",33,['France'],France,Alès,,"1,80",-
,Hamel Hakkar,Attacking Midfield,"Sep 3, 1991 ",32,"['France', 'Algeria']",France,Besançon,LW   RW,"1,75",-
,Rémy Jous,Attacking Midfield,"Jan 31, 1991 ",33,['France'],France,Gray,LW   RW,"1,70",-
,Samy Kehli,Attacking Midfield,"Jan 27, 1991 ",33,"['France', 'Algeria']",France,Saint-Avold,SS   LW,"1,91",-
,Malik Hioune,Attacking Midfield,"Aug 3, 1991 ",32,"['Algeria', 'France']",France,Marseille,,,-
,Adama Diakité,Attacking Midfield,"Mar 7, 1991 ",32,"['France', 'Mali']",France,Créteil,SS   CF,"1,80",-
,Théo Raymond,Attacking Midfield,"Sep 29, 1991 ",32,['France'],France,Toulouse,CM   SS,"1,86",-
,Alexandre Martin Cantero,Attacking Midfield,"Feb 6, 1991 ",33,"['France', 'Spain']",France,Pessac,CM   LM,"1,72",-
,Mathieu Salamand,Attacking Midfield,"Apr 17, 1991 ",32,['France'],France,Lyon,DM   CM,"1,79",-
8,Emre Akbaba,Attacking Midfield,"Oct 4, 1992 ",31,"['Türkiye', 'France']",France,Seine-Saint-Denis,CM   CF,"1,80",€1.60m
12,Garland Gbellé,Attacking Midfield,"Dec 16, 1992 ",31,"['France', ""Cote d'Ivoire""]",France,Montbéliard,CM,"1,79",€500k
21,Kapo Sylva,Attacking Midfield,"Oct 12, 1992 ",31,['France'],France,Meulan,CM   RM,"1,80",€200k
,Jérémy Giraud,Attacking Midfield,"Jul 13, 1992 ",31,['France'],France,Vichy,,,-
,Julien Heiligenstein,Attacking Midfield,"Dec 30, 1992 ",31,['France'],France,Strasbourg,,,-
,Ludwig Lahaye,Attacking Midfield,"Oct 14, 1992 ",31,['France'],France,Chartres,,"1,77",-
,Benjamin Fortuna,Attacking Midfield,"Oct 19, 1992 ",31,['France'],France,Lomme,,"1,83",-
,Mohadi Thioubou,Attacking Midfield,"Sep 3, 1992 ",31,['France'],France,Le Havre,,"1,86",-
,Loïc Malatini,Attacking Midfield,"Dec 16, 1992 ",31,['France'],France,,LW   RW,"1,66",-
,Brice Boutantin,Attacking Midfield,"Aug 15, 1992 ",31,['France'],France,Sens,CM,"1,80",-
,Yannis Bessaa,Attacking Midfield,"Apr 28, 1992 ",31,"['France', 'Algeria']",France,Saint-Étienne,RW   LW,"1,80",-
,Kacem Amaouche,Attacking Midfield,"Oct 24, 1992 ",31,"['Algeria', 'France']",France,Montbéliard,LM   RM,"1,80",-
7,Mohamed Ouchmid,Attacking Midfield,"Jun 30, 1992 ",31,"['France', 'Morocco']",France,Fréjus,RM   RB,"1,76",-
9,Valentin Eysseric,Attacking Midfield,"Mar 25, 1992 ",31,['France'],France,Aix-en-Provence,LW   RW,"1,81",€1.20m
10,Yohan Croizet,Attacking Midfield,"Feb 15, 1992 ",32,['France'],France,Sarrebourg,SS   CF,"1,80",€350k
8,Hugo Fargues,Attacking Midfield,"Apr 16, 1992 ",31,['France'],France,Grenoble,CM,"1,78",€100k
