Number,Name,Position,Date of Birth,Age,Nationality,Birth Country,Place of Birth,Other Positions,Height,Market Value
17,Romain Gall,Left Winger,"Jan 31, 1995 ",29,"['United States', 'France']",France,Paris,RW   LM,"1,76",€175k
14,Alexandre Arenate,Left Winger,"Jul 20, 1995 ",28,"['Guadeloupe', 'France']",France,Sarcelles,RB   CM,"1,83",€100k
,Glenn Le Gall,Left Winger,"Aug 22, 1995 ",28,['France'],France,Vannes,RW   SS,"1,72",-
,Adrien Cinquini,Left Winger,"May 17, 1995 ",28,['France'],France,Bastia,CF,"1,84",-
,Christopher Desmartin,Left Winger,"Jun 8, 1995 ",28,['France'],France,Thiers,CF,"1,69",-
,Hakim Naïm,Left Winger,"May 11, 1995 ",28,"['France', 'Algeria']",France,Meaux,RW,,-
,Enes Akgün,Left Winger,"Sep 20, 1995 ",28,"['Türkiye', 'France']",France,Livry-Gargan,RW   SS,"1,86",-
,Deniz Atac,Left Winger,"Jun 22, 1995 ",28,['Türkiye'],France,Sélestat,,,-
,Joris Ahlinvi,Left Winger,"Jul 13, 1995 ",28,"['Benin', 'France']",France,Gujan-Mestras,RW,"1,79",-
,Jordan Dalla Vecchia,Left Winger,"Sep 8, 1995 ",28,['France'],France,Cluses,CF,"1,69",-
11,Kingsley Coman,Left Winger,"Jun 13, 1996 ",27,"['France', 'Guadeloupe']",France,Paris,RW,"1,81",€65.00m
17,Jonathan Bamba,Left Winger,"Mar 26, 1996 ",27,"[""Cote d'Ivoire"", 'France']",France,Alfortville,RW,"1,75",€14.00m
22,Yakou Méïté,Left Winger,"Feb 11, 1996 ",28,"[""Cote d'Ivoire"", 'France']",France,Paris,CF   RW,"1,85",€1.50m
96,Jayson Papeau,Left Winger,"Jun 30, 1996 ",27,"['France', 'Guadeloupe']",France,Melun,AM   RW,"1,79",€600k
11,Maxime Do Couto,Left Winger,"Dec 13, 1996 ",27,"['France', 'Portugal']",France,Neuilly-sur-Seine,AM   RW,"1,73",€450k
93,Virgile Pinson,Left Winger,"Feb 22, 1996 ",28,"['France', 'Cameroon']",France,Cenon,RW   CF,"1,80",€300k
96,Fodé Guirassy,Left Winger,"Jan 6, 1996 ",28,"['Guinea', 'France']",France,Aix-en-Provence,LM   RW,"1,89",€200k
,Morgan Lafont,Left Winger,"Nov 22, 1996 ",27,['France'],France,Marseille,,"1,85",€10k
10,Wilfried Étienne,Left Winger,"Jun 22, 1996 ",27,"['France', 'Guadeloupe']",France,Athis-Mons,RW   CF,"1,79",-
,Pierre Ritter,Left Winger,"May 14, 1996 ",27,['France'],France,Castelnaudary,,"1,80",-
20,Leroy Casier,Left Winger,"Feb 29, 1996 ",28,['France'],France,Paris,AM,"1,75",-
12,Christopher Bitsamou,Left Winger,"Feb 12, 1996 ",28,"['France', 'Congo']",France,Saint-Denis,RW   CF,"1,71",-
,Manoubi Haddad,Left Winger,"Aug 23, 1996 ",27,"['Tunisia', 'France']",France,Clamart,RW,"1,68",-
11,Yoane Wissa,Left Winger,"Sep 3, 1996 ",27,"['DR Congo', 'France']",France,Villeneuve-Saint-George,CF   RW,"1,76",€25.00m
15,Aldo Kalulu,Left Winger,"Jan 21, 1996 ",28,"['DR Congo', 'France']",France,Lyon,RW   CF,"1,66",€1.70m
7,Alimami Gory,Left Winger,"Aug 30, 1996 ",27,"['France', 'Mali']",France,Le Havre,RW   CF,"1,82",€800k
99,Mehdi Chahiri,Left Winger,"Jul 25, 1996 ",27,"['France', 'Morocco']",France,Grande-Synthe,AM   RW,"1,80",€600k
22,Steve Shamal,Left Winger,"Feb 22, 1996 ",28,"['France', 'Algeria']",France,Ivry-sur-Seine,RW   CF,"1,82",€350k
20,Marwane Elaz,Left Winger,"Jun 17, 1996 ",27,"['Morocco', 'France']",France,Brive-la-Gaillarde,RW,"1,72",€200k
7,Kévin Yoke,Left Winger,"Jun 23, 1996 ",27,"['France', 'DR Congo']",France,Clamart,SS   AM,"1,82",€125k
,Iliès Rezgui,Left Winger,"Sep 4, 1996 ",27,"['France', 'Algeria']",France,Chambéry,RW   DM,"1,78",-
,Stéphane Ferhaoui,Left Winger,"Nov 15, 1996 ",27,['France'],France,Créteil,RW   CF,,-
,Ouanis Bouragba,Left Winger,"Jan 30, 1996 ",28,"['France', 'Morocco']",France,Lille,CF,"1,85",-
14,Bryan Bofunda,Left Winger,"Nov 29, 1996 ",27,"['France', 'DR Congo']",France,Créteil,CF   RW,"1,85",-
3,Jonathan Leighton,Left Winger,"Oct 2, 1996 ",27,"['Andorra', 'France']",France,Nimes,,"1,84",-
10,Noam Merabti,Left Winger,"Oct 5, 1996 ",27,"['France', 'Algeria']",France,Tournon-sur-Rhône,RW   AM,"1,73",-
,Tom Slater,Left Winger,"Aug 26, 1996 ",27,"['Australia', 'France']",France,Lens,CF   SS,"1,75",-
7,Martin Terrier,Left Winger,"Mar 4, 1997 ",27,['France'],France,Armentières,CF,"1,84",€22.00m
7,Jérémie Boga,Left Winger,"Jan 3, 1997 ",27,"[""Cote d'Ivoire"", 'France']",France,Marseille,AM   SS,"1,72",€15.00m
11,Keelan Lebon,Left Winger,"Jul 4, 1997 ",26,"['Saint-Martin', 'France']",France,Paris,RW   CF,"1,74",€400k
26,Erwan Colas,Left Winger,"Apr 22, 1997 ",26,['France'],France,Chartres,RW,"1,79",€200k
77,Tiago-Marti Escorza,Left Winger,"Aug 25, 1997 ",26,['France'],France,Corbeil-Essones,AM   SS,"1,77",€200k
,Guy-Fernand Kapata,Left Winger,"Dec 4, 1997 ",26,"['France', 'DR Congo']",France,Paris,,,-
,Sanders Munkaya,Left Winger,"May 19, 1997 ",26,['France'],France,Mantes-la-Jolie,RW   AM,"1,73",-
6,Lucas Capoue,Left Winger,"Dec 6, 1997 ",26,"['France', 'Guadeloupe']",France,Évry,CF,,-
,Sandy Nzuzi Mbala,Left Winger,"May 16, 1997 ",26,"['France', 'DR Congo']",France,Paris,CF,"1,79",-
,Damien Furtado,Left Winger,"Mar 8, 1997 ",26,"['France', 'Portugal']",France,Épinay-sous-Sénart,RW,"1,80",-
,Banfa Diakité,Left Winger,"Oct 7, 1997 ",26,"['France', 'Guinea']",France,Toulouse,RW   AM,"1,79",-
,David Guyenne,Left Winger,N/A ,26,[],France,Lyon,RW,N/A,-
,Evans Erius,Left Winger,"Jun 7, 1997 ",26,['France'],France,Strasbourg,,"1,92",-
97,Allan Saint-Maximin,Left Winger,"Mar 12, 1997 ",26,"['France', 'Guadeloupe']",France,Châtenay-Malabry,RW   SS,"1,73",€20.00m
20,Zakaria Fdaouch,Left Winger,"Mar 11, 1997 ",26,"['France', 'Morocco']",France,Mont-de-Marsan,LM,"1,72",€500k
17,Enzo Lombardo,Left Winger,"Apr 16, 1997 ",26,['France'],France,Décines-Charpieu,RW   SS,"1,74",€400k
77,Wajdi Sahli,Left Winger,"Apr 17, 1997 ",26,"['France', 'Tunisia']",France,La Seyne-sur-mer,RW   RM,"1,83",€200k
